model_name,test_fold,val_fold,participant_emb_dim,hyper_hidden_dim,hidden_dim,n_epochs,lr,patience,best_val_loss,test_accuracy,test_balanced_accuracy,test_auc,n_pred_0,n_pred_1,model_path
HyperRNN,2,3,2,2,64,400,0.005,50,0.2833752121244158,0.8796928327645052,0.8797869117938322,0.9529504240793167,1176,1168,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_2hyperh_64hidden.pt
HyperRNN,3,4,2,2,64,400,0.005,50,0.3547086311238153,0.8592274678111588,0.8578374281330301,0.9263889967278576,1269,1061,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_2hyperh_64hidden.pt
HyperRNN,4,0,2,2,64,400,0.005,50,0.3293413051537105,0.860813704496788,0.8617871840094062,0.941333774250441,1146,1189,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_2hyperh_64hidden.pt
HyperRNN,0,1,2,4,2,400,0.005,50,0.32239184209278654,0.8478354050578654,0.8481292442014288,0.9345092159802453,1048,1285,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_4hyperh_2hidden.pt
HyperRNN,1,2,2,4,2,400,0.005,50,0.3064466863870621,0.8600171232876712,0.8600489069602257,0.9233519739807935,1082,1254,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_4hyperh_2hidden.pt
HyperRNN,2,3,2,4,2,400,0.005,50,0.41409872685159954,0.840443686006826,0.8404838465392099,0.912734976640686,1168,1176,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_4hyperh_2hidden.pt
HyperRNN,3,4,2,4,2,400,0.005,50,0.3513434869902475,0.8515021459227468,0.8542251307932635,0.9259005786330948,1109,1221,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_4hyperh_2hidden.pt
HyperRNN,4,0,2,4,2,400,0.005,50,0.39846227850232807,0.8329764453961456,0.8331183862433862,0.9038242210464433,1191,1144,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_4hyperh_2hidden.pt
HyperRNN,0,1,2,4,4,400,0.005,50,0.2748266394649233,0.8726960994427775,0.8729047241085339,0.9518567921921391,1084,1249,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_4hyperh_4hidden.pt
HyperRNN,1,2,2,4,4,400,0.005,50,0.3145069565091814,0.8600171232876712,0.8600283824565339,0.9308536800801629,1138,1198,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_4hyperh_4hidden.pt
HyperRNN,2,3,2,4,4,400,0.005,50,0.2780368753841945,0.8822525597269625,0.8822888632577214,0.9532770030174874,1166,1178,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_4hyperh_4hidden.pt
HyperRNN,3,4,2,4,4,400,0.005,50,0.3354786868606295,0.8648068669527897,0.8655334331614072,0.9413628380751667,1188,1142,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_4hyperh_4hidden.pt
HyperRNN,4,0,2,4,4,400,0.005,50,0.3204805723258427,0.8595289079229123,0.8595752498530276,0.9382436801881247,1199,1136,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_4hyperh_4hidden.pt
HyperRNN,0,1,2,4,8,400,0.005,50,0.31894516944885254,0.8456922417488213,0.8456683422994385,0.9304046506158686,1181,1152,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_4hyperh_8hidden.pt
HyperRNN,1,2,2,4,8,400,0.005,50,0.29139927455357145,0.8728595890410958,0.8728781878036069,0.9419332469838142,1118,1218,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_4hyperh_8hidden.pt
HyperRNN,2,3,2,4,8,400,0.005,50,0.290180572441646,0.8758532423208191,0.8757077697389116,0.9513204420211341,1135,1209,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_4hyperh_8hidden.pt
HyperRNN,3,4,2,4,8,400,0.005,50,0.3571397917611258,0.8652360515021459,0.8660418168709445,0.9382689072523247,1185,1145,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_4hyperh_8hidden.pt
HyperRNN,4,0,2,4,8,400,0.005,50,0.304863908461162,0.8680942184154176,0.8683641975308642,0.9456577013521459,1187,1148,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_4hyperh_8hidden.pt
HyperRNN,0,1,2,4,16,400,0.005,50,0.29143637844494413,0.8671238748392628,0.8672821677396596,0.9480149631066819,1105,1228,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_4hyperh_16hidden.pt
HyperRNN,1,2,2,4,16,400,0.005,50,0.29551486458097187,0.8613013698630136,0.8612851417986649,0.9406020863158002,1213,1123,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_4hyperh_16hidden.pt
HyperRNN,2,3,2,4,16,400,0.005,50,0.2866253788982119,0.8792662116040956,0.8791796278820501,0.9513189857047988,1145,1199,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_4hyperh_16hidden.pt
HyperRNN,3,4,2,4,16,400,0.005,50,0.3083811232021877,0.8669527896995708,0.8685412160538332,0.942926811232507,1155,1175,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_4hyperh_16hidden.pt
HyperRNN,4,0,2,4,16,400,0.005,50,0.36657434489045826,0.854389721627409,0.8543228248089358,0.9181338183421517,1205,1130,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_4hyperh_16hidden.pt
HyperRNN,0,1,2,4,32,400,0.005,50,0.3206923348563058,0.8555507929704244,0.8558592027515655,0.9413954787312226,1042,1291,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_4hyperh_32hidden.pt
HyperRNN,1,2,2,4,32,400,0.005,50,0.29906571975776125,0.8540239726027398,0.8540103047668892,0.9308961951235245,1206,1130,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_4hyperh_32hidden.pt
HyperRNN,2,3,2,4,32,400,0.005,50,0.3583164470536368,0.8553754266211604,0.8557620612118881,0.9336065382778186,1227,1117,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_4hyperh_32hidden.pt
HyperRNN,3,4,2,4,32,400,0.005,50,0.34738825048719135,0.8562231759656652,0.8565563011849961,0.9345567818386854,1202,1128,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_4hyperh_32hidden.pt
HyperRNN,4,0,2,4,32,400,0.005,50,0.3216984144278935,0.8466809421841541,0.8452399323927102,0.9305592298647853,1283,1052,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_4hyperh_32hidden.pt
HyperRNN,0,1,2,4,64,400,0.005,50,0.33914224590573994,0.858979854264895,0.8590686274509804,0.9333311285533704,1134,1199,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_4hyperh_64hidden.pt
HyperRNN,1,2,2,4,64,400,0.005,50,0.26938151887484957,0.8698630136986302,0.869884175827559,0.9438720795647046,1111,1225,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_4hyperh_64hidden.pt
HyperRNN,2,3,2,4,64,400,0.005,50,0.29459612923009054,0.8801194539249146,0.8800912819078909,0.9516320937168689,1155,1189,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_4hyperh_64hidden.pt
HyperRNN,3,4,2,4,64,400,0.005,50,0.3370981195143291,0.8618025751072962,0.8604736287504853,0.9411032850830976,1267,1063,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_4hyperh_64hidden.pt
HyperRNN,4,0,2,4,64,400,0.005,50,0.33573814375059946,0.8441113490364026,0.8433292915931805,0.9287257495590828,1245,1090,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_4hyperh_64hidden.pt
HyperRNN,0,1,2,8,2,400,0.005,50,0.3289919836180551,0.8405486498071153,0.8407825499015198,0.929670458888203,1073,1260,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_8hyperh_2hidden.pt
HyperRNN,1,2,2,8,2,400,0.005,50,0.3068640593971525,0.853595890410959,0.8536236377776947,0.9273091715943801,1093,1243,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_8hyperh_2hidden.pt
HyperRNN,2,3,2,8,2,400,0.005,50,0.4060546244893755,0.840443686006826,0.8406003518460266,0.9140853459625087,1188,1156,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_8hyperh_2hidden.pt
HyperRNN,3,4,2,8,2,400,0.005,50,0.3351664628301348,0.8523605150214593,0.8546207457526851,0.9246116872793152,1127,1203,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_8hyperh_2hidden.pt
HyperRNN,4,0,2,8,2,400,0.005,50,0.32693337968417574,0.8462526766595289,0.8471671075837743,0.9266806290417402,1148,1187,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_8hyperh_2hidden.pt
HyperRNN,0,1,2,8,4,400,0.005,50,0.2827139858688627,0.8654093441920274,0.8656010230179028,0.9462456271864068,1091,1242,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_8hyperh_4hidden.pt
HyperRNN,1,2,2,8,4,400,0.005,50,0.2730647772550583,0.8544520547945206,0.8544233604036877,0.9405009298333191,1247,1089,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_8hyperh_4hidden.pt
HyperRNN,2,3,2,8,4,400,0.005,50,0.29347182171685354,0.8813993174061433,0.8811558491489287,0.9515305156524878,1118,1226,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_8hyperh_4hidden.pt
HyperRNN,3,4,2,8,4,400,0.005,50,0.3007084961448397,0.8759656652360515,0.8769914776403601,0.9474900634093134,1178,1152,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_8hyperh_4hidden.pt
HyperRNN,4,0,2,8,4,400,0.005,50,0.2830856719187328,0.8680942184154176,0.869132128159906,0.9429265873015873,1143,1192,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_8hyperh_4hidden.pt
HyperRNN,0,1,2,8,8,400,0.005,50,0.2875198423862457,0.8658379768538362,0.8660320575006615,0.9486866860687303,1090,1243,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_8hyperh_8hidden.pt
HyperRNN,1,2,2,8,8,400,0.005,50,0.2777696805340903,0.870291095890411,0.8703038286262583,0.9416400397882163,1134,1202,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_8hyperh_8hidden.pt
HyperRNN,2,3,2,8,8,400,0.005,50,0.2750355729034969,0.8831058020477816,0.8830490603847005,0.9541289480735848,1150,1194,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_8hyperh_8hidden.pt
HyperRNN,3,4,2,8,8,400,0.005,50,0.34191309341362547,0.8639484978540772,0.8645166657423327,0.9339763000757952,1194,1136,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_8hyperh_8hidden.pt
HyperRNN,4,0,2,8,8,400,0.005,50,0.29416363154138836,0.8680942184154176,0.8679802322163434,0.945870076425632,1209,1126,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_8hyperh_8hidden.pt
HyperRNN,0,1,2,8,16,400,0.005,50,0.29946782120636534,0.8598371195885126,0.8599641355792692,0.9406362994973101,1118,1215,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_8hyperh_16hidden.pt
HyperRNN,1,2,2,8,16,400,0.005,50,0.27533747042928425,0.8668664383561644,0.8668652412398852,0.9428011402827836,1172,1164,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_8hyperh_16hidden.pt
HyperRNN,2,3,2,8,16,400,0.005,50,0.32528131774493624,0.8707337883959044,0.8709485279554483,0.9444983281488473,1197,1147,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_8hyperh_16hidden.pt
HyperRNN,3,4,2,8,16,400,0.005,50,0.32630438251154764,0.8660944206008584,0.8656609912558002,0.9416889431164848,1233,1097,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_8hyperh_16hidden.pt
HyperRNN,4,0,2,8,16,400,0.005,50,0.31558830184595926,0.8522483940042827,0.8521953997648442,0.9400867136978248,1204,1131,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_8hyperh_16hidden.pt
HyperRNN,0,1,2,8,32,400,0.005,50,0.2920760363340378,0.8675525075010716,0.8676749860363936,0.9463922450539437,1120,1213,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_8hyperh_32hidden.pt
HyperRNN,1,2,2,8,32,400,0.005,50,0.29189492974962505,0.8690068493150684,0.8690038212227766,0.9402663640768408,1177,1159,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_8hyperh_32hidden.pt
HyperRNN,2,3,2,8,32,400,0.005,50,0.3062099516391754,0.863481228668942,0.8635023825335244,0.9463769762212669,1164,1180,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_8hyperh_32hidden.pt
HyperRNN,3,4,2,8,32,400,0.005,50,0.3165918439626694,0.8716738197424893,0.8714417762002478,0.9458125820346441,1226,1104,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_8hyperh_32hidden.pt
HyperRNN,4,0,2,8,32,400,0.005,50,0.3503662198781967,0.8488222698072805,0.8473324514991182,0.9223772780717225,1286,1049,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_8hyperh_32hidden.pt
HyperRNN,0,1,2,8,64,400,0.005,50,0.28524449467658997,0.8675525075010716,0.8677323103154305,0.9491585089808037,1096,1237,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_8hyperh_64hidden.pt
HyperRNN,1,2,2,8,64,400,0.005,50,0.29510357124464853,0.863013698630137,0.8630018699288899,0.9353536775145999,1201,1135,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_8hyperh_64hidden.pt
HyperRNN,2,3,2,8,64,400,0.005,50,0.31223687742437634,0.8609215017064846,0.8610936353150886,0.9446548821548821,1190,1154,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_8hyperh_64hidden.pt
HyperRNN,3,4,2,8,64,400,0.005,50,0.3379047747169222,0.8532188841201717,0.8543952082524541,0.9365067568816667,1169,1161,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_8hyperh_64hidden.pt
HyperRNN,4,0,2,8,64,400,0.005,50,0.3273667735712869,0.8428265524625268,0.8412569811875368,0.921931951793063,1290,1045,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_8hyperh_64hidden.pt
HyperRNN,0,1,2,16,2,400,0.005,50,0.3218434921332768,0.8474067723960566,0.8476265543698739,0.9310153746656085,1079,1254,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_16hyperh_2hidden.pt
HyperRNN,1,2,2,16,2,400,0.005,50,0.3759901395865849,0.8420376712328768,0.8420408540245986,0.912862120049288,1160,1176,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_16hyperh_2hidden.pt
HyperRNN,2,3,2,16,2,400,0.005,50,0.3551555701664516,0.8293515358361775,0.8297624456794006,0.9223310090524623,1232,1112,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_16hyperh_2hidden.pt
HyperRNN,3,4,2,16,2,400,0.005,50,0.36172030227524893,0.8347639484978541,0.8364686743201524,0.9226092100641488,1146,1184,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_16hyperh_2hidden.pt
HyperRNN,4,0,2,16,2,400,0.005,50,0.39768505096435547,0.8308351177730193,0.8298041593180483,0.9050617283950615,1258,1077,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_16hyperh_2hidden.pt
HyperRNN,0,1,2,16,4,400,0.005,50,0.32648090379578726,0.8598371195885126,0.8599832436722815,0.9370880736102538,1110,1223,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_16hyperh_4hidden.pt
HyperRNN,1,2,2,16,4,400,0.005,50,0.2663942873477936,0.8664383561643836,0.8664257969554832,0.9467103252180911,1203,1133,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_16hyperh_4hidden.pt
HyperRNN,2,3,2,16,4,400,0.005,50,0.4011892335755484,0.8459897610921502,0.8458037701117286,0.9178732247503874,1129,1215,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_16hyperh_4hidden.pt
HyperRNN,3,4,2,16,4,400,0.005,50,0.32477247076375143,0.8618025751072962,0.8630100012940676,0.9374969034810418,1169,1161,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_16hyperh_4hidden.pt
HyperRNN,4,0,2,16,4,400,0.005,50,0.31487695447036196,0.8603854389721627,0.8616898148148149,0.9349706055261611,1127,1208,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_16hyperh_4hidden.pt
HyperRNN,0,1,2,16,8,400,0.005,50,0.29590417444705963,0.8701243034719246,0.8701417673516183,0.9494759972954698,1164,1169,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_16hyperh_8hidden.pt
HyperRNN,1,2,2,16,8,400,0.005,50,0.27249530383518766,0.8647260273972602,0.86472226314906,0.946070400513699,1179,1157,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_16hyperh_8hidden.pt
HyperRNN,2,3,2,16,8,400,0.005,50,0.32576451769896914,0.8801194539249146,0.8799398250090291,0.9515898605431476,1129,1215,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_16hyperh_8hidden.pt
HyperRNN,3,4,2,16,8,400,0.005,50,0.3162226698228291,0.8733905579399142,0.8739411753831364,0.9466152736953025,1196,1134,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_16hyperh_8hidden.pt
HyperRNN,4,0,2,16,8,400,0.005,50,0.3028258723872049,0.867237687366167,0.8679949294532627,0.9427292768959435,1159,1176,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_16hyperh_8hidden.pt
HyperRNN,0,1,2,16,16,400,0.005,50,0.302234947681427,0.8585512216030862,0.8586137078519565,0.9388166211012142,1145,1188,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_16hyperh_16hidden.pt
HyperRNN,1,2,2,16,16,400,0.005,50,0.2863835905279432,0.8771404109589042,0.8771494836254776,0.9452288958623334,1144,1192,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_16hyperh_16hidden.pt
HyperRNN,2,3,2,16,16,400,0.005,50,0.2915748336485454,0.882679180887372,0.8828262439854135,0.9518381624783009,1185,1159,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_16hyperh_16hidden.pt
HyperRNN,3,4,2,16,16,400,0.005,50,0.3065897098609379,0.8682403433476394,0.8680476216885733,0.9468800029578688,1224,1106,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold3_2pdim_16hyperh_16hidden.pt
HyperRNN,4,0,2,16,16,400,0.005,50,0.30623410429273334,0.8685224839400428,0.8685662845385067,0.942854203409759,1200,1135,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold4_2pdim_16hyperh_16hidden.pt
HyperRNN,0,1,2,16,32,400,0.005,50,0.3122096870626722,0.8692670381483069,0.8693752388511626,0.9437714966046389,1126,1207,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold0_2pdim_16hyperh_32hidden.pt
HyperRNN,1,2,2,16,32,400,0.005,50,0.332329124212265,0.8570205479452054,0.8570351034984749,0.927799194120023,1129,1207,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold1_2pdim_16hyperh_32hidden.pt
HyperRNN,2,3,2,16,32,400,0.005,50,0.3081362545490265,0.8732935153583617,0.8734737804807009,0.950153204478464,1191,1153,./Results/NN_Results/hyper_rnn/dd/dd_hyper_rnn_fold2_2pdim_16hyperh_32hidden.pt
