correct,cue,flanker_location,flanker_middle_direction,response_time,flanker_type,worker_id,rt_nan
1.0,spatial,up,right,0.525,congruent,s445,0
1.0,double,up,left,0.578,incongruent,s445,0
1.0,double,down,left,0.532,incongruent,s445,0
1.0,double,up,right,0.64,incongruent,s445,0
1.0,spatial,up,left,0.5,incongruent,s445,0
1.0,spatial,up,right,0.449,incongruent,s445,0
1.0,double,up,left,0.533,incongruent,s445,0
1.0,double,up,right,0.479,incongruent,s445,0
1.0,spatial,down,right,0.585,incongruent,s445,0
1.0,double,up,left,0.507,incongruent,s445,0
1.0,double,up,right,0.425,incongruent,s445,0
1.0,double,down,left,0.568,incongruent,s445,0
1.0,double,up,left,0.587,congruent,s445,0
1.0,spatial,up,right,0.488,incongruent,s445,0
1.0,spatial,up,left,0.622,congruent,s445,0
1.0,spatial,up,left,0.436,congruent,s445,0
0.0,spatial,up,left,0.862,incongruent,s445,0
1.0,double,up,right,0.58,congruent,s445,0
1.0,spatial,down,left,0.55,incongruent,s445,0
1.0,spatial,down,left,0.533,congruent,s445,0
1.0,spatial,up,right,0.597,congruent,s445,0
1.0,spatial,down,right,0.67,congruent,s445,0
1.0,double,down,left,0.663,incongruent,s445,0
1.0,double,down,left,0.495,congruent,s445,0
1.0,spatial,up,left,0.623,incongruent,s445,0
1.0,double,down,left,0.568,congruent,s445,0
1.0,spatial,up,right,0.598,incongruent,s445,0
1.0,double,up,right,0.457,congruent,s445,0
1.0,double,down,right,0.703,incongruent,s445,0
1.0,double,down,right,0.439,incongruent,s445,0
1.0,spatial,down,left,0.536,congruent,s445,0
1.0,spatial,up,right,0.65,congruent,s445,0
1.0,double,up,right,0.562,congruent,s445,0
1.0,double,down,right,0.607,congruent,s445,0
1.0,spatial,down,right,0.503,incongruent,s445,0
1.0,spatial,down,left,0.482,congruent,s445,0
1.0,double,down,left,0.464,incongruent,s445,0
1.0,spatial,up,right,0.669,incongruent,s445,0
1.0,double,up,left,0.663,incongruent,s445,0
1.0,spatial,down,left,0.654,congruent,s445,0
1.0,double,up,right,0.757,congruent,s445,0
1.0,double,up,right,0.846,incongruent,s445,0
1.0,spatial,up,left,0.939,congruent,s445,0
1.0,double,up,left,0.801,congruent,s445,0
1.0,double,up,right,0.584,congruent,s445,0
1.0,spatial,up,left,1.02,incongruent,s445,0
1.0,spatial,up,right,0.619,congruent,s445,0
1.0,double,down,right,0.873,congruent,s445,0
1.0,spatial,down,right,0.936,congruent,s445,0
0.0,spatial,down,right,2.1,congruent,s445,1
1.0,spatial,down,left,0.769,incongruent,s445,0
1.0,spatial,down,right,0.655,incongruent,s445,0
1.0,spatial,down,left,0.504,incongruent,s445,0
1.0,spatial,down,right,0.947,incongruent,s445,0
1.0,double,down,right,0.685,incongruent,s445,0
1.0,double,up,left,0.729,incongruent,s445,0
0.0,spatial,up,right,0.742,incongruent,s445,0
1.0,spatial,down,right,0.647,incongruent,s445,0
1.0,spatial,up,left,0.638,incongruent,s445,0
1.0,spatial,down,right,0.776,congruent,s445,0
1.0,double,up,right,0.745,congruent,s445,0
0.0,double,down,right,0.75,incongruent,s445,0
1.0,spatial,down,left,0.637,congruent,s445,0
1.0,spatial,down,left,0.527,congruent,s445,0
1.0,spatial,up,left,0.598,congruent,s445,0
0.0,spatial,up,right,0.507,incongruent,s445,0
1.0,double,down,right,0.632,congruent,s445,0
1.0,spatial,up,left,0.654,congruent,s445,0
1.0,double,up,left,0.594,incongruent,s445,0
1.0,spatial,up,right,0.486,incongruent,s445,0
1.0,double,down,left,0.861,incongruent,s445,0
1.0,spatial,down,right,0.579,congruent,s445,0
1.0,spatial,down,right,0.728,incongruent,s465,0
1.0,double,up,right,0.585,incongruent,s465,0
1.0,double,down,right,0.645,incongruent,s465,0
1.0,double,up,left,0.513,incongruent,s465,0
1.0,double,down,left,0.569,congruent,s465,0
1.0,spatial,down,right,0.516,incongruent,s465,0
1.0,spatial,up,right,0.542,congruent,s465,0
1.0,spatial,up,left,0.575,congruent,s465,0
1.0,spatial,up,right,0.506,incongruent,s465,0
1.0,double,down,right,0.568,congruent,s465,0
1.0,spatial,up,left,0.435,incongruent,s465,0
1.0,spatial,up,left,0.524,congruent,s465,0
1.0,spatial,down,left,0.506,congruent,s465,0
1.0,spatial,down,right,0.47,congruent,s465,0
1.0,double,up,right,0.817,incongruent,s465,0
1.0,double,down,left,0.422,congruent,s465,0
1.0,spatial,down,left,0.555,incongruent,s465,0
1.0,double,down,left,0.472,congruent,s465,0
1.0,spatial,down,left,0.475,incongruent,s465,0
1.0,double,up,right,0.378,congruent,s465,0
1.0,double,up,right,0.583,incongruent,s465,0
1.0,double,down,left,0.404,incongruent,s465,0
1.0,spatial,up,left,0.476,congruent,s465,0
1.0,spatial,up,right,0.488,congruent,s465,0
1.0,double,down,right,0.495,congruent,s465,0
1.0,double,up,left,0.47,congruent,s465,0
1.0,spatial,down,right,0.373,incongruent,s465,0
1.0,spatial,down,right,0.421,congruent,s465,0
1.0,double,up,right,0.464,incongruent,s465,0
1.0,spatial,up,left,0.467,incongruent,s465,0
1.0,double,down,right,0.535,incongruent,s465,0
1.0,spatial,down,left,0.442,congruent,s465,0
1.0,double,up,right,0.347,congruent,s465,0
1.0,double,up,right,0.448,incongruent,s465,0
1.0,spatial,down,left,0.384,congruent,s465,0
1.0,double,down,left,0.399,congruent,s465,0
1.0,double,up,left,0.517,congruent,s465,0
1.0,spatial,up,right,0.378,incongruent,s465,0
1.0,spatial,down,right,0.512,congruent,s465,0
1.0,double,up,left,0.463,congruent,s465,0
1.0,spatial,down,left,0.598,congruent,s465,0
1.0,spatial,down,right,0.422,congruent,s465,0
1.0,spatial,up,right,0.478,incongruent,s465,0
1.0,spatial,down,right,0.497,incongruent,s465,0
1.0,spatial,up,left,0.471,incongruent,s465,0
1.0,spatial,down,right,0.436,incongruent,s465,0
1.0,double,down,left,0.539,incongruent,s465,0
1.0,double,down,left,0.471,incongruent,s465,0
1.0,spatial,down,left,0.463,incongruent,s465,0
1.0,spatial,up,left,0.515,incongruent,s465,0
1.0,spatial,up,left,0.509,incongruent,s465,0
1.0,spatial,up,right,0.604,congruent,s465,0
1.0,double,up,right,0.436,congruent,s465,0
1.0,double,down,left,0.961,incongruent,s465,0
1.0,spatial,down,right,0.658,congruent,s465,0
1.0,spatial,down,right,0.517,congruent,s465,0
1.0,spatial,up,right,0.529,congruent,s465,0
1.0,spatial,up,right,0.494,incongruent,s465,0
1.0,double,down,left,0.448,congruent,s465,0
1.0,spatial,down,left,0.51,congruent,s465,0
1.0,double,up,right,0.634,incongruent,s465,0
1.0,spatial,down,right,0.584,incongruent,s465,0
1.0,double,up,left,0.531,incongruent,s465,0
1.0,spatial,up,right,0.42,congruent,s465,0
1.0,spatial,up,left,0.548,congruent,s465,0
1.0,double,down,left,0.694,incongruent,s465,0
1.0,spatial,up,left,0.489,congruent,s465,0
1.0,spatial,up,left,0.537,congruent,s465,0
1.0,double,down,right,0.598,incongruent,s465,0
1.0,double,down,right,0.491,congruent,s465,0
1.0,double,down,right,0.534,incongruent,s465,0
1.0,spatial,up,left,0.513,incongruent,s465,0
1.0,double,up,left,0.546,incongruent,s465,0
1.0,spatial,up,right,0.46,incongruent,s465,0
1.0,double,up,right,0.471,congruent,s465,0
1.0,spatial,down,right,0.604,incongruent,s465,0
1.0,spatial,up,right,0.457,incongruent,s465,0
1.0,spatial,up,right,0.577,incongruent,s465,0
1.0,double,up,left,0.656,incongruent,s465,0
1.0,double,down,right,0.415,congruent,s465,0
1.0,spatial,down,left,0.508,congruent,s465,0
1.0,double,up,right,0.462,incongruent,s465,0
1.0,spatial,up,right,0.522,congruent,s465,0
1.0,double,up,right,0.542,congruent,s465,0
1.0,double,up,right,0.473,congruent,s465,0
1.0,double,up,left,0.5,incongruent,s465,0
1.0,spatial,down,left,0.522,incongruent,s465,0
1.0,double,down,right,0.519,congruent,s465,0
1.0,spatial,down,left,0.581,incongruent,s465,0
1.0,double,up,left,0.642,incongruent,s465,0
1.0,spatial,down,left,0.59,incongruent,s465,0
1.0,double,down,right,0.539,congruent,s465,0
1.0,double,up,left,0.559,incongruent,s465,0
1.0,double,down,left,0.741,incongruent,s465,0
1.0,spatial,down,right,0.523,congruent,s465,0
1.0,double,up,right,0.52,congruent,s465,0
1.0,spatial,down,left,0.662,incongruent,s465,0
1.0,spatial,up,left,0.625,incongruent,s465,0
1.0,spatial,up,right,0.536,congruent,s465,0
1.0,spatial,down,right,0.522,congruent,s465,0
1.0,double,down,left,0.532,incongruent,s465,0
1.0,double,down,left,0.562,congruent,s465,0
1.0,double,up,left,0.538,congruent,s465,0
1.0,spatial,up,left,0.466,congruent,s465,0
1.0,double,up,left,0.411,congruent,s465,0
1.0,double,down,right,0.571,incongruent,s465,0
1.0,spatial,down,left,0.545,congruent,s465,0
1.0,spatial,up,left,0.498,congruent,s465,0
1.0,spatial,up,right,0.435,congruent,s465,0
1.0,spatial,down,left,0.547,incongruent,s465,0
1.0,double,down,right,0.48,congruent,s465,0
1.0,double,down,left,0.452,congruent,s465,0
1.0,double,up,left,0.615,congruent,s465,0
1.0,double,up,right,0.531,congruent,s465,0
1.0,double,up,left,0.461,congruent,s465,0
1.0,spatial,down,left,0.596,congruent,s465,0
1.0,spatial,up,right,0.678,incongruent,s465,0
1.0,double,down,right,0.589,incongruent,s465,0
1.0,spatial,down,left,0.437,congruent,s465,0
1.0,spatial,up,left,0.493,congruent,s465,0
1.0,spatial,up,right,0.574,congruent,s465,0
1.0,double,down,left,0.65,incongruent,s465,0
1.0,double,down,right,0.669,incongruent,s465,0
1.0,double,up,left,0.709,incongruent,s465,0
1.0,spatial,down,right,0.622,incongruent,s465,0
1.0,spatial,up,left,0.632,incongruent,s465,0
1.0,double,up,right,0.62,incongruent,s465,0
1.0,double,down,right,0.619,incongruent,s465,0
1.0,double,up,right,0.454,congruent,s471,0
1.0,double,up,right,0.596,incongruent,s471,0
1.0,spatial,down,left,0.579,congruent,s471,0
1.0,double,up,left,0.499,congruent,s471,0
1.0,double,down,left,0.55,congruent,s471,0
1.0,spatial,up,left,0.482,incongruent,s471,0
1.0,spatial,up,right,0.62,congruent,s471,0
1.0,double,up,right,0.622,congruent,s471,0
1.0,spatial,down,right,0.64,congruent,s471,0
1.0,spatial,down,left,0.596,congruent,s471,0
1.0,spatial,down,left,0.466,incongruent,s471,0
1.0,spatial,down,right,0.474,incongruent,s471,0
1.0,spatial,up,right,0.742,incongruent,s471,0
1.0,spatial,up,left,0.793,incongruent,s471,0
1.0,double,up,left,0.555,incongruent,s471,0
1.0,double,up,left,0.59,incongruent,s471,0
1.0,spatial,up,left,0.473,incongruent,s471,0
1.0,spatial,down,left,0.666,incongruent,s471,0
1.0,spatial,up,right,0.5,incongruent,s471,0
1.0,spatial,up,right,0.458,congruent,s471,0
1.0,double,down,left,0.53,congruent,s471,0
1.0,double,down,left,0.684,incongruent,s471,0
1.0,spatial,up,right,0.499,congruent,s471,0
1.0,spatial,down,left,0.491,congruent,s471,0
1.0,spatial,down,left,0.484,congruent,s471,0
1.0,spatial,down,right,0.491,incongruent,s471,0
1.0,double,up,left,0.495,congruent,s471,0
1.0,spatial,down,right,0.315,congruent,s471,0
1.0,double,up,left,0.499,incongruent,s471,0
1.0,spatial,down,left,0.587,incongruent,s471,0
1.0,double,up,left,0.537,incongruent,s471,0
1.0,spatial,up,right,0.617,congruent,s471,0
1.0,spatial,up,left,0.631,congruent,s471,0
1.0,double,up,right,0.673,incongruent,s471,0
1.0,spatial,up,left,0.463,congruent,s471,0
1.0,spatial,down,right,0.561,congruent,s471,0
1.0,double,down,left,0.597,incongruent,s471,0
1.0,double,up,right,0.482,congruent,s471,0
1.0,double,down,right,0.682,incongruent,s471,0
1.0,spatial,down,left,0.532,incongruent,s471,0
1.0,double,down,left,0.528,incongruent,s471,0
1.0,spatial,down,right,0.49,incongruent,s471,0
1.0,double,down,left,0.565,congruent,s471,0
1.0,spatial,down,right,0.478,incongruent,s471,0
1.0,spatial,up,left,0.43,incongruent,s471,0
1.0,spatial,up,right,0.676,incongruent,s471,0
1.0,double,down,right,0.566,incongruent,s471,0
1.0,double,up,left,0.497,congruent,s471,0
1.0,spatial,down,right,0.412,congruent,s471,0
1.0,double,down,right,0.569,incongruent,s471,0
1.0,spatial,down,right,0.391,congruent,s471,0
1.0,double,up,left,0.444,congruent,s471,0
1.0,double,up,right,0.452,congruent,s471,0
1.0,double,down,right,0.552,incongruent,s471,0
1.0,spatial,down,left,0.508,incongruent,s471,0
1.0,double,down,right,0.458,congruent,s471,0
1.0,spatial,up,right,0.486,incongruent,s471,0
1.0,double,up,right,0.436,incongruent,s471,0
1.0,spatial,up,right,0.444,incongruent,s471,0
1.0,double,down,left,0.668,congruent,s471,0
1.0,double,down,left,0.688,incongruent,s471,0
1.0,double,down,left,0.538,incongruent,s471,0
1.0,spatial,down,left,0.374,congruent,s471,0
1.0,double,down,right,0.455,congruent,s471,0
1.0,spatial,down,left,0.629,incongruent,s471,0
1.0,spatial,up,left,0.563,incongruent,s471,0
1.0,spatial,up,left,0.616,congruent,s471,0
1.0,spatial,up,right,0.446,congruent,s471,0
1.0,double,up,right,0.522,incongruent,s471,0
1.0,double,up,left,0.491,congruent,s471,0
1.0,double,down,right,0.498,congruent,s471,0
1.0,spatial,up,left,0.361,congruent,s471,0
1.0,double,up,right,0.279,congruent,s471,0
1.0,double,down,left,0.658,incongruent,s471,0
1.0,spatial,down,right,0.454,congruent,s471,0
1.0,spatial,up,right,0.565,congruent,s471,0
0.0,spatial,up,left,0.391,congruent,s471,0
1.0,spatial,down,right,0.653,incongruent,s471,0
1.0,double,down,right,0.571,congruent,s471,0
1.0,double,down,left,0.533,congruent,s471,0
1.0,double,down,left,0.453,congruent,s471,0
1.0,double,up,left,0.448,congruent,s471,0
1.0,double,down,right,0.565,congruent,s471,0
1.0,spatial,up,left,0.409,congruent,s471,0
0.0,spatial,up,right,0.43,incongruent,s471,0
1.0,double,up,left,1.059,incongruent,s471,0
1.0,spatial,down,left,0.571,congruent,s471,0
1.0,spatial,down,left,0.45,congruent,s471,0
1.0,spatial,down,left,0.452,congruent,s471,0
1.0,double,down,right,0.65,incongruent,s471,0
1.0,double,up,right,0.574,incongruent,s471,0
1.0,double,up,right,0.606,incongruent,s471,0
1.0,spatial,up,left,0.583,incongruent,s471,0
1.0,spatial,down,right,0.686,incongruent,s471,0
1.0,double,up,left,0.609,incongruent,s471,0
1.0,double,down,right,0.528,incongruent,s471,0
1.0,spatial,up,right,0.456,incongruent,s471,0
1.0,double,up,right,0.635,incongruent,s471,0
1.0,double,up,left,0.58,incongruent,s471,0
1.0,double,down,right,0.594,incongruent,s471,0
1.0,double,up,right,0.399,congruent,s471,0
1.0,spatial,down,right,0.486,incongruent,s471,0
1.0,spatial,down,right,0.63,congruent,s471,0
1.0,spatial,up,right,0.399,congruent,s471,0
0.0,spatial,down,left,0.514,incongruent,s471,0
1.0,double,down,right,0.572,congruent,s471,0
1.0,spatial,down,left,0.568,incongruent,s471,0
1.0,spatial,down,left,0.584,congruent,s471,0
1.0,spatial,up,left,0.517,congruent,s471,0
1.0,spatial,down,right,0.47,congruent,s471,0
1.0,double,down,right,0.539,incongruent,s471,0
1.0,double,down,right,0.474,congruent,s471,0
1.0,spatial,up,left,0.564,incongruent,s471,0
1.0,double,up,left,0.56,congruent,s471,0
1.0,spatial,down,right,0.363,incongruent,s471,0
1.0,double,up,right,0.441,congruent,s471,0
1.0,double,up,left,0.631,incongruent,s471,0
1.0,double,down,right,0.46,incongruent,s471,0
1.0,spatial,up,right,0.447,congruent,s471,0
1.0,spatial,up,right,0.507,congruent,s471,0
1.0,double,up,right,0.738,congruent,s471,0
1.0,double,down,left,0.559,congruent,s471,0
1.0,spatial,down,left,0.616,incongruent,s471,0
1.0,spatial,up,left,0.516,congruent,s471,0
1.0,double,down,right,0.63,incongruent,s471,0
1.0,spatial,up,left,0.505,incongruent,s471,0
1.0,double,down,right,0.569,incongruent,s471,0
1.0,spatial,up,right,0.515,congruent,s471,0
1.0,spatial,down,right,0.462,congruent,s483,0
1.0,double,down,right,0.606,incongruent,s483,0
1.0,spatial,up,left,0.592,congruent,s483,0
1.0,spatial,down,right,0.497,congruent,s483,0
1.0,double,up,left,0.569,incongruent,s483,0
1.0,double,up,right,0.618,congruent,s483,0
1.0,double,up,left,0.616,incongruent,s483,0
1.0,spatial,up,left,0.41,incongruent,s483,0
1.0,double,up,left,0.575,incongruent,s483,0
1.0,spatial,down,right,0.617,incongruent,s483,0
1.0,double,up,right,0.546,congruent,s483,0
1.0,spatial,up,right,0.422,incongruent,s483,0
1.0,spatial,down,right,0.483,incongruent,s483,0
1.0,spatial,down,right,0.431,incongruent,s483,0
1.0,double,down,right,0.483,incongruent,s483,0
1.0,double,down,right,0.455,congruent,s483,0
1.0,spatial,up,left,0.567,congruent,s483,0
1.0,double,up,left,0.601,incongruent,s483,0
1.0,spatial,up,left,0.575,congruent,s483,0
1.0,double,up,left,0.373,congruent,s483,0
1.0,double,down,right,0.585,congruent,s483,0
1.0,double,up,right,0.544,incongruent,s483,0
1.0,spatial,down,right,0.56,incongruent,s483,0
1.0,double,up,right,0.502,congruent,s483,0
1.0,spatial,up,right,0.482,incongruent,s483,0
1.0,double,down,right,0.574,incongruent,s483,0
1.0,spatial,up,left,0.519,incongruent,s483,0
1.0,double,down,left,0.624,congruent,s483,0
1.0,double,up,right,0.458,incongruent,s483,0
1.0,double,down,left,0.59,incongruent,s483,0
1.0,spatial,down,left,0.465,congruent,s483,0
1.0,double,up,left,0.644,congruent,s483,0
1.0,spatial,up,left,0.379,incongruent,s483,0
1.0,spatial,up,left,0.395,incongruent,s483,0
1.0,spatial,up,right,0.442,congruent,s483,0
1.0,spatial,down,right,0.547,congruent,s483,0
1.0,double,down,right,0.748,incongruent,s483,0
1.0,double,down,right,0.435,congruent,s483,0
1.0,double,down,left,0.524,congruent,s483,0
1.0,spatial,up,right,0.528,congruent,s483,0
1.0,double,down,left,0.509,congruent,s483,0
1.0,double,up,left,0.563,incongruent,s483,0
1.0,spatial,up,right,0.45,congruent,s483,0
1.0,spatial,down,left,0.457,congruent,s483,0
1.0,spatial,down,left,0.591,congruent,s483,0
1.0,spatial,down,left,0.381,incongruent,s483,0
1.0,double,down,left,0.382,congruent,s483,0
1.0,double,up,left,0.551,congruent,s483,0
1.0,double,down,right,0.463,congruent,s483,0
1.0,double,down,left,0.447,congruent,s483,0
1.0,double,down,right,0.575,congruent,s483,0
1.0,spatial,up,right,0.73,congruent,s483,0
1.0,spatial,up,left,0.547,incongruent,s483,0
1.0,double,down,left,0.516,incongruent,s483,0
1.0,spatial,up,right,0.656,congruent,s483,0
1.0,spatial,up,left,0.559,congruent,s483,0
1.0,spatial,down,right,0.445,congruent,s483,0
1.0,double,down,left,0.419,incongruent,s483,0
1.0,double,up,right,0.662,incongruent,s483,0
1.0,double,up,left,0.61,incongruent,s483,0
1.0,spatial,down,left,0.502,incongruent,s483,0
1.0,spatial,down,left,0.387,incongruent,s483,0
1.0,double,down,left,0.442,incongruent,s483,0
1.0,double,down,right,0.436,incongruent,s483,0
1.0,spatial,down,left,0.621,incongruent,s483,0
1.0,double,up,right,0.639,incongruent,s483,0
1.0,double,down,right,0.573,incongruent,s483,0
1.0,double,down,left,0.41,incongruent,s483,0
1.0,double,up,left,0.643,congruent,s483,0
1.0,spatial,down,right,0.494,incongruent,s483,0
1.0,spatial,up,left,0.558,congruent,s483,0
1.0,spatial,down,right,0.465,congruent,s483,0
1.0,spatial,down,right,0.995,incongruent,s483,0
1.0,double,up,left,0.466,congruent,s483,0
1.0,spatial,up,right,0.616,incongruent,s483,0
1.0,spatial,up,right,0.442,congruent,s483,0
1.0,spatial,up,left,0.382,congruent,s483,0
1.0,spatial,down,right,0.378,congruent,s483,0
1.0,double,up,right,0.469,incongruent,s483,0
1.0,double,down,left,0.559,congruent,s483,0
1.0,spatial,up,right,0.512,incongruent,s483,0
1.0,double,down,right,0.983,congruent,s483,0
1.0,spatial,down,left,0.495,incongruent,s483,0
1.0,double,up,right,0.649,congruent,s483,0
1.0,double,up,right,0.437,incongruent,s483,0
0.0,double,down,left,0.461,incongruent,s483,0
1.0,spatial,down,left,0.494,congruent,s483,0
1.0,spatial,down,left,0.407,congruent,s483,0
1.0,double,up,left,0.523,congruent,s483,0
1.0,double,up,right,0.446,congruent,s483,0
1.0,spatial,up,right,0.477,incongruent,s483,0
1.0,spatial,down,left,0.415,congruent,s483,0
1.0,double,down,left,0.423,incongruent,s483,0
1.0,spatial,down,left,0.519,incongruent,s483,0
1.0,double,down,left,0.441,incongruent,s483,0
1.0,spatial,down,left,0.384,congruent,s483,0
1.0,double,up,right,0.552,congruent,s483,0
0.0,double,down,right,0.418,incongruent,s483,0
1.0,spatial,up,right,0.566,congruent,s483,0
1.0,double,up,left,0.713,congruent,s483,0
1.0,double,up,right,0.472,congruent,s483,0
1.0,spatial,up,right,0.527,incongruent,s483,0
1.0,spatial,down,left,0.457,congruent,s483,0
1.0,double,down,right,0.602,congruent,s483,0
1.0,spatial,up,right,0.601,congruent,s483,0
1.0,spatial,up,right,0.401,congruent,s483,0
1.0,spatial,up,left,0.479,incongruent,s483,0
1.0,spatial,down,left,0.646,incongruent,s483,0
1.0,spatial,down,right,0.536,incongruent,s483,0
1.0,spatial,down,left,0.48,incongruent,s483,0
1.0,double,down,right,0.437,incongruent,s483,0
1.0,double,down,left,0.526,incongruent,s483,0
1.0,spatial,up,left,0.528,incongruent,s483,0
1.0,spatial,down,right,0.603,incongruent,s483,0
1.0,spatial,up,right,0.518,incongruent,s483,0
1.0,spatial,down,right,0.479,congruent,s483,0
1.0,double,up,left,0.624,congruent,s483,0
1.0,double,up,right,0.543,incongruent,s483,0
1.0,spatial,down,left,0.526,congruent,s483,0
1.0,spatial,up,left,0.585,congruent,s483,0
1.0,spatial,up,left,0.515,congruent,s483,0
1.0,spatial,up,left,0.37,incongruent,s483,0
1.0,double,up,left,0.46,congruent,s483,0
1.0,spatial,down,left,0.598,congruent,s483,0
1.0,double,down,right,0.598,incongruent,s483,0
1.0,spatial,down,left,0.514,incongruent,s483,0
1.0,double,down,right,0.505,incongruent,s483,0
1.0,spatial,down,right,0.466,congruent,s483,0
1.0,spatial,up,right,0.539,congruent,s491,0
1.0,double,up,right,0.718,incongruent,s491,0
1.0,spatial,down,right,0.718,congruent,s491,0
1.0,spatial,down,right,0.601,congruent,s491,0
1.0,double,down,right,0.599,incongruent,s491,0
1.0,double,down,left,0.495,congruent,s491,0
1.0,double,up,right,0.567,incongruent,s491,0
1.0,spatial,up,right,0.733,incongruent,s491,0
1.0,double,down,left,0.68,incongruent,s491,0
1.0,spatial,down,left,0.645,incongruent,s491,0
1.0,double,down,right,0.715,congruent,s491,0
1.0,spatial,up,right,0.62,incongruent,s491,0
1.0,spatial,down,right,0.672,incongruent,s491,0
1.0,spatial,down,right,0.663,incongruent,s491,0
1.0,double,down,left,0.669,incongruent,s491,0
1.0,double,down,left,0.669,congruent,s491,0
1.0,spatial,up,left,0.652,congruent,s491,0
1.0,double,up,left,0.765,incongruent,s491,0
1.0,spatial,down,right,0.647,congruent,s491,0
1.0,double,down,right,0.598,congruent,s491,0
1.0,double,down,right,0.66,congruent,s491,0
1.0,double,down,right,0.649,incongruent,s491,0
1.0,spatial,up,right,0.598,incongruent,s491,0
1.0,double,down,right,0.592,congruent,s491,0
1.0,spatial,down,left,0.639,incongruent,s491,0
1.0,double,up,left,0.636,incongruent,s491,0
1.0,spatial,down,left,0.576,incongruent,s491,0
1.0,double,up,left,0.617,congruent,s491,0
1.0,double,up,right,0.811,incongruent,s491,0
1.0,double,down,right,0.655,incongruent,s491,0
1.0,spatial,up,right,0.601,congruent,s491,0
1.0,double,up,left,0.708,congruent,s491,0
1.0,spatial,up,left,0.619,incongruent,s491,0
1.0,spatial,up,right,0.806,incongruent,s491,0
1.0,spatial,up,left,0.559,congruent,s491,0
1.0,spatial,down,right,0.592,congruent,s491,0
1.0,double,down,right,0.636,incongruent,s491,0
1.0,double,down,left,0.673,congruent,s491,0
1.0,double,up,right,0.586,congruent,s491,0
1.0,spatial,up,right,0.573,congruent,s491,0
1.0,double,up,right,0.558,congruent,s491,0
1.0,double,up,right,0.669,incongruent,s491,0
1.0,spatial,up,right,0.592,congruent,s491,0
1.0,spatial,down,left,0.762,congruent,s491,0
1.0,spatial,down,right,0.596,congruent,s491,0
1.0,spatial,down,right,0.633,incongruent,s491,0
1.0,double,down,right,0.558,congruent,s491,0
1.0,double,up,left,0.568,congruent,s491,0
1.0,double,up,right,0.54,congruent,s491,0
1.0,double,up,left,0.554,congruent,s491,0
1.0,double,up,left,0.494,congruent,s491,0
1.0,spatial,up,right,0.534,congruent,s491,0
1.0,spatial,up,left,0.521,incongruent,s491,0
1.0,double,up,left,0.639,incongruent,s491,0
1.0,spatial,up,left,0.481,congruent,s491,0
1.0,spatial,down,left,0.662,congruent,s491,0
1.0,spatial,down,left,0.517,congruent,s491,0
1.0,double,up,right,0.598,incongruent,s491,0
1.0,double,up,left,0.715,incongruent,s491,0
1.0,double,up,left,0.532,incongruent,s491,0
1.0,spatial,up,left,0.56,incongruent,s491,0
1.0,spatial,down,left,0.571,incongruent,s491,0
1.0,double,up,left,0.552,incongruent,s491,0
1.0,double,up,right,0.62,incongruent,s491,0
1.0,spatial,up,right,0.472,incongruent,s491,0
1.0,double,down,left,0.651,incongruent,s491,0
1.0,double,down,left,0.596,incongruent,s491,0
1.0,double,down,right,0.753,incongruent,s491,0
1.0,double,up,right,0.602,congruent,s491,0
1.0,spatial,up,left,0.594,incongruent,s491,0
1.0,spatial,down,left,0.559,congruent,s491,0
1.0,spatial,down,left,0.551,congruent,s491,0
1.0,spatial,up,right,0.397,incongruent,s491,0
1.0,double,down,right,0.637,congruent,s491,0
1.0,spatial,down,left,0.554,incongruent,s491,0
1.0,spatial,up,left,0.547,congruent,s491,0
1.0,spatial,down,right,0.486,congruent,s491,0
1.0,spatial,up,left,0.454,congruent,s491,0
1.0,double,down,left,0.694,incongruent,s491,0
1.0,double,up,left,0.625,congruent,s491,0
1.0,spatial,down,left,0.534,incongruent,s491,0
1.0,double,down,left,0.542,congruent,s491,0
1.0,spatial,down,right,0.554,incongruent,s491,0
1.0,double,up,right,0.706,congruent,s491,0
1.0,double,down,left,0.603,incongruent,s491,0
1.0,double,down,right,0.654,incongruent,s491,0
1.0,spatial,up,left,0.469,congruent,s491,0
1.0,spatial,up,right,0.533,congruent,s491,0
1.0,double,up,right,0.6,congruent,s491,0
1.0,double,down,left,0.587,congruent,s491,0
1.0,spatial,up,left,0.53,incongruent,s491,0
1.0,spatial,down,left,0.499,congruent,s491,0
1.0,double,up,left,0.52,incongruent,s491,0
1.0,spatial,down,right,0.503,incongruent,s491,0
1.0,double,down,right,0.704,incongruent,s491,0
1.0,spatial,down,right,0.459,congruent,s491,0
1.0,double,down,left,0.772,congruent,s491,0
1.0,double,down,left,0.55,incongruent,s491,0
1.0,spatial,down,left,0.448,congruent,s491,0
1.0,double,down,right,0.565,congruent,s491,0
1.0,double,down,left,0.463,congruent,s491,0
1.0,spatial,down,right,0.513,incongruent,s491,0
1.0,spatial,up,left,0.497,congruent,s491,0
1.0,double,down,left,0.615,congruent,s491,0
1.0,spatial,up,right,0.403,congruent,s491,0
1.0,spatial,down,right,0.447,congruent,s491,0
1.0,spatial,up,left,0.469,incongruent,s491,0
1.0,spatial,down,right,0.492,incongruent,s491,0
1.0,spatial,up,left,0.491,incongruent,s491,0
1.0,spatial,up,left,0.447,incongruent,s491,0
1.0,double,down,right,0.467,incongruent,s491,0
1.0,double,up,left,0.454,incongruent,s491,0
