correct,cue,flanker_location,flanker_middle_direction,response_time,flanker_type,worker_id,rt_nan
1.0,spatial,down,left,0.457,incongruent,s634,0
1.0,double,down,left,0.531,congruent,s634,0
1.0,spatial,down,right,0.388,congruent,s634,0
1.0,double,down,left,0.436,incongruent,s634,0
1.0,spatial,up,right,0.367,incongruent,s634,0
1.0,double,down,left,0.421,incongruent,s634,0
1.0,spatial,down,left,0.408,congruent,s634,0
1.0,spatial,up,left,0.486,congruent,s634,0
1.0,double,down,right,0.454,incongruent,s634,0
1.0,spatial,down,left,0.408,congruent,s634,0
1.0,spatial,down,right,0.338,congruent,s634,0
1.0,double,up,right,0.585,incongruent,s634,0
1.0,double,down,left,0.373,congruent,s634,0
1.0,double,down,left,0.369,incongruent,s634,0
1.0,spatial,up,left,0.511,incongruent,s634,0
1.0,double,down,left,0.452,incongruent,s634,0
1.0,spatial,down,right,0.42,incongruent,s634,0
1.0,double,up,right,0.389,congruent,s634,0
1.0,spatial,up,right,0.374,incongruent,s634,0
1.0,spatial,down,right,0.353,incongruent,s634,0
1.0,spatial,down,left,0.384,incongruent,s634,0
1.0,double,up,right,0.405,incongruent,s634,0
1.0,double,down,right,0.497,congruent,s634,0
1.0,spatial,up,right,0.337,congruent,s634,0
1.0,double,up,right,0.725,incongruent,s634,0
1.0,spatial,down,left,0.398,congruent,s634,0
1.0,double,down,right,0.504,congruent,s634,0
1.0,double,down,left,0.568,congruent,s634,0
1.0,double,down,right,0.445,incongruent,s634,0
1.0,spatial,down,right,0.344,incongruent,s634,0
1.0,double,down,right,0.397,congruent,s634,0
1.0,spatial,up,right,0.345,incongruent,s634,0
1.0,double,down,left,0.506,incongruent,s634,0
1.0,spatial,up,left,0.409,incongruent,s634,0
1.0,double,up,right,0.48,congruent,s634,0
1.0,double,up,left,0.473,incongruent,s634,0
1.0,double,up,left,0.424,incongruent,s634,0
1.0,spatial,up,left,0.424,congruent,s634,0
1.0,double,down,right,0.379,congruent,s634,0
1.0,spatial,down,left,0.453,incongruent,s634,0
1.0,spatial,down,right,0.337,incongruent,s634,0
1.0,spatial,up,right,0.401,congruent,s634,0
1.0,spatial,down,left,0.41,congruent,s634,0
1.0,double,up,right,0.376,incongruent,s634,0
1.0,double,up,left,0.487,congruent,s634,0
1.0,double,up,right,0.493,congruent,s634,0
1.0,spatial,down,right,0.338,congruent,s634,0
1.0,double,up,right,0.471,congruent,s634,0
0.0,double,down,left,0.35,incongruent,s634,0
1.0,spatial,up,left,0.558,congruent,s634,0
1.0,spatial,up,right,0.39,congruent,s634,0
1.0,spatial,down,left,0.34,congruent,s634,0
1.0,spatial,up,right,0.311,incongruent,s634,0
1.0,double,down,left,0.368,congruent,s634,0
1.0,double,down,left,0.381,congruent,s634,0
1.0,double,down,right,0.532,congruent,s634,0
1.0,double,up,right,0.392,congruent,s634,0
0.0,double,down,right,0.395,congruent,s634,0
1.0,spatial,down,left,0.498,congruent,s634,0
1.0,spatial,down,right,0.398,incongruent,s634,0
0.0,double,up,left,0.468,incongruent,s634,0
1.0,spatial,down,right,0.428,congruent,s634,0
1.0,spatial,down,right,0.44,congruent,s634,0
1.0,spatial,down,right,0.472,congruent,s634,0
1.0,double,up,right,0.516,incongruent,s634,0
1.0,double,up,left,0.594,incongruent,s634,0
1.0,double,up,right,0.524,incongruent,s634,0
1.0,spatial,up,left,0.508,incongruent,s634,0
1.0,spatial,up,left,0.405,incongruent,s634,0
1.0,double,up,left,0.615,incongruent,s634,0
1.0,double,up,left,0.397,incongruent,s634,0
1.0,spatial,down,right,0.711,incongruent,s635,0
0.0,spatial,up,left,2.1,incongruent,s635,1
0.0,spatial,up,right,2.1,congruent,s635,1
1.0,spatial,up,right,0.793,congruent,s635,0
1.0,double,down,right,0.559,incongruent,s635,0
1.0,double,down,left,0.959,congruent,s635,0
0.0,double,down,right,2.1,congruent,s635,1
0.0,spatial,down,left,2.1,congruent,s635,1
0.0,double,up,left,2.1,congruent,s635,1
0.0,double,up,right,2.1,incongruent,s635,1
0.0,spatial,down,right,0.483,congruent,s635,0
1.0,spatial,up,left,0.565,congruent,s635,0
1.0,spatial,down,left,0.487,congruent,s635,0
1.0,spatial,up,right,0.9,incongruent,s635,0
0.0,double,up,right,2.1,congruent,s635,1
0.0,double,down,right,2.1,congruent,s635,1
0.0,double,up,right,2.1,congruent,s635,1
0.0,double,up,left,2.1,congruent,s635,1
0.0,double,down,left,2.1,congruent,s635,1
1.0,spatial,up,right,0.541,congruent,s635,0
1.0,spatial,up,left,0.677,incongruent,s635,0
0.0,double,up,right,2.1,incongruent,s635,1
0.0,spatial,up,right,2.1,congruent,s635,1
0.0,spatial,down,left,2.1,congruent,s635,1
0.0,spatial,up,left,2.1,congruent,s635,1
0.0,double,up,left,2.1,incongruent,s635,1
1.0,double,up,right,0.823,incongruent,s635,0
1.0,double,down,right,0.679,incongruent,s635,0
0.0,spatial,up,left,2.1,incongruent,s635,1
0.0,spatial,down,right,2.1,incongruent,s635,1
0.0,double,down,left,2.1,incongruent,s635,1
0.0,double,down,left,1.444,incongruent,s635,0
1.0,spatial,up,right,0.813,incongruent,s635,0
1.0,double,down,right,0.679,incongruent,s635,0
1.0,double,down,left,1.669,incongruent,s635,0
1.0,double,up,left,0.751,incongruent,s635,0
1.0,double,up,right,0.688,congruent,s635,0
0.0,spatial,up,right,2.1,incongruent,s635,1
1.0,spatial,down,right,1.273,congruent,s635,0
1.0,spatial,down,left,0.791,congruent,s635,0
0.0,spatial,down,left,2.1,incongruent,s635,1
0.0,double,down,right,2.1,congruent,s635,1
0.0,spatial,down,right,2.1,incongruent,s635,1
1.0,spatial,up,right,1.888,congruent,s635,0
1.0,spatial,down,right,1.078,congruent,s635,0
0.0,spatial,up,left,2.1,congruent,s635,1
0.0,double,up,right,2.1,incongruent,s635,1
1.0,double,down,left,0.932,congruent,s635,0
0.0,spatial,up,left,2.1,incongruent,s635,1
0.0,double,down,right,2.1,congruent,s635,1
0.0,spatial,up,right,2.1,incongruent,s635,1
0.0,double,down,right,2.1,congruent,s635,1
0.0,double,down,right,2.1,incongruent,s635,1
0.0,double,up,right,2.1,incongruent,s635,1
0.0,spatial,up,left,2.1,congruent,s635,1
1.0,spatial,up,left,0.643,congruent,s635,0
0.0,double,up,right,2.1,congruent,s635,1
0.0,double,up,right,2.1,congruent,s635,1
1.0,spatial,down,left,1.866,incongruent,s635,0
1.0,spatial,down,right,0.66,congruent,s635,0
1.0,double,up,left,1.831,incongruent,s635,0
0.0,spatial,down,left,2.1,incongruent,s635,1
1.0,double,up,right,0.695,incongruent,s635,0
1.0,spatial,down,right,0.768,congruent,s635,0
0.0,double,down,left,2.1,congruent,s635,1
0.0,double,down,right,2.1,incongruent,s635,1
0.0,spatial,down,right,2.1,congruent,s635,1
0.0,double,down,left,2.1,congruent,s635,1
1.0,double,up,left,0.735,congruent,s635,0
1.0,spatial,up,left,0.869,incongruent,s635,0
0.0,spatial,up,left,2.1,congruent,s635,1
1.0,double,down,left,1.997,congruent,s635,0
1.0,spatial,down,right,0.752,congruent,s635,0
0.0,spatial,up,right,2.1,congruent,s635,1
0.0,spatial,down,left,2.1,incongruent,s635,1
0.0,spatial,up,left,2.1,incongruent,s635,1
1.0,spatial,down,right,0.819,incongruent,s635,0
0.0,spatial,down,left,2.1,incongruent,s635,1
0.0,double,down,left,2.1,incongruent,s635,1
0.0,double,up,left,2.1,incongruent,s635,1
0.0,spatial,down,left,2.1,incongruent,s635,1
0.0,spatial,down,right,2.1,incongruent,s635,1
0.0,spatial,up,right,2.1,incongruent,s635,1
0.0,spatial,up,right,2.1,congruent,s635,1
0.0,double,up,left,2.1,congruent,s635,1
0.0,double,up,left,2.1,incongruent,s635,1
0.0,spatial,down,left,2.1,congruent,s635,1
0.0,spatial,up,right,2.1,congruent,s635,1
0.0,spatial,down,left,2.1,congruent,s635,1
0.0,spatial,up,left,2.1,incongruent,s635,1
0.0,double,up,left,2.1,congruent,s635,1
0.0,spatial,up,left,2.1,congruent,s635,1
0.0,double,down,right,2.1,incongruent,s635,1
0.0,spatial,down,right,2.1,incongruent,s635,1
0.0,double,down,left,2.1,incongruent,s635,1
0.0,spatial,down,right,2.1,congruent,s635,1
0.0,spatial,down,left,2.1,congruent,s635,1
0.0,double,up,left,2.1,incongruent,s635,1
0.0,spatial,up,left,2.1,congruent,s635,1
0.0,spatial,down,left,2.1,congruent,s635,1
0.0,double,down,left,2.1,incongruent,s635,1
0.0,double,up,left,2.1,congruent,s635,1
0.0,double,down,left,2.1,incongruent,s635,1
0.0,spatial,up,right,2.1,incongruent,s635,1
0.0,double,up,right,2.1,incongruent,s635,1
0.0,spatial,down,left,2.1,incongruent,s635,1
0.0,double,up,left,2.1,congruent,s635,1
0.0,spatial,up,left,2.1,incongruent,s635,1
0.0,spatial,down,right,2.1,incongruent,s635,1
0.0,spatial,up,right,2.1,incongruent,s635,1
0.0,double,down,right,2.1,incongruent,s635,1
0.0,double,up,right,2.1,congruent,s635,1
0.0,spatial,down,right,2.1,congruent,s635,1
0.0,double,down,right,2.1,incongruent,s635,1
0.0,spatial,up,right,2.1,congruent,s635,1
0.0,double,up,right,2.1,congruent,s635,1
0.0,double,down,right,2.1,congruent,s635,1
0.0,double,down,left,2.1,incongruent,s635,1
0.0,spatial,down,right,2.1,incongruent,s635,1
0.0,double,up,left,2.1,congruent,s635,1
0.0,spatial,up,right,2.1,incongruent,s635,1
0.0,double,up,left,2.1,incongruent,s635,1
0.0,spatial,down,left,2.1,incongruent,s635,1
0.0,double,up,right,1.122,congruent,s635,0
1.0,double,up,left,0.996,incongruent,s635,0
1.0,double,up,right,1.315,incongruent,s635,0
0.0,spatial,up,left,0.928,congruent,s635,0
1.0,double,down,right,0.83,congruent,s635,0
1.0,spatial,up,left,0.535,congruent,s636,0
1.0,double,down,right,0.505,incongruent,s636,0
1.0,spatial,down,left,0.599,congruent,s636,0
1.0,spatial,down,left,0.553,congruent,s636,0
1.0,double,up,left,0.533,incongruent,s636,0
1.0,double,down,left,0.616,congruent,s636,0
1.0,double,up,right,0.456,incongruent,s636,0
1.0,spatial,up,left,0.5,incongruent,s636,0
1.0,double,up,left,0.461,incongruent,s636,0
1.0,spatial,up,right,0.443,incongruent,s636,0
1.0,double,down,right,0.652,congruent,s636,0
1.0,spatial,down,left,0.649,incongruent,s636,0
1.0,spatial,up,left,0.498,incongruent,s636,0
1.0,spatial,down,left,0.638,incongruent,s636,0
1.0,double,down,left,0.632,incongruent,s636,0
1.0,double,down,left,0.563,congruent,s636,0
1.0,spatial,down,right,0.585,congruent,s636,0
1.0,double,up,right,0.618,incongruent,s636,0
1.0,spatial,up,right,0.439,congruent,s636,0
1.0,double,up,right,0.416,congruent,s636,0
1.0,double,up,right,0.519,congruent,s636,0
1.0,double,up,right,0.468,incongruent,s636,0
1.0,spatial,down,left,0.648,incongruent,s636,0
1.0,double,up,left,0.429,congruent,s636,0
1.0,spatial,up,left,0.727,incongruent,s636,0
0.0,double,down,right,0.929,incongruent,s636,0
1.0,spatial,up,right,0.47,incongruent,s636,0
1.0,double,up,left,0.477,congruent,s636,0
1.0,double,up,left,0.532,incongruent,s636,0
1.0,double,up,right,0.65,incongruent,s636,0
1.0,spatial,up,left,0.479,congruent,s636,0
1.0,double,down,left,0.581,congruent,s636,0
1.0,spatial,up,right,0.57,incongruent,s636,0
1.0,spatial,up,left,0.484,incongruent,s636,0
1.0,spatial,down,left,0.5,congruent,s636,0
1.0,spatial,down,right,0.737,congruent,s636,0
1.0,double,down,left,0.47,incongruent,s636,0
1.0,double,up,left,0.442,congruent,s636,0
1.0,double,up,left,0.431,congruent,s636,0
1.0,spatial,up,left,0.38,congruent,s636,0
1.0,double,up,left,0.426,congruent,s636,0
1.0,double,down,left,0.66,incongruent,s636,0
1.0,spatial,up,left,0.607,congruent,s636,0
1.0,spatial,up,right,0.513,congruent,s636,0
1.0,spatial,up,left,0.346,congruent,s636,0
1.0,spatial,down,right,0.728,incongruent,s636,0
1.0,double,down,right,0.637,congruent,s636,0
1.0,double,down,right,0.636,congruent,s636,0
1.0,double,down,left,0.517,congruent,s636,0
1.0,double,down,left,0.707,congruent,s636,0
1.0,double,down,right,0.623,congruent,s636,0
1.0,spatial,down,right,0.491,congruent,s636,0
1.0,spatial,down,left,0.551,incongruent,s636,0
1.0,double,down,right,0.656,incongruent,s636,0
1.0,spatial,down,right,0.414,congruent,s636,0
1.0,spatial,up,right,0.76,congruent,s636,0
1.0,spatial,down,right,0.549,congruent,s636,0
1.0,double,down,left,0.593,incongruent,s636,0
1.0,double,up,left,0.469,incongruent,s636,0
1.0,double,up,right,0.524,incongruent,s636,0
1.0,spatial,up,right,0.535,incongruent,s636,0
1.0,spatial,down,right,0.647,incongruent,s636,0
1.0,double,down,left,0.766,incongruent,s636,0
1.0,double,down,left,0.616,incongruent,s636,0
1.0,spatial,down,right,0.773,incongruent,s636,0
1.0,double,down,left,0.682,incongruent,s636,0
1.0,double,up,left,0.662,incongruent,s636,0
1.0,double,down,right,0.602,incongruent,s636,0
1.0,double,down,left,0.552,congruent,s636,0
1.0,spatial,down,left,0.591,incongruent,s636,0
1.0,spatial,up,right,0.48,congruent,s636,0
1.0,spatial,down,left,0.391,congruent,s636,0
1.0,spatial,up,left,0.421,incongruent,s636,0
1.0,double,up,right,0.586,congruent,s636,0
1.0,spatial,up,left,0.374,incongruent,s636,0
1.0,spatial,up,left,0.515,congruent,s636,0
1.0,spatial,down,right,0.485,congruent,s636,0
1.0,spatial,down,left,0.439,congruent,s636,0
1.0,double,up,left,0.49,incongruent,s636,0
1.0,double,up,left,0.458,congruent,s636,0
1.0,spatial,down,right,0.629,incongruent,s636,0
1.0,double,up,right,0.471,congruent,s636,0
1.0,spatial,down,right,0.564,incongruent,s636,0
1.0,double,down,left,0.624,congruent,s636,0
1.0,double,down,right,0.665,incongruent,s636,0
1.0,double,up,right,0.766,incongruent,s636,0
1.0,spatial,up,left,0.601,congruent,s636,0
1.0,spatial,down,left,0.581,congruent,s636,0
1.0,double,up,left,0.66,congruent,s636,0
1.0,double,up,right,0.693,congruent,s636,0
1.0,spatial,down,left,0.376,incongruent,s636,0
1.0,spatial,up,right,0.421,congruent,s636,0
1.0,double,up,right,0.543,incongruent,s636,0
1.0,spatial,up,right,0.453,incongruent,s636,0
1.0,double,down,right,0.526,incongruent,s636,0
1.0,spatial,down,left,0.751,congruent,s636,0
1.0,double,up,right,0.696,congruent,s636,0
1.0,double,up,left,0.387,incongruent,s636,0
1.0,spatial,up,right,0.948,congruent,s636,0
1.0,double,down,left,0.548,congruent,s636,0
1.0,double,down,right,0.728,congruent,s636,0
1.0,spatial,down,left,0.521,incongruent,s636,0
1.0,spatial,up,right,0.358,congruent,s636,0
1.0,double,down,right,0.511,congruent,s636,0
1.0,spatial,down,left,0.71,congruent,s636,0
1.0,spatial,down,right,0.519,congruent,s636,0
1.0,spatial,down,right,0.491,incongruent,s636,0
1.0,spatial,up,left,0.394,incongruent,s636,0
1.0,spatial,down,right,0.541,incongruent,s636,0
1.0,spatial,up,right,0.74,incongruent,s636,0
1.0,double,down,left,0.523,incongruent,s636,0
1.0,double,down,right,0.644,incongruent,s636,0
1.0,spatial,up,right,0.481,incongruent,s636,0
1.0,spatial,up,right,0.439,incongruent,s636,0
1.0,spatial,down,right,0.492,incongruent,s636,0
1.0,spatial,up,left,0.35,congruent,s636,0
1.0,double,up,right,0.405,congruent,s636,0
1.0,double,up,right,0.337,incongruent,s636,0
1.0,spatial,up,right,0.39,congruent,s636,0
1.0,spatial,down,right,0.537,congruent,s636,0
1.0,spatial,up,right,0.398,congruent,s636,0
1.0,spatial,up,left,0.878,incongruent,s636,0
1.0,double,up,right,0.518,congruent,s636,0
1.0,spatial,down,right,0.506,congruent,s636,0
1.0,double,up,left,0.586,incongruent,s636,0
1.0,spatial,down,left,0.448,incongruent,s636,0
1.0,double,down,right,0.772,incongruent,s636,0
1.0,spatial,down,left,0.591,congruent,s636,0
1.0,double,up,left,0.664,congruent,s638,0
1.0,double,up,left,0.419,incongruent,s638,0
1.0,spatial,down,left,0.596,congruent,s638,0
1.0,double,down,right,0.558,congruent,s638,0
1.0,double,down,right,0.483,congruent,s638,0
1.0,spatial,down,left,0.488,incongruent,s638,0
1.0,spatial,up,right,0.381,congruent,s638,0
1.0,double,up,right,0.523,congruent,s638,0
1.0,spatial,down,left,0.453,congruent,s638,0
1.0,spatial,up,right,0.504,congruent,s638,0
1.0,spatial,down,left,0.49,incongruent,s638,0
1.0,spatial,up,right,0.46,incongruent,s638,0
1.0,spatial,up,right,0.515,incongruent,s638,0
1.0,spatial,down,right,0.493,incongruent,s638,0
1.0,double,down,left,0.485,incongruent,s638,0
1.0,double,down,left,0.497,incongruent,s638,0
1.0,spatial,down,right,0.466,incongruent,s638,0
1.0,spatial,up,right,0.414,incongruent,s638,0
0.0,spatial,up,left,0.392,incongruent,s638,0
1.0,spatial,up,right,0.59,congruent,s638,0
1.0,double,up,right,0.439,congruent,s638,0
1.0,double,up,right,0.444,incongruent,s638,0
1.0,spatial,up,left,0.42,congruent,s638,0
1.0,spatial,up,left,0.416,congruent,s638,0
1.0,spatial,down,right,0.617,congruent,s638,0
1.0,spatial,up,left,0.413,incongruent,s638,0
1.0,double,up,left,0.419,congruent,s638,0
1.0,spatial,down,right,0.604,congruent,s638,0
1.0,double,up,right,0.761,incongruent,s638,0
1.0,spatial,up,left,0.402,incongruent,s638,0
1.0,double,up,right,0.394,incongruent,s638,0
1.0,spatial,up,left,0.407,congruent,s638,0
1.0,spatial,down,right,0.582,congruent,s638,0
1.0,double,up,left,0.536,incongruent,s638,0
1.0,spatial,down,right,0.837,congruent,s638,0
1.0,spatial,up,right,0.53,congruent,s638,0
1.0,double,down,left,0.583,incongruent,s638,0
1.0,double,up,left,0.38,congruent,s638,0
1.0,double,up,left,0.412,incongruent,s638,0
1.0,spatial,down,right,0.597,incongruent,s638,0
1.0,double,up,right,0.449,incongruent,s638,0
1.0,spatial,down,right,0.491,incongruent,s638,0
1.0,double,down,left,0.46,congruent,s638,0
1.0,spatial,down,left,0.553,incongruent,s638,0
1.0,spatial,up,right,0.53,incongruent,s638,0
1.0,spatial,down,right,0.651,incongruent,s638,0
1.0,double,down,left,0.51,incongruent,s638,0
1.0,double,down,left,0.414,congruent,s638,0
1.0,spatial,up,right,0.433,congruent,s638,0
1.0,double,up,right,0.46,incongruent,s638,0
1.0,spatial,down,right,0.547,congruent,s638,0
1.0,double,down,left,0.487,congruent,s638,0
1.0,double,up,right,0.579,congruent,s638,0
1.0,double,up,right,0.512,incongruent,s638,0
1.0,spatial,down,right,0.56,incongruent,s638,0
1.0,double,down,right,0.438,congruent,s638,0
1.0,spatial,down,left,0.58,incongruent,s638,0
1.0,double,up,left,0.567,incongruent,s638,0
1.0,spatial,down,left,0.563,incongruent,s638,0
1.0,double,down,left,0.461,congruent,s638,0
1.0,double,down,right,0.488,incongruent,s638,0
1.0,double,up,left,0.617,incongruent,s638,0
1.0,spatial,up,left,0.404,congruent,s638,0
1.0,double,up,left,0.443,congruent,s638,0
1.0,spatial,up,left,0.407,incongruent,s638,0
1.0,spatial,up,left,0.414,incongruent,s638,0
1.0,spatial,up,right,0.329,congruent,s638,0
1.0,spatial,up,left,0.385,congruent,s638,0
1.0,double,down,left,0.505,incongruent,s638,0
1.0,double,down,right,0.48,congruent,s638,0
1.0,double,up,right,0.568,congruent,s638,0
1.0,spatial,down,left,0.413,congruent,s638,0
1.0,double,down,left,0.427,congruent,s638,0
1.0,double,down,right,0.542,incongruent,s638,0
1.0,spatial,down,left,0.47,congruent,s638,0
1.0,spatial,down,left,0.393,congruent,s638,0
1.0,spatial,down,right,0.383,congruent,s638,0
1.0,spatial,up,left,0.603,incongruent,s638,0
1.0,double,down,right,0.541,congruent,s638,0
1.0,double,up,right,0.49,congruent,s638,0
1.0,double,down,right,0.461,congruent,s638,0
1.0,double,up,left,0.406,congruent,s638,0
1.0,double,up,right,0.371,congruent,s638,0
1.0,spatial,up,left,0.407,congruent,s638,0
1.0,spatial,down,left,0.557,incongruent,s638,0
1.0,double,up,right,0.411,incongruent,s638,0
1.0,spatial,up,left,0.463,congruent,s638,0
1.0,spatial,up,left,0.436,congruent,s638,0
0.0,spatial,up,right,0.45,congruent,s638,0
1.0,double,down,left,0.57,incongruent,s638,0
1.0,double,down,right,0.625,incongruent,s638,0
1.0,double,down,left,0.622,incongruent,s638,0
1.0,spatial,down,right,0.572,incongruent,s638,0
1.0,spatial,up,right,0.415,incongruent,s638,0
1.0,double,down,right,0.676,incongruent,s638,0
1.0,double,down,right,0.646,incongruent,s638,0
1.0,spatial,up,right,0.507,incongruent,s638,0
1.0,double,up,left,0.4,incongruent,s638,0
1.0,double,down,right,0.586,incongruent,s638,0
1.0,double,up,right,0.652,incongruent,s638,0
1.0,double,up,left,0.431,congruent,s638,0
1.0,spatial,down,right,0.558,incongruent,s638,0
1.0,spatial,down,left,0.646,congruent,s638,0
1.0,spatial,down,right,0.739,congruent,s638,0
1.0,spatial,up,right,0.626,incongruent,s638,0
1.0,double,down,left,0.604,congruent,s638,0
1.0,spatial,up,left,0.444,incongruent,s638,0
1.0,spatial,down,left,0.542,congruent,s638,0
1.0,spatial,down,left,0.548,congruent,s638,0
1.0,spatial,down,right,0.546,congruent,s638,0
1.0,double,up,left,0.577,incongruent,s638,0
1.0,double,up,right,0.562,congruent,s638,0
1.0,spatial,up,left,0.529,incongruent,s638,0
1.0,double,up,right,0.396,congruent,s638,0
1.0,spatial,down,left,0.596,incongruent,s638,0
1.0,double,up,left,0.458,congruent,s638,0
1.0,double,up,left,0.413,incongruent,s638,0
1.0,double,down,right,0.608,incongruent,s638,0
1.0,spatial,up,right,0.639,congruent,s638,0
1.0,spatial,up,right,0.505,congruent,s638,0
1.0,double,down,left,0.546,congruent,s638,0
1.0,double,up,left,0.422,congruent,s638,0
1.0,spatial,up,right,0.693,incongruent,s638,0
1.0,spatial,down,right,0.594,congruent,s638,0
1.0,double,down,right,0.472,incongruent,s638,0
1.0,spatial,down,left,0.51,incongruent,s638,0
1.0,double,down,left,0.51,incongruent,s638,0
1.0,spatial,up,right,0.408,congruent,s638,0
1.0,spatial,up,right,0.606,incongruent,s639,0
1.0,double,up,right,0.51,incongruent,s639,0
1.0,double,up,left,0.517,incongruent,s639,0
1.0,double,down,right,0.635,incongruent,s639,0
1.0,double,up,right,0.478,congruent,s639,0
1.0,spatial,down,left,0.423,incongruent,s639,0
1.0,spatial,down,left,0.471,congruent,s639,0
1.0,spatial,up,left,0.454,congruent,s639,0
1.0,spatial,up,left,0.548,incongruent,s639,0
1.0,double,down,right,0.58,congruent,s639,0
1.0,spatial,down,left,0.609,incongruent,s639,0
1.0,spatial,up,left,0.44,congruent,s639,0
1.0,spatial,down,right,0.432,congruent,s639,0
1.0,spatial,down,left,0.436,congruent,s639,0
1.0,double,down,left,0.564,incongruent,s639,0
1.0,double,down,left,0.503,congruent,s639,0
1.0,spatial,down,right,0.474,incongruent,s639,0
1.0,double,up,left,0.411,congruent,s639,0
1.0,spatial,up,left,0.403,incongruent,s639,0
1.0,double,down,left,0.559,congruent,s639,0
1.0,double,down,right,0.664,incongruent,s639,0
1.0,double,up,right,0.534,incongruent,s639,0
1.0,spatial,up,right,0.448,congruent,s639,0
1.0,spatial,up,right,0.408,congruent,s639,0
1.0,double,up,left,0.43,congruent,s639,0
1.0,double,down,right,0.631,congruent,s639,0
1.0,spatial,down,left,0.551,incongruent,s639,0
1.0,spatial,down,left,0.415,congruent,s639,0
1.0,double,down,left,0.85,incongruent,s639,0
1.0,spatial,up,left,0.535,incongruent,s639,0
1.0,double,down,left,0.454,incongruent,s639,0
1.0,spatial,up,left,0.513,congruent,s639,0
1.0,double,up,right,0.595,congruent,s639,0
1.0,double,up,left,0.573,incongruent,s639,0
1.0,spatial,down,right,0.422,congruent,s639,0
1.0,double,up,left,0.454,congruent,s639,0
1.0,double,up,right,0.575,congruent,s639,0
1.0,spatial,up,left,0.362,incongruent,s639,0
1.0,spatial,up,right,0.374,congruent,s639,0
1.0,double,down,right,0.577,congruent,s639,0
1.0,spatial,up,left,0.498,congruent,s639,0
1.0,spatial,down,left,0.474,congruent,s639,0
1.0,spatial,up,left,0.485,incongruent,s639,0
1.0,spatial,down,left,0.505,incongruent,s639,0
1.0,spatial,down,left,0.452,incongruent,s639,0
1.0,spatial,up,right,0.454,incongruent,s639,0
1.0,double,down,left,0.54,incongruent,s639,0
1.0,double,down,left,0.49,incongruent,s639,0
1.0,spatial,up,right,0.329,incongruent,s639,0
1.0,spatial,up,left,0.424,incongruent,s639,0
1.0,spatial,down,left,0.51,incongruent,s639,0
1.0,spatial,down,right,0.496,congruent,s639,0
1.0,double,down,left,0.562,congruent,s639,0
1.0,double,up,right,0.56,incongruent,s639,0
1.0,spatial,up,left,0.464,congruent,s639,0
1.0,spatial,up,right,0.492,congruent,s639,0
1.0,spatial,up,left,0.378,congruent,s639,0
1.0,spatial,down,right,0.448,incongruent,s639,0
1.0,double,up,left,0.424,congruent,s639,0
1.0,spatial,down,left,0.486,congruent,s639,0
1.0,double,up,left,0.552,incongruent,s639,0
1.0,spatial,down,left,0.397,incongruent,s639,0
0.0,double,down,right,0.431,incongruent,s639,0
1.0,spatial,up,right,0.522,congruent,s639,0
1.0,spatial,down,right,0.398,congruent,s639,0
1.0,double,down,left,0.429,incongruent,s639,0
1.0,spatial,down,right,0.408,congruent,s639,0
1.0,spatial,down,left,0.364,congruent,s639,0
1.0,double,up,left,0.652,incongruent,s639,0
1.0,double,up,right,0.496,congruent,s639,0
1.0,double,down,right,0.65,incongruent,s639,0
1.0,spatial,up,right,0.488,incongruent,s639,0
1.0,double,up,left,0.448,incongruent,s639,0
1.0,spatial,down,right,0.589,incongruent,s639,0
1.0,double,down,right,0.485,congruent,s639,0
1.0,spatial,down,right,0.476,incongruent,s639,0
1.0,spatial,up,left,0.534,incongruent,s639,0
1.0,spatial,down,right,0.434,incongruent,s639,0
1.0,double,down,right,0.589,incongruent,s639,0
1.0,double,up,left,0.517,congruent,s639,0
1.0,spatial,down,right,0.386,congruent,s639,0
1.0,double,up,left,0.483,incongruent,s639,0
0.0,spatial,up,right,0.315,congruent,s639,0
1.0,double,down,left,0.794,congruent,s639,0
1.0,double,up,left,0.614,congruent,s639,0
1.0,double,up,right,0.561,incongruent,s639,0
1.0,spatial,up,right,0.594,incongruent,s639,0
1.0,double,down,right,0.742,congruent,s639,0
1.0,spatial,down,left,0.65,incongruent,s639,0
1.0,double,up,right,0.478,incongruent,s639,0
1.0,spatial,up,right,0.548,incongruent,s639,0
1.0,double,up,left,0.505,congruent,s639,0
1.0,double,down,right,0.742,incongruent,s639,0
1.0,double,up,left,0.506,incongruent,s639,0
1.0,spatial,down,right,0.397,congruent,s639,0
1.0,double,down,left,0.674,congruent,s639,0
1.0,spatial,up,right,0.501,incongruent,s639,0
1.0,spatial,down,right,0.498,incongruent,s639,0
1.0,spatial,up,right,0.623,congruent,s639,0
1.0,spatial,down,left,0.432,congruent,s639,0
1.0,double,up,right,0.665,incongruent,s639,0
1.0,double,down,left,0.533,congruent,s639,0
1.0,double,up,left,0.596,congruent,s639,0
1.0,spatial,up,left,0.471,congruent,s639,0
1.0,double,up,right,0.676,congruent,s639,0
1.0,double,up,right,0.637,incongruent,s639,0
1.0,spatial,up,left,0.582,congruent,s639,0
1.0,spatial,up,right,0.504,congruent,s639,0
1.0,spatial,down,right,0.494,congruent,s639,0
1.0,spatial,down,right,0.53,incongruent,s639,0
1.0,double,up,right,0.67,congruent,s639,0
1.0,double,down,right,0.551,congruent,s639,0
1.0,double,down,left,0.675,congruent,s639,0
