correct,stim_color,stim_word,key_press,trial_type,worker_id
1.0,green,red,82,incongruent,s519
1.0,red,red,89,congruent,s519
1.0,blue,blue,71,congruent,s519
1.0,red,green,89,incongruent,s519
1.0,blue,green,71,incongruent,s519
1.0,red,blue,89,incongruent,s519
1.0,green,blue,82,incongruent,s524
1.0,blue,blue,71,congruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,blue,71,congruent,s524
1.0,green,green,82,congruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,green,71,incongruent,s524
0.0,green,green,71,congruent,s524
1.0,blue,red,71,incongruent,s524
1.0,red,blue,89,incongruent,s524
1.0,green,red,82,incongruent,s524
0.0,green,green,89,congruent,s524
1.0,green,red,82,incongruent,s524
1.0,green,green,82,congruent,s524
1.0,green,green,82,congruent,s524
1.0,green,red,82,incongruent,s524
1.0,red,blue,89,incongruent,s524
1.0,green,red,82,incongruent,s524
1.0,red,red,89,congruent,s524
1.0,blue,blue,71,congruent,s524
0.0,red,blue,-1,incongruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,red,71,incongruent,s524
1.0,red,red,89,congruent,s524
1.0,red,green,89,incongruent,s524
1.0,red,red,89,congruent,s524
1.0,red,blue,89,incongruent,s524
1.0,blue,red,71,incongruent,s524
0.0,red,red,-1,congruent,s524
1.0,red,red,89,congruent,s524
1.0,green,green,82,congruent,s524
0.0,green,green,-1,congruent,s524
0.0,red,red,-1,congruent,s524
0.0,green,blue,-1,incongruent,s524
1.0,green,blue,82,incongruent,s524
1.0,blue,green,71,incongruent,s524
1.0,blue,red,71,incongruent,s524
1.0,red,red,89,congruent,s524
1.0,blue,red,71,incongruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,blue,71,congruent,s524
0.0,blue,blue,-1,congruent,s524
1.0,blue,blue,71,congruent,s524
1.0,blue,red,71,incongruent,s524
1.0,blue,red,71,incongruent,s524
1.0,green,blue,82,incongruent,s524
1.0,red,red,89,congruent,s524
1.0,green,red,82,incongruent,s524
1.0,red,green,89,incongruent,s524
1.0,red,green,89,incongruent,s524
0.0,blue,blue,-1,congruent,s524
0.0,red,red,-1,congruent,s524
1.0,red,green,89,incongruent,s524
1.0,blue,blue,71,congruent,s524
1.0,red,red,89,congruent,s524
1.0,blue,green,71,incongruent,s524
0.0,red,red,-1,congruent,s524
1.0,red,green,89,incongruent,s524
1.0,green,blue,82,incongruent,s524
1.0,green,blue,82,incongruent,s524
1.0,blue,blue,71,congruent,s524
1.0,green,green,82,congruent,s524
1.0,red,blue,89,incongruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,blue,71,congruent,s524
1.0,green,red,82,incongruent,s524
1.0,red,blue,89,incongruent,s524
0.0,blue,blue,89,congruent,s524
1.0,blue,green,71,incongruent,s524
0.0,red,green,-1,incongruent,s524
0.0,red,blue,-1,incongruent,s524
0.0,blue,red,-1,incongruent,s524
1.0,blue,blue,71,congruent,s524
1.0,red,green,89,incongruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,blue,71,congruent,s524
1.0,red,red,89,congruent,s524
1.0,red,red,89,congruent,s524
0.0,red,red,-1,congruent,s524
1.0,green,red,82,incongruent,s524
1.0,blue,blue,71,congruent,s524
1.0,blue,green,71,incongruent,s524
0.0,green,blue,-1,incongruent,s524
1.0,red,green,89,incongruent,s524
1.0,blue,green,71,incongruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,green,71,incongruent,s524
1.0,blue,blue,71,congruent,s524
1.0,blue,blue,71,congruent,s524
0.0,red,red,-1,congruent,s524
1.0,green,red,82,incongruent,s524
1.0,red,red,89,congruent,s524
1.0,green,green,82,congruent,s524
1.0,blue,green,71,incongruent,s524
0.0,red,blue,-1,incongruent,s524
0.0,green,blue,-1,incongruent,s524
1.0,red,green,89,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,green,blue,82,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,green,71,incongruent,s525
1.0,green,red,82,incongruent,s525
1.0,green,red,82,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,red,71,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,blue,green,71,incongruent,s525
1.0,red,green,89,incongruent,s525
1.0,red,blue,89,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,green,green,82,congruent,s525
1.0,green,red,82,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,blue,red,71,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,green,71,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,blue,red,71,incongruent,s525
1.0,blue,green,71,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,red,red,89,congruent,s525
1.0,green,green,82,congruent,s525
1.0,red,red,89,congruent,s525
1.0,green,red,82,incongruent,s525
1.0,blue,green,71,incongruent,s525
1.0,green,red,82,incongruent,s525
1.0,red,blue,89,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,red,blue,89,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,red,red,89,congruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,green,blue,82,incongruent,s525
1.0,green,red,82,incongruent,s525
1.0,red,green,89,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,green,blue,82,incongruent,s525
1.0,green,blue,82,incongruent,s525
1.0,green,blue,82,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,red,green,89,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,red,red,89,congruent,s525
1.0,red,green,89,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,green,red,82,incongruent,s525
1.0,blue,green,71,incongruent,s525
1.0,red,blue,89,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,red,blue,89,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,red,red,89,congruent,s525
1.0,blue,red,71,incongruent,s525
1.0,green,blue,82,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,red,blue,89,incongruent,s525
1.0,blue,green,71,incongruent,s525
1.0,red,blue,89,incongruent,s525
1.0,green,blue,82,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,blue,red,71,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,red,red,89,congruent,s525
1.0,green,green,82,congruent,s525
1.0,green,green,82,congruent,s525
1.0,green,green,82,congruent,s525
1.0,blue,red,71,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,green,blue,82,incongruent,s525
1.0,green,red,82,incongruent,s525
1.0,red,green,89,incongruent,s525
1.0,red,blue,89,incongruent,s525
1.0,red,red,89,congruent,s525
1.0,blue,red,71,incongruent,s525
1.0,blue,blue,71,congruent,s525
1.0,red,red,89,congruent,s525
1.0,blue,blue,71,congruent,s525
1.0,red,green,89,incongruent,s525
1.0,green,green,82,congruent,s525
1.0,red,red,89,congruent,s525
1.0,red,green,89,incongruent,s525
1.0,blue,green,71,incongruent,s525
1.0,blue,red,71,incongruent,s525
0.0,green,blue,71,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,green,green,82,congruent,s526
0.0,green,green,71,congruent,s526
1.0,green,green,82,congruent,s526
1.0,green,green,82,congruent,s526
1.0,blue,green,71,incongruent,s526
1.0,green,green,82,congruent,s526
1.0,blue,green,71,incongruent,s526
1.0,green,blue,82,incongruent,s526
1.0,green,blue,82,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,blue,red,71,incongruent,s526
1.0,green,green,82,congruent,s526
1.0,blue,blue,71,congruent,s526
1.0,blue,red,71,incongruent,s526
1.0,blue,red,71,incongruent,s526
1.0,red,green,89,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,red,red,89,congruent,s526
1.0,green,red,82,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,blue,red,71,incongruent,s526
1.0,blue,blue,71,congruent,s526
0.0,green,red,89,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,red,green,89,incongruent,s526
1.0,green,red,82,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,green,green,82,congruent,s526
1.0,blue,blue,71,congruent,s526
1.0,green,green,82,congruent,s526
1.0,red,red,89,congruent,s526
1.0,green,blue,82,incongruent,s526
1.0,red,green,89,incongruent,s526
1.0,blue,red,71,incongruent,s526
1.0,green,blue,82,incongruent,s526
1.0,green,green,82,congruent,s526
1.0,red,green,89,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,green,green,82,congruent,s526
1.0,red,red,89,congruent,s526
1.0,red,red,89,congruent,s526
1.0,green,blue,82,incongruent,s526
1.0,red,blue,89,incongruent,s526
1.0,red,blue,89,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,red,blue,89,incongruent,s526
1.0,red,green,89,incongruent,s526
1.0,green,red,82,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,blue,blue,71,congruent,s526
1.0,blue,red,71,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,red,red,89,congruent,s526
1.0,blue,red,71,incongruent,s526
1.0,green,green,82,congruent,s526
1.0,blue,green,71,incongruent,s526
1.0,green,red,82,incongruent,s526
1.0,red,blue,89,incongruent,s526
1.0,green,green,82,congruent,s526
1.0,blue,blue,71,congruent,s526
1.0,green,red,82,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,green,green,82,congruent,s526
1.0,red,green,89,incongruent,s526
1.0,blue,green,71,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,green,blue,82,incongruent,s526
1.0,blue,green,71,incongruent,s526
1.0,red,blue,89,incongruent,s526
1.0,blue,red,71,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,green,red,82,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,blue,blue,71,congruent,s526
1.0,blue,blue,71,congruent,s526
1.0,red,red,89,congruent,s526
1.0,red,red,89,congruent,s526
1.0,red,green,89,incongruent,s526
1.0,green,green,82,congruent,s526
1.0,red,blue,89,incongruent,s526
1.0,blue,green,71,incongruent,s526
1.0,green,red,82,incongruent,s526
1.0,red,blue,89,incongruent,s526
1.0,blue,blue,71,congruent,s526
1.0,blue,green,71,incongruent,s526
1.0,red,red,89,congruent,s526
1.0,red,red,89,congruent,s526
1.0,blue,blue,71,congruent,s526
1.0,red,blue,89,incongruent,s526
1.0,green,green,82,congruent,s526
1.0,green,green,82,congruent,s526
1.0,blue,green,71,incongruent,s526
1.0,red,green,89,incongruent,s526
1.0,green,blue,82,incongruent,s526
1.0,green,red,82,incongruent,s541
1.0,green,green,82,congruent,s541
1.0,red,red,89,congruent,s541
1.0,blue,blue,71,congruent,s541
1.0,red,red,89,congruent,s541
1.0,red,red,89,congruent,s541
1.0,green,blue,82,incongruent,s541
1.0,green,green,82,congruent,s541
1.0,green,blue,82,incongruent,s541
1.0,green,blue,82,incongruent,s541
1.0,red,blue,89,incongruent,s541
1.0,red,red,89,congruent,s541
1.0,blue,red,71,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,green,green,82,congruent,s541
1.0,blue,red,71,incongruent,s541
1.0,red,blue,89,incongruent,s541
1.0,red,green,89,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,blue,blue,71,congruent,s541
0.0,red,blue,82,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,green,blue,82,incongruent,s541
1.0,green,green,82,congruent,s541
1.0,blue,red,71,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,red,blue,89,incongruent,s541
1.0,red,green,89,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,green,green,82,congruent,s541
1.0,green,green,82,congruent,s541
1.0,red,red,89,congruent,s541
1.0,green,green,82,congruent,s541
1.0,green,red,82,incongruent,s541
1.0,green,blue,82,incongruent,s541
1.0,green,blue,82,incongruent,s541
1.0,blue,green,71,incongruent,s541
1.0,red,red,89,congruent,s541
1.0,green,blue,82,incongruent,s541
1.0,red,red,89,congruent,s541
1.0,blue,blue,71,congruent,s541
1.0,blue,blue,71,congruent,s541
1.0,green,green,82,congruent,s541
1.0,blue,red,71,incongruent,s541
1.0,blue,green,71,incongruent,s541
1.0,green,blue,82,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,blue,green,71,incongruent,s541
1.0,green,red,82,incongruent,s541
1.0,green,red,82,incongruent,s541
1.0,red,red,89,congruent,s541
1.0,green,green,82,congruent,s541
1.0,red,blue,89,incongruent,s541
1.0,green,green,82,congruent,s541
1.0,blue,blue,71,congruent,s541
1.0,green,red,82,incongruent,s541
1.0,red,red,89,congruent,s541
1.0,red,green,89,incongruent,s541
1.0,blue,red,71,incongruent,s541
1.0,blue,green,71,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,green,green,82,congruent,s541
1.0,blue,red,71,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,red,red,89,congruent,s541
1.0,red,blue,89,incongruent,s541
1.0,blue,green,71,incongruent,s541
1.0,red,red,89,congruent,s541
1.0,green,red,82,incongruent,s541
1.0,green,red,82,incongruent,s541
1.0,red,blue,89,incongruent,s541
1.0,red,green,89,incongruent,s541
1.0,green,green,82,congruent,s541
1.0,green,red,82,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,red,red,89,congruent,s541
1.0,blue,blue,71,congruent,s541
1.0,red,red,89,congruent,s541
1.0,red,red,89,congruent,s541
1.0,red,green,89,incongruent,s541
1.0,blue,blue,71,congruent,s541
1.0,blue,red,71,incongruent,s541
1.0,blue,red,71,incongruent,s541
1.0,red,green,89,incongruent,s541
1.0,red,green,89,incongruent,s541
1.0,red,red,89,congruent,s541
1.0,red,blue,89,incongruent,s541
1.0,green,green,82,congruent,s541
1.0,red,red,89,congruent,s541
1.0,green,green,82,congruent,s541
1.0,blue,green,71,incongruent,s541
1.0,green,green,82,congruent,s541
1.0,green,green,82,congruent,s541
1.0,blue,green,71,incongruent,s541
1.0,blue,green,71,incongruent,s541
1.0,red,green,89,incongruent,s541
1.0,green,green,82,congruent,s546
1.0,red,green,89,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,red,89,congruent,s546
1.0,green,green,82,congruent,s546
1.0,green,green,82,congruent,s546
1.0,red,green,89,incongruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,blue,89,incongruent,s546
1.0,red,blue,89,incongruent,s546
1.0,red,green,89,incongruent,s546
1.0,red,blue,89,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,red,blue,89,incongruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,red,89,congruent,s546
1.0,green,green,82,congruent,s546
1.0,green,blue,82,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,blue,red,71,incongruent,s546
1.0,green,red,82,incongruent,s546
1.0,red,green,89,incongruent,s546
1.0,green,red,82,incongruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,red,89,congruent,s546
1.0,red,blue,89,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,red,green,89,incongruent,s546
1.0,blue,red,71,incongruent,s546
1.0,green,blue,82,incongruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,green,89,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,blue,green,71,incongruent,s546
1.0,red,green,89,incongruent,s546
1.0,green,red,82,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,green,blue,82,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,green,blue,82,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,blue,red,71,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,red,71,incongruent,s546
1.0,green,red,82,incongruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,red,89,congruent,s546
1.0,green,green,82,congruent,s546
1.0,red,red,89,congruent,s546
1.0,green,green,82,congruent,s546
1.0,green,red,82,incongruent,s546
1.0,red,blue,89,incongruent,s546
1.0,green,blue,82,incongruent,s546
1.0,blue,green,71,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,blue,green,71,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,blue,red,71,incongruent,s546
1.0,blue,green,71,incongruent,s546
1.0,green,blue,82,incongruent,s546
1.0,blue,blue,71,congruent,s546
1.0,green,blue,82,incongruent,s546
1.0,green,red,82,incongruent,s546
1.0,red,blue,89,incongruent,s546
1.0,red,red,89,congruent,s546
0.0,green,green,71,congruent,s546
1.0,green,red,82,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,blue,71,congruent,s546
1.0,green,red,82,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,red,blue,89,incongruent,s546
1.0,blue,red,71,incongruent,s546
1.0,red,green,89,incongruent,s546
1.0,green,green,82,congruent,s546
1.0,blue,blue,71,congruent,s546
0.0,green,blue,89,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,green,green,82,congruent,s546
1.0,blue,green,71,incongruent,s546
1.0,blue,green,71,incongruent,s546
1.0,red,red,89,congruent,s546
1.0,blue,green,71,incongruent,s546
1.0,blue,red,71,incongruent,s546
1.0,blue,green,71,incongruent,s546
1.0,blue,red,71,incongruent,s546
1.0,blue,blue,71,congruent,s548
1.0,red,green,89,incongruent,s548
1.0,green,green,82,congruent,s548
1.0,blue,blue,71,congruent,s548
1.0,red,red,89,congruent,s548
1.0,blue,blue,71,congruent,s548
1.0,red,red,89,congruent,s548
1.0,red,green,89,incongruent,s548
1.0,blue,blue,71,congruent,s548
1.0,green,blue,82,incongruent,s548
1.0,red,blue,89,incongruent,s548
1.0,green,blue,82,incongruent,s548
1.0,blue,red,71,incongruent,s548
1.0,red,red,89,congruent,s548
1.0,blue,green,71,incongruent,s548
1.0,green,green,82,congruent,s548
1.0,blue,blue,71,congruent,s548
1.0,green,green,82,congruent,s548
1.0,red,blue,89,incongruent,s548
0.0,green,green,71,congruent,s548
1.0,blue,blue,71,congruent,s548
1.0,green,red,82,incongruent,s548
1.0,red,green,89,incongruent,s548
1.0,green,red,82,incongruent,s548
1.0,red,blue,89,incongruent,s548
1.0,green,green,82,congruent,s548
1.0,red,red,89,congruent,s548
1.0,red,red,89,congruent,s548
1.0,green,green,82,congruent,s548
1.0,red,red,89,congruent,s548
1.0,green,blue,82,incongruent,s548
1.0,blue,blue,71,congruent,s548
0.0,blue,red,89,incongruent,s548
1.0,red,blue,89,incongruent,s548
1.0,green,red,82,incongruent,s548
1.0,green,green,82,congruent,s548
1.0,blue,red,71,incongruent,s548
1.0,red,red,89,congruent,s548
1.0,red,red,89,congruent,s548
1.0,blue,green,71,incongruent,s548
1.0,green,blue,82,incongruent,s548
1.0,red,green,89,incongruent,s548
1.0,blue,blue,71,congruent,s548
1.0,green,green,82,congruent,s548
0.0,green,red,71,incongruent,s548
1.0,green,green,82,congruent,s548
1.0,green,red,82,incongruent,s548
1.0,green,green,82,congruent,s548
1.0,green,blue,82,incongruent,s548
1.0,red,red,89,congruent,s548
1.0,blue,green,71,incongruent,s548
1.0,blue,green,71,incongruent,s548
0.0,green,green,89,congruent,s548
1.0,blue,blue,71,congruent,s548
1.0,red,red,89,congruent,s548
1.0,green,green,82,congruent,s548
1.0,green,green,82,congruent,s548
1.0,red,blue,89,incongruent,s548
1.0,blue,green,71,incongruent,s548
1.0,blue,green,71,incongruent,s548
1.0,green,red,82,incongruent,s548
1.0,red,red,89,congruent,s548
1.0,red,green,89,incongruent,s548
1.0,red,red,89,congruent,s548
1.0,green,green,82,congruent,s548
1.0,red,red,89,congruent,s548
1.0,blue,blue,71,congruent,s548
1.0,red,blue,89,incongruent,s548
1.0,blue,red,71,incongruent,s548
1.0,green,blue,82,incongruent,s548
1.0,blue,blue,71,congruent,s548
1.0,blue,red,71,incongruent,s548
1.0,red,blue,89,incongruent,s548
1.0,green,red,82,incongruent,s548
1.0,green,green,82,congruent,s548
1.0,blue,blue,71,congruent,s548
1.0,red,green,89,incongruent,s548
1.0,red,red,89,congruent,s548
1.0,green,green,82,congruent,s548
1.0,green,blue,82,incongruent,s548
1.0,blue,blue,71,congruent,s548
1.0,blue,red,71,incongruent,s548
1.0,green,blue,82,incongruent,s548
1.0,blue,red,71,incongruent,s548
1.0,blue,blue,71,congruent,s548
1.0,red,red,89,congruent,s548
1.0,blue,green,71,incongruent,s548
1.0,red,red,89,congruent,s548
0.0,blue,blue,89,congruent,s548
1.0,blue,green,71,incongruent,s548
1.0,red,green,89,incongruent,s548
1.0,blue,blue,71,congruent,s548
1.0,green,red,82,incongruent,s548
1.0,blue,red,71,incongruent,s548
1.0,red,green,89,incongruent,s548
0.0,red,blue,71,incongruent,s548
1.0,red,red,89,congruent,s549
1.0,blue,green,71,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,green,green,82,congruent,s549
1.0,red,red,89,congruent,s549
1.0,blue,blue,71,congruent,s549
1.0,red,red,89,congruent,s549
1.0,blue,green,71,incongruent,s549
1.0,red,red,89,congruent,s549
1.0,blue,red,71,incongruent,s549
1.0,green,blue,82,incongruent,s549
1.0,green,blue,82,incongruent,s549
1.0,green,red,82,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,red,blue,89,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,red,red,89,congruent,s549
1.0,red,red,89,congruent,s549
1.0,red,blue,89,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,blue,blue,71,congruent,s549
1.0,red,green,89,incongruent,s549
1.0,blue,red,71,incongruent,s549
1.0,green,red,82,incongruent,s549
1.0,green,blue,82,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,green,green,82,congruent,s549
1.0,red,red,89,congruent,s549
1.0,green,green,82,congruent,s549
1.0,red,red,89,congruent,s549
1.0,red,blue,89,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,red,green,89,incongruent,s549
1.0,blue,green,71,incongruent,s549
1.0,blue,green,71,incongruent,s549
1.0,red,red,89,congruent,s549
1.0,red,green,89,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,green,green,82,congruent,s549
1.0,red,blue,89,incongruent,s549
1.0,red,green,89,incongruent,s549
1.0,green,blue,82,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,green,green,82,congruent,s549
1.0,blue,red,71,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,blue,red,71,incongruent,s549
1.0,red,red,89,congruent,s549
1.0,green,red,82,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,green,blue,82,incongruent,s549
1.0,green,blue,82,incongruent,s549
1.0,red,red,89,congruent,s549
1.0,blue,blue,71,congruent,s549
1.0,blue,blue,71,congruent,s549
1.0,blue,blue,71,congruent,s549
1.0,green,green,82,congruent,s549
1.0,blue,red,71,incongruent,s549
1.0,blue,red,71,incongruent,s549
1.0,red,blue,89,incongruent,s549
1.0,red,blue,89,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,red,green,89,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,red,red,89,congruent,s549
1.0,red,red,89,congruent,s549
1.0,green,green,82,congruent,s549
1.0,blue,green,71,incongruent,s549
1.0,blue,green,71,incongruent,s549
1.0,red,green,89,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,green,red,82,incongruent,s549
1.0,green,red,82,incongruent,s549
1.0,blue,red,71,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,blue,blue,71,congruent,s549
1.0,green,blue,82,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,blue,blue,71,congruent,s549
1.0,green,blue,82,incongruent,s549
1.0,blue,blue,71,congruent,s549
1.0,red,blue,89,incongruent,s549
1.0,blue,green,71,incongruent,s549
1.0,blue,green,71,incongruent,s549
1.0,red,red,89,congruent,s549
1.0,red,red,89,congruent,s549
1.0,red,green,89,incongruent,s549
1.0,green,green,82,congruent,s549
1.0,green,green,82,congruent,s549
1.0,red,blue,89,incongruent,s549
1.0,blue,red,71,incongruent,s549
1.0,red,red,89,congruent,s549
1.0,red,green,89,incongruent,s549
1.0,green,red,82,incongruent,s549
1.0,green,red,82,incongruent,s549
1.0,green,red,82,incongruent,s549
1.0,red,green,89,incongruent,s553
1.0,green,blue,82,incongruent,s553
1.0,red,red,89,congruent,s553
1.0,red,red,89,congruent,s553
1.0,blue,green,71,incongruent,s553
1.0,red,red,89,congruent,s553
1.0,red,red,89,congruent,s553
1.0,blue,red,71,incongruent,s553
1.0,green,green,82,congruent,s553
1.0,blue,red,71,incongruent,s553
1.0,green,blue,82,incongruent,s553
1.0,red,blue,89,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,green,82,congruent,s553
1.0,red,green,89,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,blue,blue,71,congruent,s553
1.0,red,blue,89,incongruent,s553
1.0,green,red,82,incongruent,s553
1.0,red,red,89,congruent,s553
1.0,green,red,82,incongruent,s553
1.0,red,green,89,incongruent,s553
1.0,green,blue,82,incongruent,s553
1.0,blue,green,71,incongruent,s553
1.0,green,green,82,congruent,s553
1.0,red,blue,89,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,green,82,congruent,s553
1.0,blue,blue,71,congruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,green,82,congruent,s553
1.0,red,blue,89,incongruent,s553
1.0,green,green,82,congruent,s553
1.0,green,blue,82,incongruent,s553
1.0,blue,red,71,incongruent,s553
1.0,green,red,82,incongruent,s553
1.0,red,green,89,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,blue,red,71,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,red,red,89,congruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,red,82,incongruent,s553
1.0,red,red,89,congruent,s553
1.0,red,red,89,congruent,s553
1.0,green,red,82,incongruent,s553
1.0,green,red,82,incongruent,s553
1.0,blue,green,71,incongruent,s553
1.0,blue,green,71,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,red,red,89,congruent,s553
1.0,green,green,82,congruent,s553
1.0,red,red,89,congruent,s553
1.0,red,red,89,congruent,s553
1.0,blue,red,71,incongruent,s553
1.0,green,green,82,congruent,s553
1.0,green,blue,82,incongruent,s553
1.0,green,red,82,incongruent,s553
1.0,red,blue,89,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,blue,82,incongruent,s553
1.0,green,green,82,congruent,s553
1.0,blue,blue,71,congruent,s553
1.0,red,blue,89,incongruent,s553
1.0,red,green,89,incongruent,s553
1.0,green,blue,82,incongruent,s553
1.0,green,green,82,congruent,s553
1.0,green,green,82,congruent,s553
1.0,red,blue,89,incongruent,s553
1.0,green,green,82,congruent,s553
1.0,blue,green,71,incongruent,s553
1.0,red,red,89,congruent,s553
1.0,green,blue,82,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,blue,green,71,incongruent,s553
1.0,red,blue,89,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,green,82,congruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,green,82,congruent,s553
0.0,red,red,71,congruent,s553
1.0,blue,green,71,incongruent,s553
1.0,red,green,89,incongruent,s553
1.0,red,green,89,incongruent,s553
1.0,green,red,82,incongruent,s553
1.0,red,red,89,congruent,s553
1.0,blue,red,71,incongruent,s553
1.0,blue,blue,71,congruent,s553
1.0,green,green,82,congruent,s553
1.0,red,red,89,congruent,s553
