choice,large_amount,later_delay,small_amount,response_time,rt_nan,worker_id
smaller_sooner,29.0,44.0,20.0,1.706,0,s525
smaller_sooner,24.0,89.0,20.0,0.809,0,s525
smaller_sooner,23.0,77.0,20.0,0.678,0,s525
smaller_sooner,27.0,130.0,20.0,0.567,0,s525
smaller_sooner,23.0,134.0,20.0,0.692,0,s525
smaller_sooner,55.0,107.0,20.0,0.93,0,s525
smaller_sooner,44.0,143.0,20.0,0.844,0,s525
smaller_sooner,23.0,110.0,20.0,0.608,0,s525
smaller_sooner,65.0,156.0,20.0,1.022,0,s525
smaller_sooner,22.0,27.0,20.0,0.509,0,s525
smaller_sooner,50.0,59.0,20.0,2.169,0,s525
smaller_sooner,85.0,129.0,20.0,1.726,0,s525
smaller_sooner,66.0,58.0,20.0,1.435,0,s525
smaller_sooner,49.0,172.0,20.0,0.923,0,s525
larger_later,73.0,44.0,20.0,1.832,0,s525
smaller_sooner,58.0,73.0,20.0,1.318,0,s525
smaller_sooner,71.0,76.0,20.0,1.193,0,s525
larger_later,67.0,74.0,20.0,1.043,0,s526
smaller_sooner,29.0,58.0,20.0,2.942,0,s526
larger_later,39.0,104.0,20.0,0.889,0,s526
larger_later,33.0,103.0,20.0,2.623,0,s526
larger_later,33.0,78.0,20.0,2.071,0,s526
larger_later,74.0,52.0,20.0,1.41,0,s526
smaller_sooner,28.0,132.0,20.0,3.435,0,s526
larger_later,28.0,59.0,20.0,1.577,0,s526
smaller_sooner,28.0,163.0,20.0,2.02,0,s526
larger_later,32.0,74.0,20.0,1.882,0,s526
larger_later,57.0,89.0,20.0,1.604,0,s526
larger_later,70.0,108.0,20.0,0.897,0,s526
larger_later,72.0,95.0,20.0,0.559,0,s526
larger_later,30.0,36.0,20.0,1.978,0,s526
larger_later,41.0,129.0,20.0,1.368,0,s526
larger_later,78.0,129.0,20.0,1.384,0,s526
larger_later,71.0,88.0,20.0,1.142,0,s526
larger_later,65.0,159.0,20.0,1.686,0,s526
smaller_sooner,24.0,125.0,20.0,2.213,0,s526
larger_later,58.0,36.0,20.0,0.961,0,s526
larger_later,63.0,37.0,20.0,0.826,0,s526
larger_later,75.0,41.0,20.0,0.953,0,s526
larger_later,45.0,72.0,20.0,1.263,0,s526
larger_later,25.0,74.0,20.0,2.905,0,s526
larger_later,65.0,137.0,20.0,0.932,0,s526
larger_later,49.0,140.0,20.0,1.762,0,s526
larger_later,67.0,103.0,20.0,1.178,0,s526
larger_later,69.0,172.0,20.0,0.879,0,s526
larger_later,66.0,71.0,20.0,0.77,0,s526
larger_later,71.0,176.0,20.0,0.681,0,s526
larger_later,31.0,76.0,20.0,2.595,0,s526
larger_later,43.0,19.0,20.0,2.941,0,s526
larger_later,60.0,124.0,20.0,1.718,0,s526
smaller_sooner,27.0,142.0,20.0,3.182,0,s526
larger_later,25.0,70.0,20.0,2.659,0,s526
larger_later,44.0,92.0,20.0,1.376,0,s526
larger_later,41.0,27.0,20.0,1.455,0,s526
larger_later,64.0,89.0,20.0,1.055,0,s526
larger_later,78.0,108.0,20.0,0.913,0,s526
larger_later,80.0,145.0,20.0,1.338,0,s526
larger_later,41.0,174.0,20.0,1.947,0,s526
larger_later,42.0,145.0,20.0,1.936,0,s526
larger_later,36.0,114.0,20.0,1.872,0,s526
larger_later,58.0,55.0,20.0,1.094,0,s526
larger_later,81.0,58.0,20.0,1.315,0,s526
smaller_sooner,32.0,111.0,20.0,2.786,0,s526
smaller_sooner,25.0,141.0,20.0,1.922,0,s526
larger_later,67.0,23.0,20.0,1.074,0,s526
larger_later,77.0,161.0,20.0,2.656,0,s526
larger_later,55.0,163.0,20.0,1.348,0,s526
larger_later,40.0,159.0,20.0,1.687,0,s526
larger_later,76.0,161.0,20.0,1.239,0,s526
larger_later,48.0,128.0,20.0,1.823,0,s526
larger_later,39.0,95.0,20.0,1.45,0,s526
larger_later,83.0,105.0,20.0,0.755,0,s526
larger_later,67.0,41.0,20.0,0.935,0,s526
larger_later,56.0,172.0,20.0,1.02,0,s526
smaller_sooner,28.0,123.0,20.0,3.967,0,s526
larger_later,50.0,129.0,20.0,1.346,0,s526
smaller_sooner,23.0,61.0,20.0,2.749,0,s526
larger_later,79.0,92.0,20.0,1.259,0,s526
larger_later,61.0,141.0,20.0,1.664,0,s526
larger_later,43.0,38.0,20.0,1.629,0,s526
larger_later,66.0,145.0,20.0,0.878,0,s526
larger_later,30.0,23.0,20.0,1.413,0,s526
larger_later,32.0,57.0,20.0,1.1,0,s526
smaller_sooner,27.0,91.0,20.0,3.744,0,s526
larger_later,43.0,120.0,20.0,1.258,0,s526
larger_later,75.0,60.0,20.0,0.938,0,s526
smaller_sooner,34.0,176.0,20.0,3.08,0,s526
smaller_sooner,24.0,38.0,20.0,3.083,0,s526
larger_later,82.0,74.0,20.0,0.754,0,s526
larger_later,58.0,53.0,20.0,2.29,0,s526
larger_later,54.0,23.0,20.0,1.12,0,s526
larger_later,41.0,55.0,20.0,1.22,0,s526
larger_later,77.0,142.0,20.0,0.93,0,s526
smaller_sooner,25.0,108.0,20.0,1.353,0,s526
smaller_sooner,33.0,163.0,20.0,2.778,0,s526
larger_later,29.0,75.0,20.0,3.64,0,s526
larger_later,45.0,157.0,20.0,0.838,0,s526
larger_later,31.0,74.0,20.0,2.701,0,s526
larger_later,80.0,39.0,20.0,1.047,0,s526
smaller_sooner,22.0,21.0,20.0,4.054,0,s526
larger_later,52.0,139.0,20.0,1.561,0,s526
larger_later,54.0,126.0,20.0,1.715,0,s526
smaller_sooner,23.0,176.0,20.0,1.032,0,s526
smaller_sooner,24.0,87.0,20.0,1.61,0,s526
larger_later,36.0,140.0,20.0,1.312,0,s526
smaller_sooner,35.0,171.0,20.0,1.561,0,s526
larger_later,34.0,43.0,20.0,1.435,0,s526
larger_later,74.0,121.0,20.0,1.255,0,s526
larger_later,45.0,107.0,20.0,1.118,0,s526
larger_later,77.0,24.0,20.0,1.058,0,s526
larger_later,39.0,161.0,20.0,3.169,0,s526
larger_later,62.0,180.0,20.0,1.094,0,s526
smaller_sooner,24.0,139.0,20.0,1.74,0,s526
larger_later,58.0,72.0,20.0,1.864,0,s526
larger_later,56.0,93.0,20.0,0.773,0,s526
larger_later,45.0,26.0,20.0,0.899,0,s526
smaller_sooner,23.0,42.0,20.0,2.507,0,s526
larger_later,50.0,41.0,20.0,0.957,0,s526
smaller_sooner,25.0,176.0,20.0,2.266,0,s526
larger_later,54.0,22.0,20.0,1.222,0,s526
larger_later,29.0,44.0,20.0,2.102,0,s526
smaller_sooner,24.0,89.0,20.0,3.061,0,s526
smaller_sooner,23.0,77.0,20.0,1.495,0,s526
smaller_sooner,27.0,130.0,20.0,2.318,0,s526
smaller_sooner,23.0,134.0,20.0,1.352,0,s526
larger_later,55.0,107.0,20.0,1.001,0,s526
larger_later,44.0,143.0,20.0,1.764,0,s526
smaller_sooner,23.0,110.0,20.0,1.18,0,s526
larger_later,65.0,156.0,20.0,2.693,0,s526
smaller_sooner,22.0,27.0,20.0,3.436,0,s526
larger_later,50.0,59.0,20.0,1.119,0,s526
larger_later,85.0,129.0,20.0,1.907,0,s526
larger_later,66.0,58.0,20.0,2.221,0,s526
larger_later,49.0,172.0,20.0,0.852,0,s526
larger_later,73.0,44.0,20.0,0.599,0,s526
larger_later,58.0,73.0,20.0,0.665,0,s526
larger_later,71.0,76.0,20.0,1.297,0,s526
larger_later,67.0,74.0,20.0,1.839,0,s541
smaller_sooner,29.0,58.0,20.0,1.81,0,s541
smaller_sooner,39.0,104.0,20.0,1.341,0,s541
smaller_sooner,33.0,103.0,20.0,1.095,0,s541
smaller_sooner,33.0,78.0,20.0,0.995,0,s541
larger_later,74.0,52.0,20.0,1.423,0,s541
smaller_sooner,28.0,132.0,20.0,1.329,0,s541
smaller_sooner,28.0,59.0,20.0,1.061,0,s541
smaller_sooner,28.0,163.0,20.0,1.186,0,s541
smaller_sooner,32.0,74.0,20.0,1.592,0,s541
smaller_sooner,57.0,89.0,20.0,1.452,0,s541
larger_later,70.0,108.0,20.0,1.768,0,s541
larger_later,72.0,95.0,20.0,2.056,0,s541
larger_later,30.0,36.0,20.0,1.715,0,s541
smaller_sooner,41.0,129.0,20.0,1.443,0,s541
larger_later,78.0,129.0,20.0,2.033,0,s541
larger_later,71.0,88.0,20.0,2.096,0,s541
smaller_sooner,65.0,159.0,20.0,1.436,0,s541
smaller_sooner,24.0,125.0,20.0,1.39,0,s541
larger_later,58.0,36.0,20.0,1.705,0,s541
larger_later,63.0,37.0,20.0,1.71,0,s541
larger_later,75.0,41.0,20.0,1.295,0,s541
smaller_sooner,45.0,72.0,20.0,2.853,0,s541
smaller_sooner,25.0,74.0,20.0,1.231,0,s541
smaller_sooner,65.0,137.0,20.0,1.128,0,s541
smaller_sooner,49.0,140.0,20.0,1.033,0,s541
smaller_sooner,67.0,103.0,20.0,1.319,0,s541
smaller_sooner,69.0,172.0,20.0,1.355,0,s541
smaller_sooner,66.0,71.0,20.0,1.481,0,s541
smaller_sooner,71.0,176.0,20.0,1.276,0,s541
smaller_sooner,31.0,76.0,20.0,1.321,0,s541
larger_later,43.0,19.0,20.0,1.515,0,s541
smaller_sooner,60.0,124.0,20.0,1.376,0,s541
smaller_sooner,27.0,142.0,20.0,1.216,0,s541
smaller_sooner,25.0,70.0,20.0,1.125,0,s541
smaller_sooner,44.0,92.0,20.0,1.448,0,s541
smaller_sooner,41.0,27.0,20.0,1.037,0,s541
smaller_sooner,64.0,89.0,20.0,2.392,0,s541
smaller_sooner,78.0,108.0,20.0,1.391,0,s541
smaller_sooner,80.0,145.0,20.0,0.976,0,s541
smaller_sooner,41.0,174.0,20.0,1.496,0,s541
smaller_sooner,42.0,145.0,20.0,0.94,0,s541
smaller_sooner,36.0,114.0,20.0,0.931,0,s541
larger_later,58.0,55.0,20.0,2.383,0,s541
larger_later,81.0,58.0,20.0,1.27,0,s541
smaller_sooner,32.0,111.0,20.0,0.939,0,s541
smaller_sooner,25.0,141.0,20.0,1.017,0,s541
larger_later,67.0,23.0,20.0,1.804,0,s541
smaller_sooner,77.0,161.0,20.0,2.107,0,s541
smaller_sooner,55.0,163.0,20.0,1.807,0,s541
smaller_sooner,40.0,159.0,20.0,0.977,0,s541
smaller_sooner,76.0,161.0,20.0,1.235,0,s541
smaller_sooner,48.0,128.0,20.0,1.19,0,s541
smaller_sooner,39.0,95.0,20.0,1.311,0,s541
larger_later,83.0,105.0,20.0,3.185,0,s541
larger_later,67.0,41.0,20.0,1.285,0,s541
smaller_sooner,56.0,172.0,20.0,1.259,0,s541
smaller_sooner,28.0,123.0,20.0,1.413,0,s541
smaller_sooner,50.0,129.0,20.0,1.404,0,s541
smaller_sooner,23.0,61.0,20.0,1.122,0,s541
larger_later,79.0,92.0,20.0,1.669,0,s541
smaller_sooner,61.0,141.0,20.0,1.212,0,s541
larger_later,43.0,38.0,20.0,1.111,0,s541
smaller_sooner,66.0,145.0,20.0,1.13,0,s541
larger_later,30.0,23.0,20.0,1.334,0,s541
smaller_sooner,32.0,57.0,20.0,1.497,0,s541
smaller_sooner,27.0,91.0,20.0,1.145,0,s541
smaller_sooner,43.0,120.0,20.0,0.916,0,s541
larger_later,75.0,60.0,20.0,0.95,0,s541
smaller_sooner,34.0,176.0,20.0,1.049,0,s541
smaller_sooner,24.0,38.0,20.0,1.577,0,s541
larger_later,82.0,74.0,20.0,2.021,0,s541
larger_later,58.0,53.0,20.0,2.054,0,s541
larger_later,54.0,23.0,20.0,1.83,0,s541
smaller_sooner,41.0,55.0,20.0,1.933,0,s541
smaller_sooner,77.0,142.0,20.0,1.697,0,s541
smaller_sooner,25.0,108.0,20.0,0.962,0,s541
smaller_sooner,33.0,163.0,20.0,1.025,0,s541
smaller_sooner,29.0,75.0,20.0,0.761,0,s541
smaller_sooner,45.0,157.0,20.0,1.154,0,s541
smaller_sooner,31.0,74.0,20.0,1.81,0,s541
larger_later,80.0,39.0,20.0,1.193,0,s541
smaller_sooner,22.0,21.0,20.0,2.23,0,s541
smaller_sooner,52.0,139.0,20.0,1.251,0,s541
smaller_sooner,54.0,126.0,20.0,1.418,0,s541
smaller_sooner,23.0,176.0,20.0,0.871,0,s541
smaller_sooner,24.0,87.0,20.0,1.007,0,s541
smaller_sooner,36.0,140.0,20.0,1.014,0,s541
smaller_sooner,35.0,171.0,20.0,0.8,0,s541
smaller_sooner,34.0,43.0,20.0,0.6,0,s541
smaller_sooner,74.0,121.0,20.0,1.425,0,s541
smaller_sooner,45.0,107.0,20.0,1.87,0,s541
larger_later,77.0,24.0,20.0,1.219,0,s541
smaller_sooner,39.0,161.0,20.0,1.276,0,s541
smaller_sooner,62.0,180.0,20.0,1.578,0,s541
smaller_sooner,24.0,139.0,20.0,1.722,0,s541
smaller_sooner,58.0,72.0,20.0,0.926,0,s541
smaller_sooner,56.0,93.0,20.0,1.22,0,s541
larger_later,45.0,26.0,20.0,2.073,0,s541
smaller_sooner,23.0,42.0,20.0,2.101,0,s541
larger_later,50.0,41.0,20.0,1.593,0,s541
smaller_sooner,25.0,176.0,20.0,0.846,0,s541
larger_later,54.0,22.0,20.0,1.119,0,s541
smaller_sooner,29.0,44.0,20.0,1.79,0,s541
smaller_sooner,24.0,89.0,20.0,1.2,0,s541
smaller_sooner,23.0,77.0,20.0,1.041,0,s541
smaller_sooner,27.0,130.0,20.0,0.953,0,s541
smaller_sooner,23.0,134.0,20.0,1.029,0,s541
smaller_sooner,55.0,107.0,20.0,1.25,0,s541
smaller_sooner,44.0,143.0,20.0,1.129,0,s541
smaller_sooner,23.0,110.0,20.0,1.013,0,s541
smaller_sooner,65.0,156.0,20.0,1.123,0,s541
smaller_sooner,22.0,27.0,20.0,1.308,0,s541
larger_later,50.0,59.0,20.0,2.336,0,s541
smaller_sooner,85.0,129.0,20.0,3.32,0,s541
larger_later,66.0,58.0,20.0,2.948,0,s541
smaller_sooner,49.0,172.0,20.0,1.107,0,s541
smaller_sooner,73.0,44.0,20.0,1.521,0,s541
smaller_sooner,58.0,73.0,20.0,1.893,0,s541
larger_later,71.0,76.0,20.0,1.229,0,s541
smaller_sooner,74.0,121.0,20.0,1.574,0,s546
smaller_sooner,45.0,107.0,20.0,1.481,0,s546
smaller_sooner,77.0,24.0,20.0,1.833,0,s546
smaller_sooner,39.0,161.0,20.0,1.242,0,s546
smaller_sooner,62.0,180.0,20.0,2.432,0,s546
smaller_sooner,24.0,139.0,20.0,1.565,0,s546
smaller_sooner,58.0,72.0,20.0,2.348,0,s546
smaller_sooner,56.0,93.0,20.0,1.651,0,s546
larger_later,45.0,26.0,20.0,1.954,0,s546
smaller_sooner,23.0,42.0,20.0,2.822,0,s546
larger_later,50.0,41.0,20.0,1.391,0,s546
smaller_sooner,25.0,176.0,20.0,1.35,0,s546
larger_later,54.0,22.0,20.0,1.982,0,s546
smaller_sooner,29.0,44.0,20.0,1.582,0,s546
smaller_sooner,24.0,89.0,20.0,1.035,0,s546
smaller_sooner,23.0,77.0,20.0,1.053,0,s546
smaller_sooner,27.0,130.0,20.0,1.101,0,s546
smaller_sooner,23.0,134.0,20.0,0.825,0,s546
smaller_sooner,55.0,107.0,20.0,2.205,0,s546
smaller_sooner,44.0,143.0,20.0,3.303,0,s546
smaller_sooner,23.0,110.0,20.0,0.862,0,s546
smaller_sooner,65.0,156.0,20.0,2.701,0,s546
smaller_sooner,22.0,27.0,20.0,2.31,0,s546
larger_later,50.0,59.0,20.0,3.068,0,s546
smaller_sooner,85.0,129.0,20.0,1.512,0,s546
larger_later,66.0,58.0,20.0,2.861,0,s546
smaller_sooner,49.0,172.0,20.0,1.124,0,s546
larger_later,73.0,44.0,20.0,2.573,0,s546
smaller_sooner,58.0,73.0,20.0,2.384,0,s546
smaller_sooner,71.0,76.0,20.0,2.551,0,s546
smaller_sooner,67.0,74.0,20.0,3.133,0,s546
smaller_sooner,29.0,58.0,20.0,1.818,0,s546
smaller_sooner,39.0,104.0,20.0,3.374,0,s546
smaller_sooner,33.0,103.0,20.0,0.98,0,s546
smaller_sooner,33.0,78.0,20.0,1.137,0,s546
larger_later,74.0,52.0,20.0,1.615,0,s546
smaller_sooner,28.0,132.0,20.0,1.962,0,s546
smaller_sooner,28.0,59.0,20.0,1.774,0,s546
smaller_sooner,28.0,163.0,20.0,1.935,0,s546
smaller_sooner,32.0,74.0,20.0,1.96,0,s546
smaller_sooner,57.0,89.0,20.0,2.832,0,s546
smaller_sooner,70.0,108.0,20.0,1.07,0,s546
smaller_sooner,72.0,95.0,20.0,1.014,0,s546
smaller_sooner,30.0,36.0,20.0,1.586,0,s546
smaller_sooner,41.0,129.0,20.0,1.365,0,s546
smaller_sooner,78.0,129.0,20.0,2.348,0,s546
larger_later,71.0,88.0,20.0,2.429,0,s546
smaller_sooner,65.0,159.0,20.0,0.929,0,s546
smaller_sooner,24.0,125.0,20.0,0.86,0,s546
smaller_sooner,58.0,36.0,20.0,3.469,0,s546
larger_later,63.0,37.0,20.0,1.344,0,s546
larger_later,75.0,41.0,20.0,2.466,0,s546
smaller_sooner,45.0,72.0,20.0,1.642,0,s546
smaller_sooner,25.0,74.0,20.0,1.62,0,s546
smaller_sooner,65.0,137.0,20.0,1.115,0,s546
smaller_sooner,49.0,140.0,20.0,1.173,0,s546
smaller_sooner,67.0,103.0,20.0,1.643,0,s546
smaller_sooner,69.0,172.0,20.0,1.432,0,s546
larger_later,66.0,71.0,20.0,3.018,0,s546
smaller_sooner,71.0,176.0,20.0,0.876,0,s546
smaller_sooner,31.0,76.0,20.0,0.967,0,s546
larger_later,43.0,19.0,20.0,2.111,0,s546
smaller_sooner,60.0,124.0,20.0,1.018,0,s546
smaller_sooner,27.0,142.0,20.0,0.9,0,s546
smaller_sooner,25.0,70.0,20.0,1.55,0,s546
smaller_sooner,44.0,92.0,20.0,2.907,0,s546
smaller_sooner,41.0,27.0,20.0,2.791,0,s546
smaller_sooner,64.0,89.0,20.0,1.933,0,s546
smaller_sooner,78.0,108.0,20.0,2.136,0,s546
smaller_sooner,80.0,145.0,20.0,1.197,0,s546
smaller_sooner,41.0,174.0,20.0,2.641,0,s546
smaller_sooner,42.0,145.0,20.0,3.814,0,s546
smaller_sooner,36.0,114.0,20.0,1.405,0,s546
larger_later,58.0,55.0,20.0,3.05,0,s546
larger_later,81.0,58.0,20.0,2.337,0,s546
smaller_sooner,32.0,111.0,20.0,1.063,0,s546
smaller_sooner,25.0,141.0,20.0,1.207,0,s546
larger_later,67.0,23.0,20.0,4.107,0,s546
smaller_sooner,77.0,161.0,20.0,0.967,0,s546
smaller_sooner,55.0,163.0,20.0,1.243,0,s546
smaller_sooner,40.0,159.0,20.0,1.391,0,s546
smaller_sooner,76.0,161.0,20.0,1.346,0,s546
smaller_sooner,48.0,128.0,20.0,1.065,0,s546
smaller_sooner,39.0,95.0,20.0,1.278,0,s546
smaller_sooner,83.0,105.0,20.0,1.854,0,s546
smaller_sooner,67.0,41.0,20.0,2.791,0,s546
smaller_sooner,56.0,172.0,20.0,0.924,0,s546
smaller_sooner,28.0,123.0,20.0,1.186,0,s546
smaller_sooner,50.0,129.0,20.0,0.727,0,s546
smaller_sooner,23.0,61.0,20.0,2.292,0,s546
smaller_sooner,79.0,92.0,20.0,1.549,0,s546
smaller_sooner,61.0,141.0,20.0,1.801,0,s546
smaller_sooner,43.0,38.0,20.0,1.897,0,s546
smaller_sooner,66.0,145.0,20.0,0.862,0,s546
smaller_sooner,30.0,23.0,20.0,1.318,0,s546
smaller_sooner,32.0,57.0,20.0,0.918,0,s546
smaller_sooner,27.0,91.0,20.0,1.087,0,s546
smaller_sooner,43.0,120.0,20.0,1.427,0,s546
larger_later,75.0,60.0,20.0,2.157,0,s546
smaller_sooner,34.0,176.0,20.0,0.984,0,s546
smaller_sooner,24.0,38.0,20.0,0.966,0,s546
larger_later,82.0,74.0,20.0,2.878,0,s546
larger_later,58.0,53.0,20.0,1.689,0,s546
smaller_sooner,54.0,23.0,20.0,1.506,0,s546
smaller_sooner,41.0,55.0,20.0,4.522,0,s546
smaller_sooner,77.0,142.0,20.0,1.181,0,s546
smaller_sooner,25.0,108.0,20.0,0.773,0,s546
smaller_sooner,33.0,163.0,20.0,1.091,0,s546
smaller_sooner,29.0,75.0,20.0,1.892,0,s546
smaller_sooner,45.0,157.0,20.0,0.95,0,s546
smaller_sooner,31.0,74.0,20.0,1.277,0,s546
larger_later,80.0,39.0,20.0,1.506,0,s546
false,22.0,21.0,20.0,5.045999999999935,1,s546
smaller_sooner,52.0,139.0,20.0,1.154,0,s546
smaller_sooner,54.0,126.0,20.0,0.755,0,s546
smaller_sooner,23.0,176.0,20.0,0.818,0,s546
smaller_sooner,24.0,87.0,20.0,1.122,0,s546
smaller_sooner,36.0,140.0,20.0,1.196,0,s546
smaller_sooner,35.0,171.0,20.0,1.619,0,s546
larger_later,34.0,43.0,20.0,2.648,0,s546
larger_later,74.0,121.0,20.0,0.957,0,s548
larger_later,45.0,107.0,20.0,2.113,0,s548
smaller_sooner,77.0,24.0,20.0,2.946,0,s548
larger_later,39.0,161.0,20.0,2.066,0,s548
larger_later,62.0,180.0,20.0,3.282,0,s548
smaller_sooner,24.0,139.0,20.0,1.844,0,s548
larger_later,58.0,72.0,20.0,2.979,0,s548
larger_later,56.0,93.0,20.0,3.706,0,s548
larger_later,45.0,26.0,20.0,1.787,0,s548
smaller_sooner,23.0,42.0,20.0,1.2,0,s548
larger_later,50.0,41.0,20.0,2.32,0,s548
smaller_sooner,25.0,176.0,20.0,0.9,0,s548
larger_later,54.0,22.0,20.0,1.484,0,s548
smaller_sooner,29.0,44.0,20.0,2.402,0,s548
smaller_sooner,24.0,89.0,20.0,1.915,0,s548
larger_later,23.0,77.0,20.0,3.212,0,s548
smaller_sooner,27.0,130.0,20.0,2.069,0,s548
smaller_sooner,23.0,134.0,20.0,0.93,0,s548
smaller_sooner,55.0,107.0,20.0,2.154,0,s548
larger_later,44.0,143.0,20.0,3.523,0,s548
smaller_sooner,23.0,110.0,20.0,1.272,0,s548
smaller_sooner,65.0,156.0,20.0,1.4,0,s548
larger_later,22.0,27.0,20.0,2.285,0,s548
larger_later,50.0,59.0,20.0,3.073,0,s548
larger_later,85.0,129.0,20.0,3.857,0,s548
larger_later,66.0,58.0,20.0,2.306,0,s548
smaller_sooner,49.0,172.0,20.0,1.27,0,s548
larger_later,73.0,44.0,20.0,1.944,0,s548
larger_later,58.0,73.0,20.0,3.034,0,s548
larger_later,71.0,76.0,20.0,1.935,0,s548
smaller_sooner,67.0,74.0,20.0,2.462,0,s548
larger_later,29.0,58.0,20.0,2.191,0,s548
smaller_sooner,39.0,104.0,20.0,3.224,0,s548
smaller_sooner,33.0,103.0,20.0,1.437,0,s548
larger_later,33.0,78.0,20.0,3.585,0,s548
larger_later,74.0,52.0,20.0,3.849,0,s548
larger_later,28.0,132.0,20.0,2.963,0,s548
larger_later,28.0,59.0,20.0,2.958,0,s548
larger_later,28.0,163.0,20.0,1.359,0,s548
false,32.0,74.0,20.0,4.501999999999981,1,s548
larger_later,57.0,89.0,20.0,0.433,0,s548
larger_later,70.0,108.0,20.0,3.277,0,s548
smaller_sooner,72.0,95.0,20.0,2.305,0,s548
larger_later,30.0,36.0,20.0,2.013,0,s548
larger_later,41.0,129.0,20.0,3.259,0,s548
larger_later,78.0,129.0,20.0,1.325,0,s548
larger_later,71.0,88.0,20.0,1.26,0,s548
smaller_sooner,65.0,159.0,20.0,1.35,0,s548
larger_later,24.0,125.0,20.0,1.566,0,s548
smaller_sooner,58.0,36.0,20.0,1.551,0,s548
smaller_sooner,63.0,37.0,20.0,3.193,0,s548
larger_later,75.0,41.0,20.0,1.012,0,s548
smaller_sooner,45.0,72.0,20.0,1.98,0,s548
larger_later,25.0,74.0,20.0,1.953,0,s548
smaller_sooner,65.0,137.0,20.0,3.14,0,s548
smaller_sooner,49.0,140.0,20.0,0.973,0,s548
smaller_sooner,67.0,103.0,20.0,1.255,0,s548
smaller_sooner,69.0,172.0,20.0,1.007,0,s548
larger_later,66.0,71.0,20.0,1.611,0,s548
smaller_sooner,71.0,176.0,20.0,0.626,0,s548
larger_later,31.0,76.0,20.0,2.644,0,s548
larger_later,43.0,19.0,20.0,2.466,0,s548
smaller_sooner,60.0,124.0,20.0,1.911,0,s548
smaller_sooner,27.0,142.0,20.0,1.192,0,s548
smaller_sooner,25.0,70.0,20.0,2.487,0,s548
smaller_sooner,44.0,92.0,20.0,1.974,0,s548
larger_later,41.0,27.0,20.0,0.864,0,s548
larger_later,64.0,89.0,20.0,2.191,0,s548
larger_later,78.0,108.0,20.0,2.65,0,s548
smaller_sooner,80.0,145.0,20.0,2.258,0,s548
smaller_sooner,41.0,174.0,20.0,2.378,0,s548
smaller_sooner,42.0,145.0,20.0,1.486,0,s548
smaller_sooner,36.0,114.0,20.0,2.999,0,s548
larger_later,58.0,55.0,20.0,2.47,0,s548
larger_later,81.0,58.0,20.0,2.118,0,s548
smaller_sooner,32.0,111.0,20.0,1.071,0,s548
smaller_sooner,25.0,141.0,20.0,1.243,0,s548
larger_later,67.0,23.0,20.0,1.874,0,s548
smaller_sooner,77.0,161.0,20.0,1.482,0,s548
smaller_sooner,55.0,163.0,20.0,1.705,0,s548
smaller_sooner,40.0,159.0,20.0,1.162,0,s548
smaller_sooner,76.0,161.0,20.0,1.131,0,s548
smaller_sooner,48.0,128.0,20.0,1.58,0,s548
smaller_sooner,39.0,95.0,20.0,2.584,0,s548
larger_later,83.0,105.0,20.0,1.456,0,s548
larger_later,67.0,41.0,20.0,1.059,0,s548
smaller_sooner,56.0,172.0,20.0,0.738,0,s548
smaller_sooner,28.0,123.0,20.0,1.119,0,s548
smaller_sooner,50.0,129.0,20.0,1.874,0,s548
larger_later,23.0,61.0,20.0,0.728,0,s548
larger_later,79.0,92.0,20.0,2.442,0,s548
smaller_sooner,61.0,141.0,20.0,2.951,0,s548
larger_later,43.0,38.0,20.0,3.372,0,s548
smaller_sooner,66.0,145.0,20.0,1.34,0,s548
smaller_sooner,30.0,23.0,20.0,2.531,0,s548
smaller_sooner,32.0,57.0,20.0,1.631,0,s548
smaller_sooner,27.0,91.0,20.0,0.887,0,s548
smaller_sooner,43.0,120.0,20.0,1.746,0,s548
larger_later,75.0,60.0,20.0,1.024,0,s548
smaller_sooner,34.0,176.0,20.0,1.159,0,s548
smaller_sooner,24.0,38.0,20.0,0.732,0,s548
larger_later,82.0,74.0,20.0,1.347,0,s548
smaller_sooner,58.0,53.0,20.0,2.41,0,s548
larger_later,54.0,23.0,20.0,1.679,0,s548
false,41.0,55.0,20.0,5.046000000000049,1,s548
larger_later,77.0,142.0,20.0,0.635,0,s548
smaller_sooner,25.0,108.0,20.0,0.809,0,s548
smaller_sooner,33.0,163.0,20.0,0.883,0,s548
smaller_sooner,29.0,75.0,20.0,1.045,0,s548
smaller_sooner,45.0,157.0,20.0,1.262,0,s548
smaller_sooner,31.0,74.0,20.0,1.346,0,s548
larger_later,80.0,39.0,20.0,1.461,0,s548
larger_later,22.0,21.0,20.0,2.305,0,s548
smaller_sooner,52.0,139.0,20.0,2.263,0,s548
smaller_sooner,54.0,126.0,20.0,1.467,0,s548
smaller_sooner,23.0,176.0,20.0,2.566,0,s548
smaller_sooner,24.0,87.0,20.0,1.532,0,s548
smaller_sooner,36.0,140.0,20.0,1.813,0,s548
smaller_sooner,35.0,171.0,20.0,0.803,0,s548
smaller_sooner,34.0,43.0,20.0,0.716,0,s548
larger_later,74.0,121.0,20.0,1.82,0,s549
larger_later,45.0,107.0,20.0,1.508,0,s549
larger_later,77.0,24.0,20.0,0.745,0,s549
larger_later,39.0,161.0,20.0,0.765,0,s549
larger_later,62.0,180.0,20.0,0.878,0,s549
