epoch,train_loss,train_acc,val_loss,val_acc
1,0.4306671491691044,0.7704198807477951,0.24283589848450252,0.9398496236119952
2,0.1648189052939415,0.9654163633074079,0.2402270414999553,0.9440789478165763
3,0.11804138922265597,0.9743022833551679,0.20955615171364375,0.9440789478165763
4,0.11539066795791898,0.973540587084634,0.20512498489448003,0.9465628436633519
5,0.10753827382411275,0.9759346672466823,0.19960978840078628,0.9526718599455697
6,0.10310066757457596,0.9765333448137555,0.1968266431774412,0.9554914236068726
7,0.1102772168815136,0.9737478239195687,0.1827056748526437,0.9554914236068726
8,0.0961808365370546,0.9765930005482265,0.17171237830604827,0.9554914236068726
9,0.0909247158893517,0.9758219974381583,0.16812721001250402,0.9554914236068726
10,0.08227413786309105,0.9770038979394096,0.16037835500070027,0.9583109702382769
11,0.08123038283416203,0.9787846207618713,0.15370278379746846,0.9616004398890904
12,0.0809307721044336,0.9784016183444432,0.15645841083356313,0.9616004398890904
13,0.07910702111465591,0.9792324985776629,0.15136751319680894,0.9620703629084996
14,0.0871621301131589,0.9756211468151638,0.15477732994726726,0.9620703629084996
15,0.08371907259736742,0.9776562282017299,0.15140616787331446,0.9620703629084996
16,0.07591900761638369,0.9797180635588509,0.15308695499386107,0.9616004398890904
17,0.07665097447378295,0.9795337319374084,0.15349247519459044,0.9616004398890904
18,0.07382600727890219,0.9798187528337751,0.15169365491185868,0.9620703629084996
19,0.08376383834651538,0.9760071805545262,0.15378630693469728,0.9620703629084996
20,0.07419955836875099,0.9796188729149955,0.1539692059159279,0.9620703629084996
21,0.07415512204170227,0.9796176127025059,0.15375067932265146,0.9616004398890904
22,0.08072463529450553,0.9772689768246242,0.15422011060374125,0.9616004398890904
23,0.0736137931900365,0.9794610227857318,0.15172349980899266,0.9620703629084996
