epoch,train_loss,train_acc,val_loss,val_acc
1,0.47716509444372995,0.782824422631945,0.30302323613848003,0.8952739068440029
2,0.14615260703223093,0.9669332504272461,0.23656012756483896,0.9171589698110308
3,0.12661337958914892,0.9681944932256427,0.239871512566294,0.9304511206490653
4,0.13307540065475873,0.9691852756908962,0.2365491624389376,0.9379699230194092
5,0.11930124993835177,0.9733841419219971,0.22770940405981882,0.9379699230194092
6,0.11670152470469475,0.9733991026878357,0.22032261533396585,0.9379699230194092
7,0.11578409586633955,0.9727534140859332,0.2155191706759589,0.9440789478165763
8,0.1113738449556487,0.9743724550519671,0.2108256838151387,0.9440789478165763
9,0.12351084394114357,0.9709474955286298,0.20728405245712825,0.9465628436633519
10,0.10749460863215583,0.9753628884043012,0.20096602397305624,0.9465628436633519
11,0.10284877834575516,0.975619409765516,0.19210914628846304,0.9465628436633519
12,0.09608762604849679,0.9760077340262276,0.18231980289731706,0.9465628436633519
13,0.08877427982432502,0.9765652588435582,0.17624677185501372,0.9493823817798069
14,0.10118269547820091,0.969114397253309,0.17249891800539835,0.9493823817798069
15,0.08569416510207313,0.976332996572767,0.16306889057159424,0.9493823817798069
16,0.08646790151085172,0.9758200900895255,0.16112361316170012,0.9554914236068726
17,0.08131823316216469,0.9768525447164264,0.15856134785073145,0.9564312696456909
18,0.08111024488295827,0.9762363433837891,0.15799990402800695,0.9564312696456909
19,0.09160003012844495,0.971966666834695,0.15604334324598312,0.9592508162770953
20,0.07776445948651858,0.9778993640627179,0.15735188658748353,0.9597207392965045
21,0.08007472913180079,0.9785589831215995,0.15419274462120874,0.9616004398890904
22,0.07698445128543037,0.9794025676591056,0.1567323143993105,0.9616004398890904
23,0.08368948900273868,0.9770823291369847,0.15361069994313375,0.9620703629084996
24,0.07585342121975762,0.9793301905904498,0.15532659739255905,0.9616004398890904
25,0.08631423168948718,0.9737862093108041,0.15239399671554565,0.9620703629084996
26,0.07705848078642573,0.9786878228187561,0.15360091413770402,0.9616004398890904
27,0.07665998648319926,0.9786582503999982,0.15326975179570063,0.9616004398890904
28,0.08318488672375679,0.9767965418951852,0.15500736555882863,0.9616004398890904
29,0.0778517063174929,0.9784705127988543,0.15480505781514303,0.9616004398890904
30,0.07489123993686267,0.9784438269478934,0.1531000563076564,0.9616004398890904
31,0.07750963153583663,0.9763091376849583,0.1570830164211137,0.9616004398890904
32,0.07098559822354998,0.9800203101975578,0.1545527077146939,0.9620703629084996
33,0.07003626626517091,0.9795184135437012,0.15520788516317094,0.9620703629084996
34,0.0710027287048953,0.9793608358928135,0.1595879260982786,0.9616004398890904
35,0.0748132009591375,0.9786304235458374,0.15532572673899786,0.9616004398890904
