epoch,train_loss,train_acc,val_loss,val_acc
1,0.36480563772576197,0.8564520563398089,0.23299267036574228,0.9380370633942741
2,0.11990422489387649,0.9690080199922834,0.23322288053376333,0.9413265245301383
3,0.12523723712989263,0.969070417540414,0.22085261132035935,0.9456901124545506
4,0.11313210693853241,0.9717215469905308,0.2045755216053554,0.9456901124545506
5,0.11134834960103035,0.9699158413069588,0.19596228642123087,0.9483082635062081
6,0.09913694752114159,0.9714630757059369,0.18188643881252833,0.9483082635062081
7,0.10053419641086034,0.968637364251273,0.1790096844945635,0.9517320139067513
8,0.08808702656200953,0.9737978151866368,0.16863265207835607,0.9564312611307416
9,0.09127638888146196,0.9727227858134678,0.16870756234441484,0.9550214920725141
10,0.0830824188888073,0.9758480616978237,0.15865322734628404,0.9597207392965045
11,0.08635014934199196,0.975806040423257,0.15971634536981583,0.9606605853353228
12,0.08169750443526677,0.9778992874281747,0.15977433110986436,0.961130508354732
13,0.08400817002568926,0.9760078106607709,0.15890966887984956,0.9616004398890904
14,0.07729161796825272,0.9794439417975289,0.1625756397843361,0.9611305168696812
15,0.0781090637402875,0.9788308484213692,0.15964257504258836,0.9616004398890904
16,0.07779556885361671,0.9791602747780936,0.1595162291611944,0.9616004398890904
17,0.07650526719433921,0.9795911908149719,0.15539725444146565,0.9620703629084996
18,0.0769038860286985,0.9793603079659599,0.1592513227037021,0.9611305168696812
19,0.0863570302192654,0.9753588693482536,0.15533803509814398,0.962540294442858
20,0.07402406792555537,0.9797471506255013,0.1580474887575422,0.9620703629084996
21,0.074309589607375,0.9795910545757839,0.1539486689226968,0.962540294442858
22,0.0743423370378358,0.9794897437095642,0.16045624975647246,0.9616004398890904
23,0.0733162590435573,0.9796901771000454,0.15581974812916347,0.962540294442858
24,0.07977058951343809,0.9769105570656913,0.1582739438329424,0.962540294442858
25,0.07794426009058952,0.9779127836227417,0.1597720661333629,0.962540294442858
26,0.07938805967569351,0.974975722176688,0.16115953028202057,0.962540294442858
27,0.06913914637906211,0.9799199955804008,0.16541919644389833,0.962540294442858
28,0.0699121430516243,0.9791022964886257,0.16404902083533152,0.962540294442858
29,0.0693785548210144,0.9795609627451215,0.16317989783627646,0.962540294442858
30,0.07611098779099328,0.9759495684078762,0.15366662187235697,0.9637486594063895
31,0.06775526223438126,0.980105595929282,0.16350469631808145,0.9632787449019296
32,0.07139918420995985,0.9769682458468846,0.16014213860034943,0.9642185994556972
33,0.06687923095055989,0.9789596966334752,0.16056000973497117,0.9642185994556972
34,0.06374651938676834,0.978685702596392,0.16857339654650008,0.9609291127749852
35,0.06386639390672956,0.9783571107046944,0.1883744469710759,0.9560956018311637
36,0.0699014136833804,0.9775543553488595,0.16831168745245254,0.9628088218825204
37,0.06591987343771118,0.9797758970941816,0.16638766654900142,0.9612647805895124
38,0.06196603604725429,0.979832512991769,0.16072516036885126,0.9612647805895124
39,0.059278969785996845,0.980436486857278,0.15791142412594386,0.9609291127749852
40,0.053178099915385246,0.9818541066987174,0.16888955874102457,0.9599892582212176
