epoch,train_loss,train_acc,val_loss,val_acc
1,0.38752430783850805,0.818443409034184,0.23480541365487234,0.9407894696508136
2,0.12891878506967,0.9744008438927787,0.23236127410616195,0.9436090162822178
3,0.12434996238776616,0.9739287410463605,0.2062407753297261,0.9468985029629299
4,0.11220339951770646,0.9765950441360474,0.2000773229769298,0.9554914236068726
5,0.10952688806823321,0.9762073244367327,0.2017370526279722,0.9554914236068726
6,0.10190321238977569,0.9764642374856132,0.18467859604528972,0.9554914236068726
7,0.10964992003781455,0.9696290578160968,0.17391750535794667,0.9554914236068726
8,0.08610852967415537,0.9768481595175607,0.16593318432569504,0.9554914236068726
9,0.08406285835163933,0.9764953085354396,0.16034595987626485,0.9587808932576861
10,0.07899756383683,0.9785704186984471,0.1604552843741008,0.9583109702382769
11,0.08138746236051832,0.9774410384041923,0.15545779998813355,0.9611305168696812
12,0.07641219347715378,0.9787166203771319,0.15667874472481863,0.9611305168696812
13,0.07657756177442414,0.9792611598968506,0.15389196361814225,0.9620703629084996
14,0.0750591132257666,0.979715176991054,0.1576850414276123,0.9620703629084996
15,0.08195089282734054,0.9773965563092913,0.15532600666795457,0.9620703629084996
16,0.07727432144539696,0.9790735074451992,0.156734008874212,0.9620703629084996
17,0.07338212909443038,0.979718770299639,0.15417674716029847,0.9620703629084996
18,0.08695993040289197,0.9728838205337524,0.1542894510286195,0.9620703629084996
19,0.0719779971987009,0.9799775225775582,0.16009154383625304,0.9620703629084996
20,0.07765314089400428,0.9784548538071769,0.1544805115887097,0.9620703629084996
21,0.07717154334698405,0.9775814669472831,0.15422723442316055,0.9620703629084996
22,0.07448923321706909,0.9790719662393842,0.15611123612948827,0.9620703629084996
23,0.0795783709202494,0.9754908084869385,0.15355352205889566,0.9620703629084996
24,0.07810237418328013,0.977295960698809,0.15534421056509018,0.9620703629084996
25,0.07548670470714569,0.9784590772220066,0.15861185427222932,0.9620703629084996
26,0.07293704152107239,0.9788745641708374,0.15452855825424194,0.9620703629084996
27,0.06821658861424242,0.9798769950866699,0.15212421651397431,0.962540294442858
28,0.07012685920510973,0.9795289295060294,0.16342778184584209,0.9601906708308628
29,0.07388830717120852,0.977654116494315,0.15427077561616898,0.962540294442858
30,0.06657709713493075,0.979719340801239,0.15614860504865646,0.962540294442858
31,0.06412432608859879,0.9796909434454781,0.1586158573627472,0.9611305168696812
32,0.07650281063147954,0.9729837775230408,0.157978532569749,0.9646885224751064
33,0.0594968566937106,0.9803505710193089,0.16559211696897233,0.960660593850272
34,0.06219300947019032,0.9788012760026115,0.16403431551797049,0.9636144042015076
35,0.05548213102987835,0.9806493520736694,0.17165901405470713,0.9598549945013863
36,0.05297983490994999,0.9816250886235919,0.16757552538599288,0.9649570413998195
37,0.053833291200654845,0.9796892063958305,0.17323893308639526,0.9603249260357448
