model_name,test_fold,val_fold,participant_emb_dim,hyper_hidden_dim,hidden_dim,n_epochs,lr,patience,best_val_loss,test_accuracy,test_balanced_accuracy,test_auc,n_pred_0,n_pred_1,model_path
HyperRNN,1,2,2,16,32,400,0.005,50,0.4040015297276633,0.8227771010962242,0.6700091377386108,0.8103436004488205,4242,684,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_16hyperh_32hidden.pt
HyperRNN,2,3,2,16,32,400,0.005,50,0.40165212750434875,0.8155537459283387,0.613776370477779,0.8099576145054151,4476,436,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_16hyperh_32hidden.pt
HyperRNN,3,4,2,16,32,400,0.005,50,0.4339821253504072,0.8192401960784313,0.6085010473214594,0.8050222034229226,4490,406,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_16hyperh_32hidden.pt
HyperRNN,4,0,2,16,32,400,0.005,50,0.39640972869736807,0.8079606073040624,0.6465109408216838,0.800246321230347,4231,643,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_16hyperh_32hidden.pt
HyperRNN,0,1,2,16,64,400,0.005,50,0.40065539734704153,0.8293274086043224,0.6430788929480568,0.8206820248868204,4441,510,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_16hyperh_64hidden.pt
HyperRNN,1,2,2,16,64,400,0.005,50,0.41606502873556955,0.8099878197320342,0.5937929307017779,0.7903574506533396,4559,367,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_16hyperh_64hidden.pt
HyperRNN,2,3,2,16,64,400,0.005,50,0.40133158223969595,0.8061889250814332,0.626007670861322,0.8011250747964477,4330,582,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_16hyperh_64hidden.pt
HyperRNN,3,4,2,16,64,400,0.005,50,0.42485123021262033,0.8196486928104575,0.6110418125251691,0.8151244293807403,4480,416,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_16hyperh_64hidden.pt
HyperRNN,4,0,2,16,64,400,0.005,50,0.3936957972390311,0.8034468608945424,0.6087406114506904,0.8034335266047006,4413,461,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_16hyperh_64hidden.pt
HyperRNN,0,1,2,32,2,400,0.005,50,0.40509083441325594,0.8222581296707736,0.6243625864407985,0.8188289780550884,4482,469,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_32hyperh_2hidden.pt
HyperRNN,1,2,2,32,2,400,0.005,50,0.4037014884608133,0.8189200162403573,0.6227455021173631,0.8049635976368243,4473,453,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_32hyperh_2hidden.pt
HyperRNN,2,3,2,32,2,400,0.005,50,0.39606415799685885,0.8188110749185668,0.6310665847311314,0.8091720626060142,4408,504,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_32hyperh_2hidden.pt
HyperRNN,3,4,2,32,2,400,0.005,50,0.42934922661100117,0.8165849673202614,0.6319771926481336,0.8052555336971812,4345,551,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_32hyperh_2hidden.pt
