model_name,test_fold,val_fold,participant_emb_dim,hyper_hidden_dim,hidden_dim,n_epochs,lr,patience,best_val_loss,test_accuracy,test_balanced_accuracy,test_auc,n_pred_0,n_pred_1,model_path
HyperRNN,4,0,2,32,2,400,0.005,50,0.3946676083973476,0.8046778826425933,0.6139731406254298,0.815888140715898,4393,481,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_32hyperh_2hidden.pt
HyperRNN,0,1,2,32,4,400,0.005,50,0.40067126069750103,0.8256917794384973,0.6558487584535417,0.8287176529767137,4343,608,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_32hyperh_4hidden.pt
HyperRNN,1,2,2,32,4,400,0.005,50,0.3980451226234436,0.8215590742996346,0.651667481213194,0.8141020854472211,4334,592,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_32hyperh_4hidden.pt
HyperRNN,2,3,2,32,4,400,0.005,50,0.38962301186152865,0.814128664495114,0.6415353125003154,0.8125794002762803,4311,601,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_32hyperh_4hidden.pt
HyperRNN,3,4,2,32,4,400,0.005,50,0.41714443479265484,0.8192401960784313,0.6385896036349088,0.8091977104255607,4332,564,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_32hyperh_4hidden.pt
HyperRNN,4,0,2,32,4,400,0.005,50,0.3857841193675995,0.8120640131308986,0.6453683156738675,0.8173876813111884,4273,601,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_32hyperh_4hidden.pt
HyperRNN,0,1,2,32,8,400,0.005,50,0.4111460702759879,0.8248838618460917,0.6436834069233935,0.8219037553795265,4401,550,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_32hyperh_8hidden.pt
HyperRNN,1,2,2,32,8,400,0.005,50,0.39847872086933683,0.820341047503045,0.6623737941943519,0.8114509175573194,4264,662,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_32hyperh_8hidden.pt
HyperRNN,2,3,2,32,8,400,0.005,50,0.3927654709134783,0.816571661237785,0.6532333255635843,0.8137925406373011,4267,645,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_32hyperh_8hidden.pt
HyperRNN,3,4,2,32,8,400,0.005,50,0.4018334320613316,0.8243464052287581,0.6688256974755354,0.8274809247626207,4215,681,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_32hyperh_8hidden.pt
HyperRNN,4,0,2,32,8,400,0.005,50,0.3891190375600542,0.811653672548215,0.6464745057030875,0.8111352166737017,4263,611,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_32hyperh_8hidden.pt
HyperRNN,0,1,2,32,16,400,0.005,50,0.4021890546594347,0.8184205211068472,0.6543076860541331,0.8191711845374496,4291,660,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_32hyperh_16hidden.pt
HyperRNN,1,2,2,32,16,400,0.005,50,0.40472524080957684,0.8197320341047503,0.6315066430285847,0.8077236492117296,4431,495,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_32hyperh_16hidden.pt
HyperRNN,2,3,2,32,16,400,0.005,50,0.3976161650248936,0.8167752442996743,0.6308708274177289,0.8110645514786236,4392,520,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_32hyperh_16hidden.pt
HyperRNN,3,4,2,32,16,400,0.005,50,0.42207605498177664,0.8200571895424836,0.6387198526236592,0.8103709912364008,4338,558,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_32hyperh_16hidden.pt
HyperRNN,4,0,2,32,16,400,0.005,50,0.3881544811385019,0.810627821091506,0.6352161779858022,0.8121591178636429,4320,554,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_32hyperh_16hidden.pt
HyperRNN,0,1,2,32,32,400,0.005,50,0.40188983508518766,0.8256917794384973,0.6310246886606948,0.8153990376554158,4475,476,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_32hyperh_32hidden.pt
HyperRNN,1,2,2,32,32,400,0.005,50,0.4091758728027344,0.8177019894437678,0.6399069194333153,0.8059912498473506,4367,559,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_32hyperh_32hidden.pt
HyperRNN,2,3,2,32,32,400,0.005,50,0.4012761967522757,0.8122964169381107,0.6247811604776075,0.8083307602346262,4388,524,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_32hyperh_32hidden.pt
HyperRNN,3,4,2,32,32,400,0.005,50,0.4268928723675864,0.8206699346405228,0.6406266614220434,0.8181139166494864,4333,563,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_32hyperh_32hidden.pt
HyperRNN,4,0,2,32,32,400,0.005,50,0.3944630665438516,0.8057037340993024,0.6317303037821388,0.8027835191317834,4298,576,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_32hyperh_32hidden.pt
HyperRNN,0,1,2,32,64,400,0.005,50,0.41130908472197397,0.8254898000403958,0.6489521673077217,0.8125894894086205,4378,573,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_32hyperh_64hidden.pt
HyperRNN,1,2,2,32,64,400,0.005,50,0.40631823028836933,0.8181079983759643,0.6523563703074191,0.8122970137150988,4301,625,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_32hyperh_64hidden.pt
HyperRNN,2,3,2,32,64,400,0.005,50,0.4014317606176649,0.8118892508143323,0.6161809564460159,0.8032751258043457,4432,480,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_32hyperh_64hidden.pt
HyperRNN,3,4,2,32,64,400,0.005,50,0.42603941900389536,0.8196486928104575,0.6346556162142052,0.8135863994057942,4356,540,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_32hyperh_64hidden.pt
HyperRNN,4,0,2,32,64,400,0.005,50,0.3922347468989236,0.8063192449733279,0.6174153918299575,0.8007380714024224,4387,487,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_32hyperh_64hidden.pt
HyperRNN,0,1,2,64,2,400,0.005,50,0.4101873678820474,0.8194304180973541,0.6180796551005787,0.8138963269329458,4492,459,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_64hyperh_2hidden.pt
HyperRNN,1,2,2,64,2,400,0.005,50,0.40829808371407644,0.8152659358505887,0.631912958981568,0.7953578589671584,4391,535,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_64hyperh_2hidden.pt
HyperRNN,2,3,2,64,2,400,0.005,50,0.397932482617242,0.8061889250814332,0.6136739510586535,0.8083675908631787,4398,514,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_64hyperh_2hidden.pt
HyperRNN,3,4,2,64,2,400,0.005,50,0.42181708983012606,0.8241421568627451,0.6507971316104937,0.8158900646539341,4308,588,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_64hyperh_2hidden.pt
HyperRNN,4,0,2,64,2,400,0.005,50,0.38633096643856596,0.8135002051702913,0.6377341668961418,0.8184212489611652,4330,544,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_64hyperh_2hidden.pt
HyperRNN,0,1,2,64,4,400,0.005,50,0.40633116023881094,0.8295293880024237,0.6556173181377056,0.8254266783868789,4376,575,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_64hyperh_4hidden.pt
HyperRNN,1,2,2,64,4,400,0.005,50,0.4081402463572366,0.8160779537149817,0.6657772834169898,0.8100738885685367,4209,717,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_64hyperh_4hidden.pt
HyperRNN,2,3,2,64,4,400,0.005,50,0.3918397511754717,0.8167752442996743,0.6261549933755322,0.8150755582867399,4418,494,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_64hyperh_4hidden.pt
HyperRNN,3,4,2,64,4,400,0.005,50,0.41441924231392996,0.8245506535947712,0.656765707027128,0.8249599178885416,4280,616,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_64hyperh_4hidden.pt
HyperRNN,4,0,2,64,4,400,0.005,50,0.3930853179522923,0.8048830529339351,0.6240234086961953,0.8075112855920918,4336,538,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_64hyperh_4hidden.pt
HyperRNN,0,1,2,64,8,400,0.005,50,0.4023321866989136,0.8262977176328015,0.6633742524554014,0.816366844332888,4308,643,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_64hyperh_8hidden.pt
HyperRNN,1,2,2,64,8,400,0.005,50,0.39244266067232403,0.821153065367438,0.6420869655989989,0.8135129647753787,4384,542,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_64hyperh_8hidden.pt
HyperRNN,2,3,2,64,8,400,0.005,50,0.38713227425302776,0.811685667752443,0.6327393511553213,0.8189319269078518,4339,573,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_64hyperh_8hidden.pt
HyperRNN,3,4,2,64,8,400,0.005,50,0.4150448143482208,0.8272058823529411,0.651952083970821,0.8263398812264411,4327,569,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_64hyperh_8hidden.pt
HyperRNN,4,0,2,64,8,400,0.005,50,0.3958793452807835,0.8073450964300369,0.6327782471931946,0.8083906855973958,4306,568,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_64hyperh_8hidden.pt
HyperRNN,0,1,2,64,16,400,0.005,50,0.40431712354932514,0.825085841244193,0.6690099892790545,0.8144011259533257,4268,683,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_64hyperh_16hidden.pt
HyperRNN,1,2,2,64,16,400,0.005,50,0.3950291233403342,0.8213560698335364,0.6666011533179681,0.8168022010487297,4249,677,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_64hyperh_16hidden.pt
HyperRNN,2,3,2,64,16,400,0.005,50,0.39708336762019564,0.8125,0.6143896256696363,0.8118256337138492,4447,465,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_64hyperh_16hidden.pt
HyperRNN,3,4,2,64,16,400,0.005,50,0.41923996806144714,0.8235294117647058,0.6298469327403061,0.816582386125077,4413,483,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_64hyperh_16hidden.pt
HyperRNN,4,0,2,64,16,400,0.005,50,0.38897365757397245,0.8147312269183422,0.6392042123954257,0.8160720513145271,4332,542,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_64hyperh_16hidden.pt
HyperRNN,0,1,2,64,32,400,0.005,50,0.39890921115875244,0.8277115734195112,0.6653873513167454,0.8224486944327298,4309,642,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_64hyperh_32hidden.pt
HyperRNN,1,2,2,64,32,400,0.005,50,0.3985465679849897,0.8172959805115713,0.6385745926913574,0.806136095116392,4371,555,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_64hyperh_32hidden.pt
HyperRNN,2,3,2,64,32,400,0.005,50,0.4001333372933524,0.8186074918566775,0.6244085656942371,0.8107219761801694,4443,469,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_64hyperh_32hidden.pt
HyperRNN,3,4,2,64,32,400,0.005,50,0.41016667655536104,0.8188316993464052,0.6600435099216713,0.8138988929875869,4216,680,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_64hyperh_32hidden.pt
HyperRNN,4,0,2,64,32,400,0.005,50,0.39210160289491924,0.8030365203118588,0.5992434383945349,0.8068656156332932,4465,409,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_64hyperh_32hidden.pt
HyperRNN,0,1,2,64,64,400,0.005,50,0.4011124500206539,0.8248838618460917,0.6557193195502284,0.8173717424330956,4337,614,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_2pdim_64hyperh_64hidden.pt
HyperRNN,1,2,2,64,64,400,0.005,50,0.4241169605936323,0.8103938286642306,0.5736082429944213,0.7933102962760032,4675,251,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_2pdim_64hyperh_64hidden.pt
HyperRNN,2,3,2,64,64,400,0.005,50,0.38842070528439115,0.817385993485342,0.6269029578526432,0.8205196801688759,4419,493,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_2pdim_64hyperh_64hidden.pt
HyperRNN,3,4,2,64,64,400,0.005,50,0.4268057644367218,0.8208741830065359,0.6338988201937408,0.8080874742849239,4370,526,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_2pdim_64hyperh_64hidden.pt
HyperRNN,4,0,2,64,64,400,0.005,50,0.39845777835164753,0.808370947886746,0.6378797834415522,0.8013542462652143,4285,589,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_2pdim_64hyperh_64hidden.pt
HyperRNN,0,1,4,2,2,400,0.005,50,0.42032749738012043,0.8192284386992527,0.6213383652336506,0.7999448709675779,4473,478,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_2hyperh_2hidden.pt
HyperRNN,1,2,4,2,2,400,0.005,50,0.4065379628113338,0.8097848152659358,0.6259402143660036,0.7993338616023433,4378,548,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_2hyperh_2hidden.pt
HyperRNN,2,3,4,2,2,400,0.005,50,0.4047765476363046,0.8122964169381107,0.6186143005762732,0.8033409668594976,4422,490,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_2hyperh_2hidden.pt
HyperRNN,3,4,4,2,2,400,0.005,50,0.4284820428916386,0.8163807189542484,0.620804247208941,0.8071494735835034,4402,494,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_2hyperh_2hidden.pt
HyperRNN,4,0,4,2,2,400,0.005,50,0.3953328175204141,0.8040623717685679,0.6252096568431473,0.8014504151496726,4322,552,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_2hyperh_2hidden.pt
HyperRNN,0,1,4,2,4,400,0.005,50,0.4035049293722425,0.8246818824479903,0.6443092611693452,0.8244899929373867,4396,555,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_2hyperh_4hidden.pt
HyperRNN,1,2,4,2,4,400,0.005,50,0.39553263783454895,0.8231831100284206,0.6663208277757285,0.8122078589546717,4266,660,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_2hyperh_4hidden.pt
HyperRNN,2,3,4,2,4,400,0.005,50,0.38162699341773987,0.8188110749185668,0.6412237657450937,0.8234719325383971,4352,560,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_2hyperh_4hidden.pt
HyperRNN,3,4,4,2,4,400,0.005,50,0.41653239727020264,0.8214869281045751,0.6540872834610563,0.8189922523949825,4269,627,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_2hyperh_4hidden.pt
HyperRNN,4,0,4,2,4,400,0.005,50,0.3905209217752729,0.8169881001231022,0.6553530253169545,0.8159826985236837,4257,617,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_2hyperh_4hidden.pt
HyperRNN,0,1,4,2,8,400,0.005,50,0.40135277594838825,0.8289234498081196,0.651853046831732,0.8207191163095559,4391,560,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_2hyperh_8hidden.pt
HyperRNN,1,2,4,2,8,400,0.005,50,0.3984313820089613,0.8225740966301258,0.6627085615790931,0.8157398359202781,4281,645,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_2hyperh_8hidden.pt
HyperRNN,2,3,4,2,8,400,0.005,50,0.3817577191761562,0.8255293159609121,0.6577947736833555,0.828066427318034,4317,595,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_2hyperh_8hidden.pt
HyperRNN,3,4,4,2,8,400,0.005,50,0.4161326672349657,0.8308823529411765,0.6645355401654344,0.8215198887086086,4291,605,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_2hyperh_8hidden.pt
HyperRNN,4,0,4,2,8,400,0.005,50,0.3866393438407353,0.8137053754616331,0.6453901271734354,0.8200761964908767,4287,587,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_2hyperh_8hidden.pt
HyperRNN,0,1,4,2,16,400,0.005,50,0.4017686460699354,0.8226620884669764,0.6468065809329764,0.8219032472778451,4366,585,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_2hyperh_16hidden.pt
HyperRNN,1,2,4,2,16,400,0.005,50,0.38972529768943787,0.8276492082825823,0.6698592978051197,0.8194713497306503,4284,642,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_2hyperh_16hidden.pt
HyperRNN,2,3,4,2,16,400,0.005,50,0.3989005557128361,0.819014657980456,0.6446169765989286,0.8126931716014664,4335,577,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_2hyperh_16hidden.pt
HyperRNN,3,4,4,2,16,400,0.005,50,0.4157196709087917,0.8259803921568627,0.6732757412688332,0.8203300992934057,4205,691,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_2hyperh_16hidden.pt
HyperRNN,4,0,4,2,16,400,0.005,50,0.39021257417542593,0.8147312269183422,0.6292849372510422,0.8157504556248758,4390,484,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_2hyperh_16hidden.pt
HyperRNN,0,1,4,2,32,400,0.005,50,0.4038876976285662,0.8242779236517875,0.6312683234168822,0.8156467372250537,4462,489,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_2hyperh_32hidden.pt
HyperRNN,1,2,4,2,32,400,0.005,50,0.4102290996483394,0.8225740966301258,0.6318675075350757,0.8052912476247248,4453,473,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_2hyperh_32hidden.pt
HyperRNN,2,3,4,2,32,400,0.005,50,0.3903527004378183,0.810871335504886,0.61735272541606,0.8109578435616529,4417,495,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_2hyperh_32hidden.pt
HyperRNN,3,4,4,2,32,400,0.005,50,0.4213817928518568,0.8227124183006536,0.6384766431845852,0.8168215659048186,4361,535,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_2hyperh_32hidden.pt
HyperRNN,4,0,4,2,32,400,0.005,50,0.3961322690759386,0.8071399261386951,0.6128087039780457,0.8065025037370782,4421,453,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_2hyperh_32hidden.pt
HyperRNN,0,1,4,2,64,400,0.005,50,0.41170414430754526,0.8212482326802666,0.6199694122787852,0.8117315597197312,4497,454,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_2hyperh_64hidden.pt
HyperRNN,1,2,4,2,64,400,0.005,50,0.4020272493362427,0.8185140073081608,0.6364750854899254,0.8064739841664142,4393,533,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_2hyperh_64hidden.pt
HyperRNN,2,3,4,2,64,400,0.005,50,0.3965456358024052,0.8169788273615635,0.6346267947363482,0.8086050979644267,4373,539,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_2hyperh_64hidden.pt
HyperRNN,3,4,4,2,64,400,0.005,50,0.42948862058775766,0.8218954248366013,0.6528193706504052,0.8115780691900306,4279,617,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_2hyperh_64hidden.pt
HyperRNN,4,0,4,2,64,400,0.005,50,0.39566342319761005,0.802831350020517,0.614162380169976,0.8037749509303224,4376,498,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_2hyperh_64hidden.pt
HyperRNN,0,1,4,4,2,400,0.005,50,0.40525119645254953,0.8196323974954555,0.6306180802902277,0.8131522120206696,4427,524,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_4hyperh_2hidden.pt
HyperRNN,1,2,4,4,2,400,0.005,50,0.40295590673174175,0.8122208688591149,0.622099816870628,0.8066400567593668,4420,506,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_4hyperh_2hidden.pt
HyperRNN,2,3,4,4,2,400,0.005,50,0.39386196221624103,0.816571661237785,0.6350955023243658,0.8084227106737181,4367,545,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_4hyperh_2hidden.pt
HyperRNN,3,4,4,4,2,400,0.005,50,0.42486425808497835,0.8180147058823529,0.6229690841936223,0.8064325841893326,4404,492,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_4hyperh_2hidden.pt
HyperRNN,4,0,4,4,2,400,0.005,50,0.3965220195906503,0.8063192449733279,0.6379380300597164,0.8105567162192542,4267,607,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_4hyperh_2hidden.pt
HyperRNN,0,1,4,4,4,400,0.005,50,0.40993745412145344,0.8267016764290043,0.6485821422583087,0.8225274501933326,4390,561,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_4hyperh_4hidden.pt
HyperRNN,1,2,4,4,4,400,0.005,50,0.397918381861278,0.821153065367438,0.6549971742685876,0.8146402605416763,4312,614,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_4hyperh_4hidden.pt
HyperRNN,2,3,4,4,4,400,0.005,50,0.3973522356578282,0.8137214983713354,0.612620746440799,0.8119081242312237,4467,445,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_4hyperh_4hidden.pt
HyperRNN,3,4,4,4,4,400,0.005,50,0.4176646726472037,0.8253676470588235,0.6439464507670521,0.8187266848460631,4354,542,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_4hyperh_4hidden.pt
HyperRNN,4,0,4,4,4,400,0.005,50,0.3890917939799173,0.8065244152646697,0.6302020116646908,0.8099239348738366,4314,560,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_4hyperh_4hidden.pt
HyperRNN,0,1,4,4,8,400,0.005,50,0.41083585364477976,0.8216521914764694,0.6262401491786537,0.816721880382702,4467,484,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_4hyperh_8hidden.pt
HyperRNN,1,2,4,4,8,400,0.005,50,0.39472765156200956,0.8235891189606172,0.6626325178128464,0.8163072298017642,4290,636,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_4hyperh_8hidden.pt
HyperRNN,2,3,4,4,8,400,0.005,50,0.39891691293035236,0.8104641693811075,0.631968935130668,0.8069668917875771,4333,579,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_4hyperh_8hidden.pt
HyperRNN,3,4,4,4,8,400,0.005,50,0.42507556080818176,0.8220996732026143,0.6335228919747125,0.8125334884188892,4382,514,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_4hyperh_8hidden.pt
HyperRNN,4,0,4,4,8,400,0.005,50,0.38806062936782837,0.8143208863356586,0.6526239853625009,0.8186425861101891,4250,624,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_4hyperh_8hidden.pt
HyperRNN,0,1,4,4,16,400,0.005,50,0.40083364503724234,0.8244799030498889,0.6547142944246003,0.8166832646549229,4339,612,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_4hyperh_16hidden.pt
HyperRNN,1,2,4,4,16,400,0.005,50,0.40533684832709177,0.817092976045473,0.6223085938446254,0.8089386013391194,4460,466,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_4hyperh_16hidden.pt
HyperRNN,2,3,4,4,16,400,0.005,50,0.3968590497970581,0.8114820846905537,0.6170124204988179,0.8077076667241829,4424,488,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_4hyperh_16hidden.pt
HyperRNN,3,4,4,4,16,400,0.005,50,0.41429178629602703,0.8251633986928104,0.646484746179558,0.8228975122443147,4339,557,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_4hyperh_16hidden.pt
HyperRNN,4,0,4,4,16,400,0.005,50,0.3909168115683964,0.8186294624538367,0.6396408141737073,0.8169244348033209,4363,511,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_4hyperh_16hidden.pt
HyperRNN,0,1,4,4,32,400,0.005,50,0.4037840281214033,0.8264996970309029,0.6409333065733115,0.818834313122742,4429,522,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_4hyperh_32hidden.pt
HyperRNN,1,2,4,4,32,400,0.005,50,0.4028279653617314,0.8160779537149817,0.6446188858751638,0.807805686575316,4327,599,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_4hyperh_32hidden.pt
HyperRNN,2,3,4,4,32,400,0.005,50,0.4020919076034001,0.817385993485342,0.628716740176565,0.8059546801638307,4409,503,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_4hyperh_32hidden.pt
HyperRNN,3,4,4,4,32,400,0.005,50,0.42877319029399324,0.8186274509803921,0.639348869446577,0.8062585289039665,4323,573,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_4hyperh_32hidden.pt
HyperRNN,4,0,4,4,32,400,0.005,50,0.38886923449380056,0.814936397209684,0.6451499528202393,0.8124188729948602,4299,575,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold4_4pdim_4hyperh_32hidden.pt
HyperRNN,0,1,4,4,64,400,0.005,50,0.4052481438432421,0.8194304180973541,0.636133524040831,0.8131214718689505,4396,555,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold0_4pdim_4hyperh_64hidden.pt
HyperRNN,1,2,4,4,64,400,0.005,50,0.40719893148967196,0.8213560698335364,0.6217740398818962,0.809565931194002,4499,427,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold1_4pdim_4hyperh_64hidden.pt
HyperRNN,2,3,4,4,64,400,0.005,50,0.40387912733214243,0.8143322475570033,0.6137314673826945,0.797131474244291,4466,446,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold2_4pdim_4hyperh_64hidden.pt
HyperRNN,3,4,4,4,64,400,0.005,50,0.425080622945513,0.8202614379084967,0.6319920113953567,0.8140683986575776,4375,521,./Results/NN_Results/hyper_rnn/cct/cct_hyper_rnn_fold3_4pdim_4hyperh_64hidden.pt
