participant_emb_dim,hyper_hidden_dim,hidden_dim,lr,patience,mean_best_val_loss,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_auc,sd_test_accuracy,sd_test_balanced_accuracy,sd_test_auc
4,2,64,0.005,50,0.4070858146463122,0.8162935684414219,0.631610608665088,0.8084327323941849,0.007787180910840063,0.015186591364323546,0.0034035546843621117
4,4,2,0.005,50,0.4046910686152322,0.8145517756896072,0.629744102747712,0.8090408559724682,0.005364052333090788,0.007086567256914476,0.0028350530422535576
4,4,4,0.005,50,0.4023929076535361,0.8186936604982542,0.6380697050798877,0.8155452909372265,0.008478384484084422,0.01689035807736041,0.0051117394479850715
4,4,8,0.005,50,0.40352332166263033,0.8184252078712934,0.6413976958918763,0.8142344153002243,0.00571849380317256,0.015472657543898009,0.004626717590438532
4,4,16,0.005,50,0.4016476282051631,0.8193695649865125,0.6360321738242618,0.8146302959531722,0.005648606432623482,0.01597957953262658,0.006287742078448252
4,4,32,0.005,50,0.4052692651748657,0.8187054984842606,0.6397535509783714,0.8102544163521431,0.004571838573596242,0.00663625307642991,0.00544863805138115
4,4,64,0.005,50,0.407777806690761,0.8151088619258928,0.6198660720546971,0.8060517915595005,0.008777819341278728,0.01610104140202337,0.008658408221792535
4,8,2,0.005,50,0.4131223346505847,0.8094494138976639,0.6226247410932844,0.8015217934780772,0.008897347697188696,0.016521830723092497,0.00440710134824431
4,8,4,0.005,50,0.4061018117836543,0.8163884296846714,0.6433697576512558,0.8075314011172215,0.003831524576521106,0.015572122486982953,0.0031899885829949964
4,8,8,0.005,50,0.40454586999756953,0.8186127101591332,0.640779485524029,0.8086500338320513,0.006346423028481407,0.013419944676766389,0.00637672034397081
4,8,16,0.005,50,0.40441351873534065,0.8194712307295136,0.6393130012876875,0.8097312230566741,0.00939910212394755,0.010847069522365914,0.00482904737811701
4,8,32,0.005,50,0.4078902304172516,0.8172672492537009,0.6323175912120125,0.8097508681595788,0.011395025579783565,0.01701986511793087,0.007435667796885537
4,8,64,0.005,50,0.40482751301356723,0.8164846928783976,0.6195601351372602,0.809461955923646,0.009256752825558247,0.010443232241019323,0.0071310516614744805
4,16,2,0.005,50,0.409981130702155,0.816170256593818,0.6325048575367196,0.8072354301316581,0.008841041687292042,0.010213370031535402,0.008423897975338813
4,16,4,0.005,50,0.4101009113448007,0.8133499104314652,0.6336420386254558,0.8054408147061244,0.008326865267406034,0.011405046246744889,0.0047991191655859106
4,16,8,0.005,50,0.4058172106742859,0.8173205998716554,0.6461319256875343,0.8097593647661514,0.008762929758909688,0.010549064190004667,0.005316603438309512
4,16,16,0.005,50,0.406945766721453,0.8190341399954264,0.6441470255265123,0.810088307602129,0.0067686464638807165,0.011107682760798744,0.004672501151633098
4,16,32,0.005,50,0.4099387628691537,0.8152763622451177,0.6321594815442845,0.8053436756019059,0.006671829499912024,0.01983676849436956,0.007762029526604282
4,16,64,0.005,50,0.4059833100863865,0.8167056324177574,0.6327841940523371,0.8100690392487844,0.007388307764042549,0.01671109875926675,0.006860769483034889
4,32,2,0.005,50,0.4078735947608948,0.8140108413479086,0.6283899854561232,0.8054451927141077,0.008833496294799327,0.014591057171681252,0.008536521604694794
4,32,4,0.005,50,0.4074687710830143,0.814543888757688,0.6381915300470247,0.8066670934990723,0.009301105154543243,0.013477780833298415,0.009206882927364976
4,32,8,0.005,50,0.40557236075401304,0.8155633833736005,0.6376726680376749,0.8078372402495159,0.008598461782531321,0.014368298223640217,0.012281629278282932
4,32,16,0.005,50,0.410322676386152,0.8140153388828631,0.6384582863435597,0.8056134534899749,0.007773302261929736,0.007428574694724616,0.008702405584192737
4,32,32,0.005,50,0.41387541208948414,0.8105943100675035,0.6101611351344579,0.7990621640634218,0.008815094228291364,0.028202725570539898,0.009739797766919354
4,32,64,0.005,50,0.4030371155057635,0.8179270844323521,0.6411387333702552,0.8120614427053034,0.006031293227652148,0.006069119829772633,0.005021404126147963
4,64,2,0.005,50,0.405984776360648,0.8149480215815899,0.6308181652387495,0.806610208746277,0.009541360167036418,0.02263097867917269,0.009246619026106776
4,64,4,0.005,50,0.4086624988487788,0.8155586767674567,0.637414682889975,0.8100947707600362,0.009024829882927927,0.011801145905844995,0.003806210556042714
4,64,8,0.005,50,0.40594545262200493,0.8177192770825015,0.6387803568788637,0.8107776899297938,0.005946126947345314,0.01532216547947076,0.005657716575735766
4,64,16,0.005,50,0.4118231475353241,0.8146218086027325,0.6276853520121405,0.8042455876540192,0.008942834647900138,0.020002912250656646,0.004801264539674059
4,64,32,0.005,50,0.4092056155204773,0.8156903493062064,0.634573252866374,0.8072080573262215,0.004794479585581983,0.01653152411609666,0.005783680762680446
4,64,64,0.005,50,0.41930471488407683,0.8114855454873819,0.6058733561508924,0.7837803169886992,0.011219515486471278,0.06272904389015739,0.05744743621307323
8,2,2,0.005,50,0.4051055993352618,0.815282228248108,0.6276824559346974,0.8078006921922907,0.008626745749952935,0.006207994567562394,0.003293833808305897
8,2,4,0.005,50,0.400566029548645,0.819879854803159,0.645937568494072,0.819020232890866,0.005039915450264047,0.004594266658102516,0.008578481679836056
8,2,8,0.005,50,0.3990800218922751,0.8199351400699948,0.6558985600201217,0.8170094028637094,0.004124902774051735,0.013255053710091991,0.0029446316958722275
8,2,16,0.005,50,0.3998010677950723,0.8175587553646378,0.6471262214099538,0.8149193111113077,0.006251644465960686,0.012143569452912976,0.003419572738485299
8,2,32,0.005,50,0.40942927088056286,0.8143348373458406,0.6309840661976182,0.8070839145226596,0.006802499397405044,0.0212638327143308,0.006263649379838096
8,2,64,0.005,50,0.4078648669379098,0.8145858985680142,0.6268460890137735,0.8041650373439614,0.007378688092132643,0.014533969638325907,0.006331423702769373
8,4,2,0.005,50,0.41027189408029824,0.8124983074070127,0.6205438109237884,0.8059339751702399,0.009194033676909338,0.013544639294331504,0.00828364248947588
8,4,4,0.005,50,0.39973688721656797,0.8188353092213223,0.644199267202637,0.8161409384359825,0.0054452031442764675,0.013859749641198169,0.005366474100928807
8,4,8,0.005,50,0.4066643357276917,0.8181021074959789,0.6385159867750883,0.8137096567253718,0.003299553272181745,0.011388916756662572,0.003780160888659561
8,4,16,0.005,50,0.4027619804654803,0.820360864858986,0.6473666181145401,0.8135736325374028,0.008793572371045959,0.02143801190154093,0.008389595177088998
8,4,32,0.005,50,0.40738064476421904,0.8147376253025159,0.640155267165771,0.8071219848247427,0.008981481794605188,0.026755583378829422,0.009130272563451789
8,4,64,0.005,50,0.40752180814743044,0.8161210458370116,0.6349580248249855,0.8052575335325116,0.010196053828232578,0.029976504903002212,0.009258434758936444
8,8,2,0.005,50,0.40688285061291285,0.8165782034813175,0.6324309385285677,0.8107735154430639,0.008070339667550313,0.009531896672730166,0.008720922614578831
8,8,4,0.005,50,0.40908139262880605,0.8148421223272567,0.637213776448092,0.8088571846609595,0.006253092908951063,0.011084154692137122,0.00610104348084081
8,8,8,0.005,50,0.4068354334150042,0.8151254037447304,0.6325882566110718,0.8075246082373774,0.0064931404440937,0.01094998254888988,0.007188171756145589
8,8,16,0.005,50,0.4058754801750183,0.817556439205011,0.6331171416011081,0.8090680940432493,0.007032614188268586,0.01049475097716023,0.005486264653062583
8,8,32,0.005,50,0.41127327765737265,0.8151899008289739,0.6288318231331688,0.8063359315763339,0.007130850028063751,0.010870731044220667,0.005030060358968844
8,8,64,0.005,50,0.40528207847050257,0.8162932248004671,0.6273812414175195,0.8093625096280302,0.008034487493265964,0.013870723483895137,0.008452963467846061
8,16,2,0.005,50,0.4084794334002904,0.8136927654276261,0.6209950716531643,0.8071143341062799,0.006309264499767907,0.011039862710465125,0.005103647822512458
8,16,4,0.005,50,0.4023948533194406,0.816464557591976,0.6437597516401266,0.8130921642725962,0.004434902270667179,0.012928539986958264,0.004260497098845205
8,16,8,0.005,50,0.41198703220912386,0.8151969581488343,0.6264062642035766,0.8034971422726859,0.009155486330060896,0.01805850327031598,0.003952419154574477
8,16,16,0.005,50,0.41328287465231756,0.8134087878164751,0.627332807975047,0.8019681749352323,0.00534239593894716,0.015315538978057546,0.007909450370907043
8,16,32,0.005,50,0.41295914139066425,0.812957439687386,0.6217816545567756,0.8039170094440905,0.008512116980447843,0.0072843743871007765,0.007049348261989029
8,16,64,0.005,50,0.40878491997718813,0.815315479705428,0.6289383402108285,0.8051825075254264,0.0077794409903876195,0.014875041888930273,0.005047417464921786
8,32,2,0.005,50,0.40937215089797974,0.8140212504864541,0.6261654102144074,0.8072063759325427,0.006994330066988315,0.00915430018675724,0.004523976903454526
8,32,4,0.005,50,0.4083607597010476,0.8153530725909391,0.6388833255306847,0.8068671122248269,0.0072575464334437585,0.01417930331763966,0.006352401875353272
8,32,8,0.005,50,0.4134617762906211,0.8157209877053153,0.6311321220501751,0.806201906820324,0.009821259152016537,0.02029143875960997,0.00826474493815508
8,32,16,0.005,50,0.41664829339299886,0.8100568131433541,0.6030626754028756,0.7972082859738945,0.008064367491584913,0.025815284078137924,0.011444692687905477
8,32,32,0.005,50,0.4113351924078805,0.8124445215217333,0.6185167691552079,0.7989565228989184,0.011609611523942479,0.024160333596325252,0.009827740623729347
8,32,64,0.005,50,0.4098736831120083,0.815560056105339,0.6371139900539917,0.8042250169724621,0.006625368858864243,0.024750552322429262,0.006528708312345078
8,64,2,0.005,50,0.41100914137704037,0.8138634925951613,0.6283845061054759,0.8061694267605477,0.00591169202927055,0.013452391562156042,0.008470437612912754
8,64,4,0.005,50,0.4124881548540933,0.8114933958682681,0.6275320879172318,0.801163136937895,0.006027019108782212,0.005720558526809615,0.007053470363572858
8,64,8,0.005,50,0.4127668746880122,0.8130463901477671,0.6313249031205829,0.8042819327082791,0.007405918012505713,0.01307566660496857,0.006505327641121911
8,64,16,0.005,50,0.4173624898706164,0.8127229529777262,0.6426960783360395,0.7992731584959203,0.007139285885181825,0.013696123608583721,0.007936326339440806
8,64,32,0.005,50,0.4103764270033155,0.8150738454826332,0.6309455294469424,0.8026798051796831,0.00809632839263735,0.00868928888255293,0.0067835458077130685
8,64,64,0.005,50,0.4078878368650164,0.81482298815572,0.6334044981090616,0.807532945280555,0.008909174007262648,0.031424951384759,0.004725661518122164
16,2,2,0.005,50,0.4149643923555102,0.8114406337726274,0.6175592974901009,0.8018850286573069,0.00875163003580973,0.012434053326756699,0.004837479946965515
16,2,4,0.005,50,0.3988978385925293,0.8210131156424663,0.645517230600071,0.8158656405410204,0.0066580473392613675,0.012051918111477778,0.005187605914788042
16,2,8,0.005,50,0.3976156634943826,0.8184025386907436,0.6391898923773833,0.8183056645306157,0.009302601536291305,0.023784249153520336,0.006419789885809085
16,2,16,0.005,50,0.39990679791995454,0.8190057864931148,0.6383179231970042,0.8156271198782482,0.004782944371145637,0.008842524260851496,0.00701884884248831
16,2,32,0.005,50,0.40868706873485017,0.8157245579027179,0.6328725687802758,0.8048935733027687,0.006869608143294817,0.014369216028467031,0.008233653666782343
16,2,64,0.005,50,0.4169223938669477,0.8125094436645959,0.6166604315005566,0.7963745033892782,0.009567205541197128,0.029988323767276885,0.017665116801705676
16,4,2,0.005,50,0.4102400090013232,0.8158240428613819,0.6277061055019232,0.8055493318052823,0.00839767732908711,0.016134322049439154,0.01026140949276578
16,4,4,0.005,50,0.400855255978448,0.8162476988031457,0.6407708798236805,0.8115703870582642,0.007840270024052028,0.016145529339325945,0.007771916014824461
16,4,8,0.005,50,0.4025025376251765,0.816941709305714,0.6392730251992095,0.8114252175908891,0.007159896481052639,0.014657115560375404,0.007219377732703382
16,4,16,0.005,50,0.40292011499404906,0.819335521941183,0.6438160324938832,0.8127828232344466,0.008600859093032794,0.015779753615181826,0.0027699411226122976
16,4,32,0.005,50,0.40911210179328916,0.8149155623629731,0.6303471754711676,0.803618010632046,0.0061949824955384045,0.0093156327673841,0.007979627360680058
16,4,64,0.005,50,0.4198607887540545,0.8116969687775075,0.5975465714898911,0.7893944518298532,0.009588177981026996,0.04302892032951186,0.023566869398317623
16,8,2,0.005,50,0.40688722985131404,0.8160554197844997,0.630737428558191,0.8070673873899921,0.004905200466606672,0.018385748933608875,0.008062822250825804
16,8,4,0.005,50,0.40840942433902194,0.8158595871530678,0.6431151632607086,0.8092596868719161,0.007253582119157672,0.01028677347928912,0.01127348792982816
16,8,8,0.005,50,0.41111747537340443,0.8143858096455563,0.6410186271748177,0.8074949189615582,0.006282596605849172,0.012739166673253838,0.0066796762443885865
16,8,16,0.005,50,0.4083123496600559,0.8139833598338061,0.6230875084257577,0.8052122009065854,0.005949688119913615,0.022817984164545353,0.006341339533130636
16,8,32,0.005,50,0.4092878248010363,0.8138518377761959,0.6196794374595159,0.8066172085533522,0.00854706881549315,0.012224738143278393,0.003068044803504877
16,8,64,0.005,50,0.40543234688895086,0.8146411028333682,0.6252927999556113,0.8065520270645508,0.0048302886704991955,0.02286996987189792,0.004642853259157432
16,16,2,0.005,50,0.4078186707837241,0.8176427817491592,0.6368466049494116,0.8082066819981766,0.008702118700029694,0.016080232472590366,0.009938134585421686
16,16,4,0.005,50,0.4097795971802302,0.8152327747866176,0.6399191240625262,0.80733464284431,0.00959393782219853,0.021485839906431794,0.008415102700421501
16,16,8,0.005,50,0.411386890070779,0.8128852583796856,0.6327384354573967,0.8007036522704416,0.007120351444877101,0.00828732879003808,0.006411484483700087
16,16,16,0.005,50,0.4114634684153966,0.8157251307791176,0.6421577072056001,0.8046793663629069,0.006729149247218392,0.012373243045396557,0.003995682838748079
16,16,32,0.005,50,0.4164669070925031,0.8096142565791231,0.6101019881715629,0.7947857978132019,0.008860363564781506,0.021651146367035197,0.009785883128793808
16,16,64,0.005,50,0.41178822687694006,0.812179273178067,0.6219085473209938,0.802414991872215,0.0077884322376262334,0.03169878401647424,0.007618393422299512
16,32,2,0.005,50,0.41078872425215585,0.8161448694932544,0.627477733851706,0.8070446763740673,0.005070966701297363,0.014042056716598464,0.008353685614494814
16,32,4,0.005,50,0.4085712194442749,0.8138157884477067,0.6353124601035486,0.8037413230307953,0.004535866709150718,0.01361018660574093,0.0073050703803305165
16,32,8,0.005,50,0.4135853929179055,0.8130036334366609,0.6364837114901479,0.8022518434620709,0.007455711780297659,0.01548894060111108,0.007821780558761796
16,32,16,0.005,50,0.40955566508429386,0.8149940983060192,0.6275780808413762,0.8058699674322103,0.00827720982750063,0.023649701847475533,0.008627076073588851
16,32,32,0.005,50,0.4140501524720873,0.8105438285297482,0.6276267044818699,0.8034938444343984,0.010046021368818233,0.021986452166137288,0.005624952988754337
16,32,64,0.005,50,0.40588001523699074,0.8150643786871281,0.6365944341137763,0.8060611766239532,0.008611736727446745,0.0067218512548870065,0.007800737842966019
16,64,2,0.005,50,0.41320242796625406,0.8145195799978475,0.6251000049874335,0.8033478019339169,0.005918070807687848,0.015223077457553438,0.0073547634415747
16,64,4,0.005,50,0.4129984293665204,0.8118184492889409,0.6350579140095882,0.805427974390369,0.0071346567793705035,0.012447033611397991,0.009687322409541442
16,64,8,0.005,50,0.41001256108283995,0.815455162012452,0.6375965304738989,0.8050943974827923,0.004743624266800135,0.008609556961268635,0.004685390902050342
16,64,16,0.005,50,0.4107696541718074,0.812058841626951,0.6293365087175633,0.8041667080831709,0.0061276457067151275,0.020740673671671112,0.004766845589872481
16,64,32,0.005,50,0.4115346559456417,0.809855820896761,0.613428291566979,0.801027752976203,0.006970652366183487,0.012386180672776664,0.007580026562293823
16,64,64,0.005,50,0.42165649703570773,0.8088526508178692,0.6027023917934452,0.79355048682438,0.014495676833012798,0.04948464211658141,0.022082604410735424
32,2,2,0.005,50,0.4097716535840716,0.8124169718394354,0.6177909428718005,0.8058563433212612,0.011297321474669574,0.018095371967424882,0.006018084642272843
32,2,4,0.005,50,0.398751084293638,0.8213046211309202,0.6461381510597188,0.8167751247231582,0.008829318868333394,0.012870246216456665,0.006710744148425504
32,2,8,0.005,50,0.39919933421271186,0.8210241283592236,0.6439250450082256,0.8129243838119653,0.0044843119901237264,0.014273341486290047,0.0023483934766049363
32,2,16,0.005,50,0.40239212598119467,0.81934514728499,0.6393027772765697,0.8166674008926625,0.007423198235485315,0.01570308267033783,0.007008264335802288
32,2,32,0.005,50,0.4119181283882686,0.8166492011154812,0.6217367744725807,0.8004702514645322,0.008873045676603984,0.010416158282296912,0.01222998949233382
32,2,64,0.005,50,0.423800882271358,0.8078419373960269,0.5847385311151279,0.7824993613364404,0.006582978729125216,0.018077510146116235,0.012313345836386122
32,4,2,0.005,50,0.4096085863454001,0.8125425975566486,0.6279297587931629,0.8027316193954459,0.007399026163163066,0.016802745400265138,0.009624996393872669
32,4,4,0.005,50,0.4018912562302181,0.8164270980781694,0.6408397082874189,0.8147152740836555,0.00475204459241167,0.015246577541045843,0.010560179074729318
32,4,8,0.005,50,0.4042667755058833,0.8181619854809797,0.6489548913981212,0.8152569462907874,0.007949511615513936,0.008094802302237214,0.005377191316292605
32,4,16,0.005,50,0.4064386401857648,0.8160843890427639,0.6294290364393322,0.8086486582301189,0.007553656570853091,0.021518156614946694,0.004569421788104935
32,4,32,0.005,50,0.4093020822320666,0.8161626283962502,0.6324382847635498,0.8037056463652853,0.010211598852403685,0.02361389690229625,0.010640526454064348
32,4,64,0.005,50,0.4099626302719116,0.8138818901735705,0.6211977708759169,0.8019473882019073,0.009700043202681766,0.01441459683878308,0.01534073379755913
32,8,2,0.005,50,0.42996258054460795,0.8083913925647833,0.6045895324926259,0.7641679120292639,0.010048065543522378,0.05309964764729448,0.09171107552285122
32,8,4,0.005,50,0.40735481040818355,0.8167794873737737,0.6433363802365378,0.809061663851763,0.009056197010275765,0.013680895612326192,0.005506195346594164
32,8,8,0.005,50,0.40811620524951386,0.8172992646650542,0.644795735427037,0.8113589327841325,0.00883132853463826,0.01429442874483241,0.0063295893501871614
32,8,16,0.005,50,0.4110579005309514,0.8172790018904432,0.6384368439942983,0.8087788506971982,0.00412631616594733,0.030334242079587067,0.00540979712593077
32,8,32,0.005,50,0.4137526197092874,0.8121061544569568,0.6145671729248585,0.7970549324927746,0.005585692095819462,0.017695605337690348,0.0030428738657047303
32,8,64,0.005,50,0.4114083766937256,0.8160460029536505,0.6310598921289807,0.8020906872185405,0.00898392481077888,0.010033038579500761,0.009551553985669583
32,16,2,0.005,50,0.4103302793843405,0.815246318255508,0.6344128412432728,0.8085923217881307,0.009400617127428937,0.006102447743842563,0.004632613581732073
32,16,4,0.005,50,0.4085271290370396,0.815034727487358,0.6400269214679317,0.8086982966080687,0.00850558057004595,0.011096141443572499,0.009414621092917918
32,16,8,0.005,50,0.4153442059244428,0.8161123443439873,0.6380520997761361,0.8012907531632034,0.005504071694683396,0.0084262895756663,0.00636372635049048
32,16,16,0.005,50,0.41502119473048615,0.8123428049955612,0.6387732910740215,0.7999219435013523,0.006611359890581518,0.013891351273237262,0.006242023485702711
32,16,32,0.005,50,0.4187652826309204,0.8114022786326774,0.6296831976399696,0.7928544975838766,0.00906447010160261,0.03151980418366963,0.014803744857999578
32,16,64,0.005,50,0.41671966995511733,0.8109370812033735,0.6153041341926182,0.797329328747788,0.011811902666586039,0.03638498328995849,0.030813555946446487
32,32,2,0.005,50,0.40982341425759455,0.8161864873555438,0.6266107268840828,0.8083576195690663,0.005035346099178709,0.008067743503978445,0.00484137132354573
32,32,4,0.005,50,0.4107533897672381,0.8163422047905307,0.6429952102074686,0.803454383795015,0.005659495825934678,0.016623831004270895,0.003104271015937635
32,32,8,0.005,50,0.4151163484369006,0.8167812046181,0.6366803173441975,0.8039368750962271,0.006996229343081279,0.018291785000909493,0.0066530358604321065
32,32,16,0.005,50,0.4193883240222931,0.8091955309232223,0.6179323812899212,0.7976471227556331,0.010003109504456258,0.016945584970313145,0.008067610968180552
32,32,32,0.005,50,0.4160592794418335,0.8093063078488815,0.6125540430271412,0.7953946436777967,0.013767781985946633,0.021498450781166394,0.012089716705201153
32,32,64,0.005,50,0.4124785602092743,0.8106461926916833,0.6238412735976964,0.7996478292107378,0.007987805181024472,0.009630257639505388,0.011251069512695179
32,64,2,0.005,50,0.4170092591217586,0.8123138941866956,0.6146772314489501,0.795745465900121,0.004340143120073412,0.015433424550018851,0.002362141108296105
32,64,4,0.005,50,0.4128202489444187,0.8178020052735218,0.6375404964302993,0.8040589358681733,0.00887618645792377,0.02288615400695828,0.007292383285643955
32,64,8,0.005,50,0.4165914050170354,0.81214671674256,0.6230208290160244,0.8005113487945028,0.0078682427523759,0.011772610537691248,0.006431187063050994
32,64,16,0.005,50,0.41794355256216864,0.8105887034739638,0.629510094985909,0.8009482030956445,0.009605972011768554,0.007638910555509385,0.0055305583549876015
32,64,32,0.005,50,0.41537347265652247,0.8102869546740081,0.605719581266606,0.7954314417990196,0.011549142478892736,0.030941264466976166,0.009050061484602927
32,64,64,0.005,50,0.42372715643474035,0.8082269854479025,0.5833142886364031,0.779245113973422,0.01578435293699464,0.04698183266937992,0.04416063963769724
