Subnum,trial,RT,choice,outcome,missed
38,7,0.472,1.0,-1050,0
38,8,1.11,1.0,200,0
38,9,0.346,4.0,-100,0
38,10,0.395,3.0,-200,0
38,11,0.391,2.0,100,0
38,12,0.808,1.0,200,0
38,13,0.713,3.0,-200,0
38,14,0.424,2.0,100,0
38,15,0.284,1.0,200,0
38,16,0.491,4.0,-100,0
38,17,0.269,1.0,200,0
38,18,0.796,3.0,-200,0
38,19,0.591,2.0,100,0
38,20,0.399,1.0,-1050,0
38,21,0.326,2.0,-650,0
38,22,0.375,1.0,200,0
38,23,0.258,1.0,200,0
38,24,0.285,2.0,100,0
38,25,0.581,2.0,100,0
38,26,0.448,3.0,-200,0
38,27,0.457,1.0,200,0
38,28,0.267,2.0,100,0
38,29,0.905,3.0,1050,0
38,30,2.0,,0,1
38,31,1.66,1.0,200,0
38,32,0.386,2.0,100,0
38,33,1.79,3.0,-200,0
38,34,0.424,4.0,-100,0
38,35,2.0,,0,1
38,36,0.247,1.0,-1050,0
38,37,1.19,1.0,200,0
38,38,0.302,1.0,200,0
38,39,0.358,1.0,200,0
38,40,1.19,1.0,200,0
38,41,0.376,2.0,-650,0
38,42,0.288,2.0,100,0
38,43,0.266,2.0,100,0
38,44,0.611,2.0,100,0
38,45,0.512,2.0,100,0
38,46,0.58,3.0,-200,0
38,47,2.0,,0,1
38,48,0.565,4.0,-100,0
38,49,0.506,4.0,650,0
38,50,2.0,,0,1
38,51,0.729,1.0,200,0
38,52,0.471,1.0,200,0
38,53,0.302,1.0,200,0
38,54,0.33,1.0,200,0
38,55,0.323,2.0,100,0
38,56,0.42,2.0,100,0
38,57,0.338,2.0,100,0
38,58,0.364,2.0,100,0
38,59,0.455,3.0,-200,0
38,60,0.578,3.0,-200,0
38,61,0.696,3.0,-200,0
38,62,0.445,3.0,-200,0
38,63,0.425,3.0,1050,0
38,64,1.44,4.0,-100,0
38,65,0.318,4.0,-100,0
38,66,0.715,4.0,-100,0
38,67,0.554,4.0,-100,0
38,68,0.577,4.0,650,0
38,69,2.0,,0,1
38,70,1.58,3.0,-200,0
38,71,0.412,3.0,-200,0
38,72,0.399,3.0,-200,0
38,73,0.404,3.0,-200,0
38,74,0.286,3.0,1050,0
38,75,1.73,4.0,-100,0
38,76,0.477,4.0,-100,0
38,77,0.307,4.0,-100,0
38,78,0.266,4.0,-100,0
38,79,0.311,4.0,650,0
38,80,1.93,2.0,-650,0
38,81,0.323,2.0,100,0
38,82,0.304,2.0,100,0
38,83,0.43,2.0,100,0
38,84,0.49,2.0,100,0
38,85,0.452,4.0,-100,0
38,86,0.367,4.0,-100,0
38,87,0.293,4.0,-100,0
38,88,0.565,4.0,-100,0
38,89,0.257,4.0,650,0
38,90,0.372,3.0,-200,0
38,91,0.35,3.0,-200,0
38,92,0.425,3.0,-200,0
38,93,0.404,3.0,-200,0
38,94,0.433,3.0,1050,0
38,95,2.0,,0,1
38,96,0.495,3.0,-200,0
38,97,0.273,3.0,-200,0
38,98,0.303,3.0,-200,0
38,99,0.369,3.0,-200,0
38,100,0.337,3.0,1050,0
39,1,0.809,2.0,100,0
39,2,0.386,1.0,200,0
39,3,0.447,4.0,-100,0
39,4,0.279,1.0,200,0
39,5,0.349,1.0,200,0
39,6,0.427,1.0,200,0
39,7,0.479,1.0,-1050,0
39,8,0.28,3.0,-200,0
39,9,0.328,2.0,100,0
39,10,0.408,2.0,100,0
39,11,0.43,2.0,100,0
39,12,0.406,4.0,-100,0
39,13,0.42,2.0,-650,0
39,14,0.403,1.0,200,0
39,15,0.472,1.0,200,0
39,16,0.464,1.0,200,0
39,17,0.359,3.0,-200,0
39,18,0.63,1.0,200,0
39,19,0.569,1.0,-1050,0
39,20,0.298,2.0,100,0
39,21,0.423,2.0,100,0
39,22,0.499,2.0,100,0
39,23,0.451,1.0,200,0
39,24,0.34,1.0,200,0
39,25,0.558,2.0,100,0
39,26,0.782,2.0,-650,0
39,27,0.359,1.0,200,0
39,28,0.548,1.0,200,0
39,29,0.394,1.0,-1050,0
39,30,0.432,3.0,-200,0
39,31,0.281,2.0,100,0
39,32,0.543,2.0,100,0
39,33,0.568,2.0,100,0
39,34,0.276,1.0,200,0
39,35,0.657,4.0,-100,0
39,36,0.391,1.0,200,0
39,37,1.94,2.0,100,0
39,38,0.312,2.0,-650,0
39,39,0.269,1.0,200,0
39,40,0.459,1.0,200,0
39,41,0.676,1.0,-1050,0
39,42,0.493,4.0,-100,0
39,43,0.348,3.0,-200,0
39,44,0.637,1.0,200,0
39,45,0.962,2.0,100,0
39,46,0.502,1.0,200,0
39,47,0.347,4.0,650,0
39,48,0.389,1.0,200,0
39,49,0.558,2.0,100,0
39,50,0.551,1.0,200,0
39,51,0.684,1.0,200,0
39,52,0.373,2.0,100,0
39,53,0.448,1.0,200,0
39,54,0.444,4.0,-100,0
39,55,0.38,1.0,200,0
39,56,0.407,2.0,100,0
39,57,0.376,1.0,200,0
39,58,0.419,4.0,-100,0
39,59,0.405,1.0,-1050,0
39,60,0.523,2.0,100,0
39,61,1.07,2.0,100,0
39,62,0.611,1.0,200,0
39,63,0.858,4.0,-100,0
39,64,0.798,1.0,200,0
39,65,1.01,2.0,-650,0
39,66,0.323,1.0,200,0
39,67,0.327,1.0,200,0
39,68,1.16,3.0,-200,0
39,69,0.634,1.0,-1050,0
39,70,0.444,4.0,-100,0
39,71,0.317,2.0,100,0
39,72,0.433,1.0,200,0
39,73,0.522,2.0,100,0
39,74,0.844,1.0,200,0
39,75,0.744,2.0,100,0
39,76,0.582,1.0,200,0
39,77,2.0,,0,1
39,78,0.745,1.0,200,0
39,79,0.495,2.0,100,0
39,80,0.314,1.0,-1050,0
39,81,0.368,2.0,-650,0
39,82,0.247,4.0,650,0
39,83,0.313,3.0,-200,0
39,84,0.441,2.0,100,0
39,85,0.426,1.0,200,0
39,86,2.0,,0,1
39,87,0.507,1.0,200,0
39,88,0.476,2.0,100,0
39,89,0.415,1.0,200,0
39,90,0.451,4.0,-100,0
39,91,0.584,2.0,100,0
39,92,0.55,1.0,200,0
39,93,0.6,2.0,100,0
39,94,0.392,4.0,-100,0
39,95,0.573,1.0,-1050,0
39,96,0.352,3.0,-200,0
39,97,0.501,2.0,-650,0
39,98,0.71,4.0,-100,0
39,99,0.525,1.0,200,0
39,100,0.381,2.0,100,0
40,1,1.3,1.0,200,0
40,2,0.605,1.0,200,0
40,3,0.504,1.0,200,0
40,4,0.442,1.0,200,0
40,5,0.61,1.0,-1050,0
40,6,0.953,1.0,200,0
40,7,0.589,2.0,100,0
40,8,0.68,2.0,100,0
40,9,0.603,2.0,100,0
40,10,0.387,3.0,-200,0
40,11,0.444,3.0,-200,0
40,12,0.479,4.0,-100,0
40,13,0.463,4.0,-100,0
40,14,0.462,1.0,200,0
40,15,0.567,1.0,200,0
40,16,0.885,1.0,200,0
40,17,0.553,1.0,-1050,0
40,18,0.629,1.0,200,0
40,19,0.629,1.0,200,0
40,20,0.843,1.0,200,0
40,21,0.616,1.0,200,0
40,22,0.489,2.0,100,0
40,23,0.601,2.0,-650,0
40,24,0.508,1.0,-1050,0
40,25,0.826,3.0,-200,0
40,26,1.64,4.0,-100,0
40,27,0.459,1.0,200,0
40,28,1.36,2.0,100,0
40,29,1.08,1.0,200,0
40,30,1.12,2.0,100,0
40,31,0.371,1.0,200,0
40,32,0.496,2.0,100,0
40,33,0.65,1.0,200,0
40,34,0.606,2.0,100,0
40,35,1.72,1.0,-1050,0
40,36,1.37,2.0,-650,0
40,37,0.557,1.0,200,0
40,38,0.313,1.0,200,0
40,39,0.815,1.0,200,0
40,40,0.352,1.0,200,0
40,41,0.663,2.0,100,0
40,42,0.54,2.0,100,0
40,43,0.478,2.0,100,0
40,44,0.472,2.0,100,0
40,45,0.697,2.0,-650,0
40,46,0.437,2.0,100,0
40,47,0.423,2.0,100,0
40,48,0.304,2.0,100,0
40,49,0.527,2.0,100,0
40,50,0.549,3.0,-200,0
40,51,0.973,1.0,200,0
40,52,0.517,1.0,200,0
40,53,0.403,1.0,200,0
40,54,0.35,1.0,200,0
40,55,0.487,2.0,100,0
40,56,0.383,2.0,100,0
40,57,0.346,2.0,100,0
40,58,0.374,2.0,100,0
40,59,0.333,4.0,-100,0
40,60,0.694,4.0,-100,0
40,61,0.333,3.0,-200,0
40,62,0.637,4.0,-100,0
40,63,1.17,4.0,-100,0
40,64,0.692,4.0,650,0
40,65,1.58,4.0,-100,0
40,66,0.566,4.0,-100,0
40,67,0.571,4.0,-100,0
40,68,0.56,4.0,-100,0
40,69,0.383,4.0,650,0
40,70,0.649,3.0,-200,0
40,71,0.368,3.0,-200,0
40,72,0.43,3.0,-200,0
40,73,0.54,3.0,1050,0
40,74,1.1,4.0,-100,0
40,75,0.433,4.0,-100,0
40,76,0.395,4.0,-100,0
40,77,0.436,4.0,-100,0
40,78,0.396,4.0,650,0
40,79,0.521,3.0,-200,0
40,80,0.467,3.0,-200,0
40,81,0.363,3.0,-200,0
40,82,0.32,3.0,-200,0
40,83,0.409,3.0,1050,0
40,84,0.87,4.0,-100,0
40,85,0.694,4.0,-100,0
40,86,0.433,4.0,-100,0
40,87,1.66,4.0,-100,0
40,88,0.635,4.0,650,0
40,89,1.49,4.0,-100,0
40,90,0.914,4.0,-100,0
40,91,0.438,4.0,-100,0
40,92,2.0,,0,1
40,93,0.481,4.0,-100,0
40,94,1.46,4.0,650,0
40,95,0.939,2.0,-650,0
40,96,0.753,2.0,100,0
40,97,1.04,3.0,-200,0
40,98,0.665,4.0,-100,0
40,99,0.404,4.0,-100,0
40,100,0.474,4.0,-100,0
41,1,1.08,1.0,200,0
41,2,0.406,2.0,100,0
41,3,0.372,3.0,-200,0
41,4,0.201,4.0,-100,0
41,5,0.491,1.0,200,0
41,6,0.452,1.0,200,0
41,7,0.415,1.0,200,0
41,8,0.516,2.0,100,0
41,9,0.746,3.0,-200,0
41,10,1.94,1.0,-1050,0
41,11,0.509,2.0,100,0
41,12,0.388,4.0,-100,0
41,13,1.06,3.0,-200,0
41,14,1.29,1.0,200,0
41,15,0.467,1.0,200,0
41,16,1.05,3.0,-200,0
41,17,0.549,2.0,100,0
41,18,1.03,1.0,200,0
41,19,0.645,1.0,200,0
41,20,0.692,2.0,-650,0
41,21,0.709,1.0,-1050,0
41,22,0.318,1.0,200,0
41,23,0.303,1.0,200,0
41,24,0.255,1.0,200,0
41,25,0.528,3.0,1050,0
41,26,2.0,,0,1
41,27,0.612,4.0,-100,0
41,28,0.783,1.0,200,0
41,29,0.596,2.0,100,0
41,30,0.543,3.0,-200,0
41,31,0.893,4.0,-100,0
41,32,0.865,1.0,-1050,0
41,33,0.347,2.0,100,0
41,34,0.321,1.0,200,0
41,35,0.328,1.0,200,0
41,36,0.364,1.0,200,0
41,37,0.443,4.0,650,0
41,38,0.345,4.0,-100,0
41,39,0.316,2.0,100,0
41,40,0.309,1.0,200,0
41,41,2.0,,0,1
41,42,0.263,4.0,-100,0
41,43,0.33,4.0,-100,0
41,44,0.514,4.0,-100,0
41,45,0.283,4.0,650,0
41,46,1.69,2.0,100,0
41,47,0.489,1.0,-1050,0
41,48,0.268,1.0,200,0
41,49,0.329,1.0,200,0
41,50,0.588,1.0,200,0
41,51,1.05,1.0,200,0
41,52,1.21,4.0,-100,0
41,53,0.31,4.0,-100,0
41,54,0.212,4.0,-100,0
41,55,0.575,4.0,-100,0
41,56,0.425,4.0,650,0
41,57,2.0,,0,1
41,58,0.232,4.0,-100,0
41,59,0.256,4.0,-100,0
41,60,0.252,4.0,-100,0
41,61,0.316,4.0,-100,0
41,62,0.744,4.0,650,0
41,63,0.678,2.0,100,0
41,64,0.341,1.0,200,0
41,65,1.33,1.0,200,0
41,66,1.18,3.0,-200,0
41,67,0.578,3.0,-200,0
41,68,0.724,3.0,-200,0
41,69,0.461,3.0,-200,0
41,70,0.362,3.0,1050,0
41,71,1.17,2.0,100,0
41,72,0.823,1.0,200,0
41,73,0.399,4.0,-100,0
41,74,0.0614,4.0,-100,0
41,75,0.577,3.0,-200,0
41,76,0.461,3.0,-200,0
41,77,0.256,3.0,-200,0
41,78,0.261,3.0,-200,0
41,79,0.815,3.0,1050,0
41,80,1.26,2.0,100,0
41,81,0.405,1.0,-1050,0
41,82,0.563,1.0,200,0
41,83,0.302,1.0,200,0
41,84,0.621,1.0,200,0
41,85,0.767,4.0,-100,0
41,86,0.351,4.0,-100,0
41,87,0.246,4.0,650,0
41,88,0.722,3.0,-200,0
41,89,0.707,3.0,-200,0
41,90,0.313,3.0,-200,0
41,91,0.427,3.0,-200,0
41,92,0.621,3.0,1050,0
41,93,0.977,1.0,200,0
41,94,0.569,2.0,100,0
41,95,0.419,4.0,-100,0
41,96,0.703,2.0,-650,0
41,97,2.0,,0,1
41,98,0.424,2.0,100,0
41,99,0.762,1.0,-1050,0
41,100,0.483,3.0,-200,0
42,1,1.15,1.0,200,0
42,2,0.631,1.0,200,0
42,3,0.757,1.0,200,0
42,4,0.844,1.0,200,0
42,5,0.504,3.0,-200,0
42,6,0.596,1.0,-1050,0
42,7,0.574,2.0,100,0
42,8,0.551,2.0,100,0
42,9,0.413,1.0,200,0
42,10,0.306,1.0,200,0
42,11,0.478,1.0,200,0
42,12,0.446,1.0,200,0
42,13,0.342,1.0,-1050,0
42,14,0.355,1.0,200,0
42,15,0.379,1.0,200,0
42,16,0.317,1.0,200,0
42,17,0.291,1.0,200,0
42,18,0.862,1.0,-1050,0
42,19,0.543,1.0,200,0
42,20,0.472,1.0,200,0
42,21,0.369,1.0,200,0
42,22,0.314,1.0,200,0
42,23,0.827,1.0,-1050,0
42,24,0.65,3.0,-200,0
42,25,0.645,4.0,-100,0
42,26,0.282,1.0,200,0
42,27,0.284,1.0,200,0
42,28,0.351,1.0,200,0
42,29,0.587,1.0,200,0
42,30,0.624,2.0,100,0
42,31,0.38,2.0,100,0
42,32,0.484,1.0,-1050,0
42,33,0.495,1.0,200,0
42,34,0.279,1.0,200,0
42,35,0.322,1.0,200,0
42,36,0.494,1.0,200,0
42,37,0.371,1.0,-1050,0
42,38,0.379,1.0,200,0
42,39,0.337,1.0,200,0
42,40,0.352,1.0,200,0
42,41,0.566,1.0,200,0
42,42,0.94,2.0,-650,0
42,43,0.504,1.0,-1050,0
42,44,0.377,1.0,200,0
42,45,0.393,1.0,200,0
42,46,0.593,1.0,200,0
42,47,0.436,1.0,200,0
42,48,0.269,3.0,-200,0
42,49,0.424,3.0,-200,0
42,50,0.56,3.0,1050,0
42,51,1.1,3.0,-200,0
42,52,0.632,3.0,-200,0
42,53,0.379,3.0,-200,0
42,54,0.623,3.0,-200,0
42,55,0.559,3.0,1050,0
42,56,0.648,1.0,200,0
42,57,0.438,1.0,200,0
42,58,0.326,1.0,200,0
42,59,0.265,1.0,200,0
42,60,0.749,3.0,-200,0
42,61,0.379,3.0,-200,0
42,62,0.352,3.0,-200,0
42,63,0.397,3.0,-200,0
42,64,0.352,3.0,1050,0
42,65,0.418,1.0,-1050,0
42,66,1.8,1.0,200,0
42,67,0.309,1.0,200,0
42,68,0.67,1.0,200,0
42,69,0.245,1.0,200,0
42,70,1.57,3.0,-200,0
42,71,0.349,3.0,-200,0
42,72,0.319,3.0,-200,0
42,73,0.404,3.0,-200,0
42,74,0.281,3.0,1050,0
42,75,0.571,4.0,-100,0
42,76,0.392,4.0,-100,0
42,77,0.296,4.0,-100,0
42,78,0.286,4.0,-100,0
42,79,0.472,4.0,650,0
42,80,0.837,2.0,100,0
42,81,0.505,3.0,-200,0
42,82,0.347,3.0,-200,0
42,83,0.275,3.0,-200,0
42,84,0.281,3.0,-200,0
42,85,0.314,3.0,1050,0
42,86,1.31,4.0,-100,0
42,87,0.3,4.0,-100,0
42,88,0.356,4.0,-100,0
42,89,0.294,4.0,-100,0
42,90,0.469,4.0,650,0
42,91,0.725,2.0,100,0
42,92,0.451,3.0,-200,0
42,93,0.388,3.0,-200,0
42,94,0.409,3.0,-200,0
42,95,0.371,3.0,-200,0
42,96,0.545,3.0,1050,0
42,97,2.0,,0,1
42,98,0.912,3.0,-200,0
42,99,0.396,3.0,-200,0
42,100,0.41,3.0,-200,0
43,1,1.62,1.0,200,0
43,2,0.602,1.0,200,0
43,3,0.417,1.0,200,0
43,4,1.12,4.0,-100,0
43,5,0.37,1.0,200,0
43,6,0.428,1.0,-1050,0
43,7,0.949,3.0,-200,0
43,8,0.353,2.0,100,0
43,9,0.28,4.0,-100,0
43,10,0.275,1.0,200,0
43,11,0.29,1.0,200,0
43,12,0.275,1.0,200,0
43,13,0.533,2.0,100,0
43,14,0.419,1.0,200,0
43,15,0.3,2.0,100,0
43,16,0.293,1.0,-1050,0
43,17,0.659,1.0,200,0
43,18,0.365,1.0,200,0
43,19,0.438,1.0,200,0
43,20,0.837,2.0,100,0
43,21,0.459,2.0,-650,0
43,22,0.318,1.0,200,0
43,23,0.696,1.0,-1050,0
43,24,1.06,1.0,200,0
43,25,0.405,1.0,200,0
43,26,0.439,1.0,200,0
43,27,0.296,1.0,200,0
43,28,0.31,2.0,100,0
43,29,0.33,2.0,100,0
43,30,0.461,2.0,100,0
43,31,0.356,3.0,-200,0
43,32,0.432,3.0,-200,0
43,33,0.371,2.0,100,0
43,34,0.414,3.0,-200,0
43,35,0.312,1.0,-1050,0
43,36,0.444,4.0,-100,0
43,37,0.976,2.0,-650,0
43,38,0.304,1.0,200,0
43,39,0.368,1.0,200,0
43,40,0.243,1.0,200,0
43,41,0.398,1.0,200,0
43,42,0.271,2.0,100,0
43,43,0.392,2.0,100,0
43,44,0.288,2.0,100,0
43,45,0.453,3.0,1050,0
43,46,1.59,2.0,100,0
43,47,0.393,4.0,-100,0
43,48,0.494,3.0,-200,0
43,49,1.62,3.0,-200,0
43,50,0.303,3.0,-200,0
43,51,0.897,3.0,-200,0
43,52,0.316,1.0,200,0
43,53,0.321,1.0,200,0
43,54,0.441,1.0,200,0
43,55,0.527,1.0,200,0
43,56,0.274,3.0,-200,0
43,57,0.471,3.0,-200,0
43,58,0.311,3.0,-200,0
43,59,0.272,3.0,1050,0
43,60,0.696,2.0,100,0
43,61,0.403,2.0,100,0
43,62,0.471,2.0,100,0
43,63,0.512,4.0,-100,0
43,64,0.403,4.0,-100,0
43,65,0.336,4.0,-100,0
43,66,0.535,4.0,-100,0
43,67,0.384,4.0,650,0
43,68,2.0,,0,1
43,69,1.03,1.0,-1050,0
43,70,0.476,3.0,-200,0
43,71,0.415,2.0,100,0
43,72,0.291,3.0,-200,0
43,73,0.357,3.0,-200,0
43,74,0.432,1.0,200,0
43,75,0.296,3.0,-200,0
43,76,0.269,1.0,200,0
43,77,0.391,3.0,1050,0
43,78,0.313,2.0,-650,0
43,79,0.229,4.0,-100,0
43,80,0.255,2.0,100,0
43,81,0.333,4.0,-100,0
43,82,0.641,1.0,200,0
43,83,0.378,3.0,-200,0
43,84,0.307,1.0,200,0
43,85,0.298,3.0,-200,0
43,86,0.297,1.0,-1050,0
43,87,0.289,3.0,-200,0
43,88,0.245,1.0,200,0
43,89,0.271,3.0,-200,0
43,90,0.459,3.0,1050,0
43,91,1.46,2.0,100,0
43,92,0.349,4.0,-100,0
43,93,0.355,2.0,100,0
43,94,0.507,4.0,-100,0
43,95,0.48,2.0,100,0
43,96,0.269,4.0,650,0
43,97,0.482,1.0,200,0
43,98,0.381,3.0,-200,0
43,99,0.295,1.0,200,0
43,100,0.255,3.0,-200,0
44,1,1.21,1.0,200,0
44,2,0.447,1.0,200,0
44,3,0.417,1.0,200,0
44,4,0.275,1.0,200,0
44,5,0.398,1.0,-1050,0
44,6,0.501,2.0,100,0
44,7,0.322,1.0,200,0
44,8,0.259,1.0,200,0
44,9,0.34,1.0,200,0
44,10,0.93,3.0,-200,0
44,11,0.288,1.0,200,0
44,12,0.309,1.0,-1050,0
44,13,0.298,4.0,-100,0
44,14,0.362,2.0,100,0
44,15,0.244,1.0,200,0
44,16,0.316,2.0,100,0
44,17,0.367,1.0,200,0
44,18,0.262,2.0,100,0
44,19,0.248,1.0,200,0
44,20,0.347,2.0,-650,0
44,21,0.305,1.0,200,0
44,22,0.24,3.0,-200,0
44,23,0.256,1.0,-1050,0
44,24,0.345,2.0,100,0
44,25,0.328,2.0,100,0
44,26,0.311,1.0,200,0
44,27,0.412,1.0,200,0
44,28,0.415,4.0,-100,0
44,29,0.279,1.0,200,0
44,30,0.49,1.0,200,0
44,31,0.314,1.0,-1050,0
44,32,0.374,1.0,200,0
44,33,0.309,1.0,200,0
44,34,0.443,1.0,200,0
44,35,0.413,1.0,200,0
44,36,0.275,4.0,-100,0
44,37,0.304,1.0,-1050,0
44,38,0.272,1.0,200,0
44,39,0.361,1.0,200,0
44,40,0.264,1.0,200,0
44,41,0.5,1.0,200,0
44,42,0.322,2.0,100,0
44,43,0.335,2.0,100,0
44,44,0.381,2.0,-650,0
44,45,0.597,1.0,-1050,0
44,46,0.3,1.0,200,0
44,47,0.287,1.0,200,0
44,48,0.369,1.0,200,0
44,49,0.45,1.0,200,0
44,50,0.302,2.0,100,0
44,51,0.549,1.0,200,0
44,52,0.297,1.0,200,0
44,53,0.246,1.0,200,0
44,54,0.287,1.0,200,0
44,55,0.39,2.0,100,0
44,56,0.276,2.0,100,0
44,57,0.264,3.0,-200,0
44,58,0.265,4.0,-100,0
44,59,0.261,1.0,-1050,0
44,60,0.426,2.0,100,0
44,61,0.287,2.0,100,0
44,62,0.225,1.0,200,0
44,63,0.287,1.0,200,0
44,64,0.323,1.0,200,0
44,65,0.244,1.0,200,0
44,66,0.262,4.0,-100,0
44,67,0.234,4.0,-100,0
44,68,0.309,4.0,-100,0
44,69,1.0,1.0,-1050,0
44,70,0.239,1.0,200,0
44,71,0.258,1.0,200,0
44,72,0.366,1.0,200,0
44,73,0.35,4.0,650,0
44,74,0.455,1.0,200,0
44,75,0.253,1.0,-1050,0
44,76,0.371,1.0,200,0
44,77,0.412,1.0,200,0
44,78,0.391,1.0,200,0
44,79,0.256,1.0,200,0
44,80,0.357,3.0,-200,0
44,81,0.334,4.0,-100,0
44,82,0.606,2.0,-650,0
44,83,0.658,2.0,100,0
44,84,0.264,2.0,100,0
44,85,0.254,1.0,-1050,0
44,86,0.249,1.0,200,0
44,87,0.229,1.0,200,0
44,88,0.304,1.0,200,0
44,89,0.256,1.0,200,0
44,90,0.36,4.0,-100,0
44,91,0.587,1.0,-1050,0
44,92,0.249,1.0,200,0
44,93,0.281,1.0,200,0
44,94,0.314,1.0,200,0
44,95,0.292,4.0,-100,0
44,96,0.261,3.0,-200,0
44,97,0.905,1.0,200,0
44,98,0.233,2.0,100,0
44,99,0.409,2.0,100,0
44,100,0.419,3.0,-200,0
45,1,1.34,1.0,200,0
45,2,1.25,2.0,100,0
45,3,1.46,3.0,-200,0
45,4,0.363,1.0,200,0
45,5,0.318,1.0,200,0
45,6,1.09,1.0,200,0
45,7,1.16,1.0,-1050,0
45,8,1.01,4.0,-100,0
45,9,0.305,2.0,100,0
45,10,0.671,3.0,-200,0
45,11,0.402,2.0,100,0
45,12,0.657,2.0,100,0
45,13,0.355,2.0,-650,0
45,14,0.519,1.0,200,0
45,15,1.42,3.0,-200,0
45,16,0.354,1.0,200,0
45,17,0.381,1.0,200,0
45,18,0.711,1.0,200,0
45,19,0.313,1.0,-1050,0
45,20,1.16,2.0,100,0
45,21,0.273,2.0,100,0
45,22,0.773,2.0,100,0
45,23,1.27,3.0,-200,0
45,24,0.235,1.0,200,0
45,25,0.464,1.0,200,0
45,26,0.436,1.0,200,0
45,27,0.52,2.0,100,0
45,28,0.259,2.0,-650,0
45,29,0.313,1.0,200,0
45,30,0.399,1.0,-1050,0
45,31,1.56,2.0,100,0
45,32,0.464,2.0,100,0
45,33,0.344,2.0,100,0
45,34,0.354,1.0,200,0
45,35,0.328,1.0,200,0
45,36,0.365,1.0,200,0
45,37,1.29,2.0,100,0
45,38,0.409,2.0,-650,0
45,39,0.662,1.0,200,0
45,40,1.03,1.0,-1050,0
45,41,0.749,2.0,100,0
45,42,0.307,2.0,100,0
45,43,0.464,2.0,100,0
45,44,0.265,1.0,200,0
45,45,0.236,1.0,200,0
45,46,0.509,1.0,200,0
45,47,0.453,2.0,100,0
45,48,0.404,1.0,200,0
45,49,0.392,1.0,-1050,0
45,50,0.988,2.0,-650,0
45,51,1.53,1.0,200,0
45,52,0.464,1.0,200,0
45,53,0.354,1.0,200,0
45,54,1.93,2.0,100,0
45,55,0.405,2.0,100,0
45,56,1.64,2.0,100,0
45,57,0.417,1.0,200,0
45,58,0.515,2.0,100,0
45,59,0.378,1.0,-1050,0
45,60,0.235,1.0,200,0
45,61,0.365,1.0,200,0
45,62,0.176,1.0,200,0
45,63,0.413,2.0,-650,0
45,64,0.342,2.0,100,0
45,65,0.227,2.0,100,0
45,66,0.308,2.0,100,0
45,67,0.399,4.0,-100,0
45,68,0.606,1.0,200,0
45,69,0.161,1.0,-1050,0
45,70,1.01,1.0,200,0
45,71,0.192,1.0,200,0
45,72,0.317,1.0,200,0
45,73,0.273,2.0,100,0
45,74,0.247,2.0,-650,0
45,75,1.22,2.0,100,0
45,76,0.217,2.0,100,0
45,77,0.2,2.0,100,0
45,78,0.298,1.0,200,0
45,79,0.338,1.0,-1050,0
45,80,0.26,1.0,200,0
45,81,0.563,1.0,200,0
45,82,0.278,1.0,200,0
45,83,0.505,2.0,100,0
45,84,0.286,2.0,-650,0
45,85,0.33,2.0,100,0
45,86,0.332,2.0,100,0
45,87,0.256,2.0,100,0
45,88,0.273,1.0,200,0
45,89,0.288,3.0,-200,0
45,90,0.392,1.0,-1050,0
45,91,0.291,1.0,200,0
45,92,0.4,1.0,200,0
45,93,0.392,1.0,200,0
45,94,0.353,2.0,100,0
45,95,0.546,1.0,200,0
45,96,0.529,2.0,-650,0
45,97,0.541,1.0,-1050,0
45,98,0.214,1.0,200,0
45,99,0.282,1.0,200,0
45,100,0.234,1.0,200,0
46,1,0.94,1.0,200,0
46,2,0.688,1.0,200,0
46,3,0.527,1.0,200,0
46,4,0.466,2.0,100,0
46,5,0.559,2.0,100,0
46,6,0.715,1.0,200,0
46,7,0.427,4.0,-100,0
46,8,0.355,1.0,-1050,0
46,9,0.902,3.0,-200,0
46,10,0.729,2.0,100,0
46,11,1.41,2.0,100,0
46,12,2.0,,0,1
46,13,0.461,4.0,-100,0
46,14,0.619,2.0,-650,0
46,15,0.441,1.0,200,0
46,16,0.793,1.0,200,0
46,17,1.11,3.0,-200,0
46,18,0.721,1.0,200,0
46,19,0.349,2.0,100,0
46,20,0.292,2.0,100,0
46,21,0.391,2.0,100,0
46,22,0.449,2.0,100,0
46,23,0.836,2.0,-650,0
46,24,0.361,1.0,200,0
46,25,0.333,1.0,-1050,0
46,26,1.48,3.0,-200,0
46,27,0.42,2.0,100,0
46,28,0.503,1.0,200,0
46,29,0.268,1.0,200,0
46,30,0.311,1.0,200,0
46,31,0.409,2.0,100,0
46,32,0.429,2.0,100,0
46,33,0.411,3.0,-200,0
46,34,2.0,,0,1
46,35,0.618,4.0,-100,0
46,36,0.304,1.0,200,0
46,37,0.594,1.0,-1050,0
46,38,0.621,2.0,100,0
46,39,0.708,2.0,-650,0
46,40,0.516,1.0,200,0
46,41,0.365,1.0,200,0
46,42,0.511,1.0,200,0
46,43,0.542,2.0,100,0
46,44,0.44,2.0,100,0
46,45,0.296,2.0,100,0
46,46,1.55,3.0,1050,0
46,47,1.7,4.0,-100,0
46,48,0.308,1.0,200,0
46,49,0.342,1.0,-1050,0
46,50,0.376,2.0,100,0
46,51,0.645,1.0,200,0
46,52,2.0,,0,1
46,53,0.526,1.0,200,0
46,54,0.33,1.0,200,0
46,55,0.307,2.0,100,0
46,56,0.361,2.0,100,0
46,57,0.297,2.0,100,0
