Subnum,trial,RT,choice,outcome,missed
158,12,0.54342195,3.0,-200,0
158,13,0.56644704,4.0,-100,0
158,14,0.036229664,1.0,200,0
158,15,0.25469558,1.0,200,0
158,16,0.27880406,4.0,-100,0
158,17,0.17513911,1.0,200,0
158,18,0.27943296,2.0,100,0
158,19,0.24654909,2.0,100,0
158,20,0.14314607,2.0,-650,0
158,21,0.17488561,1.0,200,0
158,22,0.24446303,1.0,-1050,0
158,23,0.43933104,3.0,1050,0
158,24,0.23886422,3.0,-200,0
158,25,0.29655938,4.0,-100,0
158,26,0.014696419,1.0,200,0
158,27,0.29509412,2.0,100,0
158,28,0.14839769,3.0,-200,0
158,29,0.40665464,3.0,-200,0
158,30,0.5248617,1.0,200,0
158,31,0.17478706,1.0,200,0
158,32,0.26324404,1.0,200,0
158,33,0.607149,2.0,100,0
158,34,0.27788016,2.0,100,0
158,35,0.25508491,2.0,100,0
158,36,0.12716658,2.0,-650,0
158,37,0.3577112,4.0,650,0
158,38,0.72671857,3.0,-200,0
158,39,0.28430756,1.0,-1050,0
158,40,0.41509775,3.0,1050,0
158,41,0.49461499,2.0,100,0
158,42,0.16211446,2.0,100,0
158,43,0.28718752,2.0,100,0
158,44,0.1902025,2.0,100,0
158,45,0.33371424,2.0,-650,0
158,46,0.19890656,4.0,-100,0
158,47,0.59125249,3.0,-200,0
158,48,0.017986135,1.0,200,0
158,49,0.47910392,1.0,200,0
158,50,0.31922626,1.0,200,0
158,51,0.54447908,2.0,100,0
158,52,0.26294774,2.0,100,0
158,53,1.5268395,4.0,-100,0
158,54,0.069449375,1.0,200,0
158,55,0.26278306,1.0,-1050,0
158,56,0.56441966,3.0,-200,0
158,57,0.70835866,2.0,100,0
158,58,0.21540279,2.0,100,0
158,59,0.45115592,2.0,-650,0
158,60,0.35136907,4.0,-100,0
158,61,0.19613228,1.0,200,0
158,62,0.18688296,1.0,200,0
158,63,0.15919722,3.0,-200,0
158,64,0.34915658,1.0,200,0
158,65,0.23442272,1.0,200,0
158,66,0.16705486,1.0,-1050,0
158,67,0.27827274,3.0,-200,0
158,68,0.3742405,2.0,100,0
158,69,0.14001131,2.0,100,0
158,70,0.42082655,4.0,-100,0
158,71,0.082171251,2.0,100,0
158,72,0.27840403,2.0,100,0
158,73,0.43074464,1.0,200,0
158,74,0.142075,1.0,200,0
158,75,0.23897606,3.0,1050,0
158,76,0.51850141,1.0,200,0
158,77,0.62303709,2.0,-650,0
158,78,0.54306665,4.0,650,0
158,79,0.35033268,1.0,200,0
158,80,0.71061588,3.0,-200,0
158,81,0.24702854,1.0,-1050,0
158,82,0.19038663,3.0,-200,0
158,83,0.20637391,2.0,100,0
158,84,0.10177793,2.0,100,0
158,85,0.28657969,4.0,-100,0
158,86,0.31587074,2.0,100,0
158,87,0.39952314,2.0,100,0
158,88,0.22218808,1.0,200,0
158,89,0.3018285,1.0,200,0
158,90,0.22221498,3.0,-200,0
158,91,0.19865954,1.0,200,0
158,92,0.15823863,1.0,200,0
158,93,0.63850796,2.0,-650,0
158,94,0.32695521,1.0,-1050,0
158,95,0.13384974,3.0,-200,0
158,96,0.19044984,4.0,-100,0
158,97,0.27095613,2.0,100,0
158,98,1.163865,1.0,200,0
158,99,0.20676194,1.0,200,0
158,100,0.40728613,1.0,200,0
159,1,2.6843928,2.0,100,0
159,2,1.5779886,2.0,100,0
159,3,2.0383498,1.0,200,0
159,4,0.4440617,3.0,-200,0
159,5,0.15021533,1.0,200,0
159,6,0.20631588,1.0,200,0
159,7,0.61430482,4.0,-100,0
159,8,0.25187202,2.0,100,0
159,9,0.22286592,1.0,200,0
159,10,0.24519793,1.0,-1050,0
159,11,0.06225142,2.0,100,0
159,12,0.28652393,2.0,-650,0
159,13,0.12207834,4.0,-100,0
159,14,0.18271538,3.0,-200,0
159,15,0.086175122,1.0,200,0
159,16,0.30175686,1.0,200,0
159,17,0.28616215,1.0,200,0
159,18,0.91103115,1.0,200,0
159,19,0.2303579,2.0,100,0
159,20,0.2148799,2.0,100,0
159,21,0.1748305,2.0,100,0
159,22,0.30184115,2.0,100,0
159,23,1.1906985,2.0,-650,0
159,24,0.90503231,2.0,100,0
159,25,0.38808272,2.0,100,0
159,26,0.28642992,2.0,100,0
159,27,0.32612954,2.0,100,0
159,28,0.59856261,1.0,-1050,0
159,29,0.27832687,1.0,200,0
159,30,0.20515242,1.0,200,0
159,31,0.25463528,1.0,200,0
159,32,0.17448266,1.0,200,0
159,33,0.33088615,3.0,-200,0
159,34,0.3817824,3.0,-200,0
159,35,0.43058288,3.0,1050,0
159,36,1.3427295,4.0,-100,0
159,37,0.21189361,4.0,-100,0
159,38,0.30102358,4.0,650,0
159,39,0.56160356,4.0,-100,0
159,40,2.1345645,2.0,-650,0
159,41,0.6945226,2.0,100,0
159,42,0.25533517,2.0,100,0
159,43,0.10144176,2.0,100,0
159,44,0.25462166,2.0,100,0
159,45,0.20625753,3.0,-200,0
159,46,0.54409461,3.0,-200,0
159,47,0.25463625,3.0,-200,0
159,48,0.2785914,3.0,-200,0
159,49,0.24286258,3.0,1050,0
159,50,2.6220993,3.0,-200,0
159,51,0.26201575,3.0,-200,0
159,52,0.40262548,3.0,-200,0
159,53,0.32612663,3.0,-200,0
159,54,0.26240086,3.0,1050,0
159,55,1.453596,3.0,-200,0
159,56,0.32490481,3.0,-200,0
159,57,0.24673841,3.0,-200,0
159,58,0.23100042,3.0,-200,0
159,59,0.25730226,3.0,1050,0
159,60,9.2408569,4.0,-100,0
159,61,0.56581652,4.0,-100,0
159,62,0.27788827,4.0,-100,0
159,63,0.26114307,4.0,650,0
159,64,2.0862639,4.0,-100,0
159,65,0.23056505,4.0,-100,0
159,66,0.31884763,4.0,-100,0
159,67,0.25452733,4.0,-100,0
159,68,1.6465426,3.0,-200,0
159,69,0.074807968,3.0,-200,0
159,70,0.1731918,3.0,-200,0
159,71,0.1430472,3.0,-200,0
159,72,0.53413988,3.0,1050,0
159,73,0.89024772,3.0,-200,0
159,74,0.1742003,3.0,-200,0
159,75,0.29313286,3.0,-200,0
159,76,0.20649936,3.0,-200,0
159,77,0.22248567,3.0,1050,0
159,78,0.21358937,3.0,-200,0
159,79,0.23076539,3.0,-200,0
159,80,0.14303683,3.0,-200,0
159,81,0.01134738,3.0,-200,0
159,82,0.23878318,3.0,1050,0
159,83,0.2936013,3.0,-200,0
159,84,0.24387206,3.0,-200,0
159,85,0.2136247,3.0,-200,0
159,86,0.27863484,3.0,-200,0
159,87,0.50137466,3.0,1050,0
159,88,0.31454941,3.0,-200,0
159,89,0.045133098,3.0,-200,0
159,90,0.18737927,3.0,-200,0
159,91,0.27088935,3.0,-200,0
159,92,0.87838847,3.0,1050,0
159,93,0.88615859,3.0,-200,0
159,94,0.32348558,3.0,-200,0
159,95,0.19043007,3.0,-200,0
159,96,0.51062496,3.0,-200,0
159,97,0.29460656,3.0,1050,0
159,98,1.0781677,3.0,-200,0
159,99,0.36653554,3.0,-200,0
159,100,0.32474176,3.0,-200,0
160,1,3.8932756,2.0,100,0
160,2,0.9841989,2.0,100,0
160,3,0.48796608,2.0,100,0
160,4,0.36806295,2.0,100,0
160,5,1.2322621,3.0,-200,0
160,6,1.0881665,1.0,200,0
160,7,0.39206576,1.0,200,0
160,8,0.5680471,1.0,200,0
160,9,0.41625432,1.0,200,0
160,10,16.31197,3.0,-200,0
160,11,0.41608713,1.0,-1050,0
160,12,0.17610452,3.0,-200,0
160,13,0.69625924,3.0,-200,0
160,14,0.12828364,4.0,-100,0
160,15,1.29631,2.0,-650,0
160,16,0.46731872,4.0,-100,0
160,17,0.26415242,2.0,100,0
160,18,0.28827566,2.0,100,0
160,19,0.23233147,2.0,100,0
160,20,0.31225172,2.0,100,0
160,21,0.31208884,2.0,-650,0
160,22,0.35226625,2.0,100,0
160,23,0.40842016,2.0,100,0
160,24,0.28028512,1.0,200,0
160,25,0.45133333,1.0,200,0
160,26,0.30397604,1.0,200,0
160,27,0.60330435,1.0,200,0
160,28,0.21622503,1.0,-1050,0
160,29,0.26416807,1.0,200,0
160,30,0.36844434,1.0,200,0
160,31,0.22422208,1.0,200,0
160,32,0.16841543,1.0,200,0
160,33,0.22414442,1.0,-1050,0
160,34,0.48823754,3.0,1050,0
160,35,0.29608916,3.0,-200,0
160,36,1.0084008,4.0,-100,0
160,37,0.24808243,4.0,-100,0
160,38,0.3519196,3.0,-200,0
160,39,0.48349428,1.0,200,0
160,40,0.3121548,1.0,200,0
160,41,0.36044503,1.0,200,0
160,42,0.42418261,2.0,100,0
160,43,0.28009104,2.0,100,0
160,44,0.32809799,1.0,200,0
160,45,6.6081534,1.0,-1050,0
160,46,0.50415723,3.0,-200,0
160,47,1.4400773,4.0,650,0
160,48,0.80028734,4.0,-100,0
160,49,0.15210944,4.0,-100,0
160,50,0.008224222,2.0,-650,0
160,51,0.19226704,2.0,100,0
160,52,0.38725033,2.0,100,0
160,53,0.27985857,2.0,100,0
160,54,0.32029497,1.0,200,0
160,55,0.36013996,1.0,200,0
160,56,0.17593516,1.0,200,0
160,57,0.37944451,2.0,100,0
160,58,0.30419441,1.0,200,0
160,59,0.45612667,2.0,-650,0
160,60,0.223738,1.0,-1050,0
160,61,1.0401597,1.0,200,0
160,62,0.21608759,1.0,200,0
160,63,0.27214386,1.0,200,0
160,64,0.15204962,1.0,200,0
160,65,0.040409433,2.0,100,0
160,66,0.080137413,2.0,100,0
160,67,0.77114602,2.0,100,0
160,68,0.31217334,2.0,100,0
160,69,0.46445145,2.0,-650,0
160,70,1.0722921,4.0,-100,0
160,71,0.38726601,4.0,-100,0
160,72,0.32004274,3.0,-200,0
160,73,0.24327259,3.0,1050,0
160,74,0.32824873,3.0,-200,0
160,75,0.3842322,1.0,-1050,0
160,76,0.26408676,1.0,200,0
160,77,0.17607552,1.0,200,0
160,78,0.39241613,1.0,200,0
160,79,0.25600577,1.0,200,0
160,80,0.24827386,1.0,-1050,0
160,81,0.30430377,2.0,100,0
160,82,0.23948013,2.0,100,0
160,83,0.28810769,1.0,200,0
160,84,0.15228684,1.0,200,0
160,85,0.38421951,2.0,100,0
160,86,0.14415108,2.0,100,0
160,87,0.31245648,3.0,-200,0
160,88,0.21604677,3.0,-200,0
160,89,0.29162826,3.0,-200,0
160,90,0.3681953,4.0,650,0
160,91,0.16819035,4.0,-100,0
160,92,0.008179832,4.0,-100,0
160,93,0.36328254,2.0,-650,0
160,94,0.29526775,2.0,100,0
160,95,0.33122047,2.0,100,0
160,96,0.23979667,2.0,100,0
160,97,0.29121676,2.0,100,0
160,98,0.18427101,2.0,-650,0
160,99,0.37444039,1.0,200,0
160,100,0.31519433,1.0,200,0
161,1,2.0963981,3.0,-200,0
161,2,1.5201542,3.0,-200,0
161,3,0.37584554,4.0,-100,0
161,4,0.44824641,2.0,100,0
161,5,0.40031276,2.0,100,0
161,6,1.6700485,1.0,200,0
161,7,0.19971109,1.0,200,0
161,8,0.31248509,1.0,200,0
161,9,0.21607874,1.0,200,0
161,10,0.24808643,1.0,-1050,0
161,11,0.74408801,1.0,200,0
161,12,0.17642636,1.0,200,0
161,13,0.33926408,2.0,100,0
161,14,0.18410686,2.0,100,0
161,15,0.22409005,2.0,-650,0
161,16,1.2720426,4.0,-100,0
161,17,0.1277204,4.0,-100,0
161,18,0.16789627,4.0,-100,0
161,19,0.15208856,4.0,650,0
161,20,2.080311,3.0,-200,0
161,21,0.17916267,3.0,-200,0
161,22,0.21616946,3.0,1050,0
161,23,2.0321986,3.0,-200,0
161,24,0.087947962,3.0,-200,0
161,25,0.24009179,3.0,-200,0
161,26,0.2320147,3.0,-200,0
161,27,0.21629286,3.0,1050,0
161,28,1.1521302,3.0,-200,0
161,29,0.12325191,3.0,-200,0
161,30,0.16324268,3.0,-200,0
161,31,0.046528572,3.0,-200,0
161,32,0.080300242,3.0,1050,0
161,33,0.33632419,3.0,-200,0
161,34,0.056102487,3.0,-200,0
161,35,0.014567988,3.0,-200,0
161,36,0.11149798,3.0,-200,0
161,37,0.24818931,3.0,1050,0
161,38,1.112125,3.0,-200,0
161,39,0.13607724,3.0,-200,0
161,40,0.088078791,3.0,-200,0
161,41,0.13613952,3.0,-200,0
161,42,0.22415552,3.0,1050,0
161,43,1.080265,2.0,100,0
161,44,0.24022135,2.0,100,0
161,45,0.22401714,2.0,100,0
161,46,0.64795673,2.0,100,0
161,47,1.408304,1.0,200,0
161,48,0.17598293,1.0,200,0
161,49,0.1681731,1.0,-1050,0
161,50,0.66413749,1.0,200,0
161,51,0.24792767,1.0,200,0
161,52,1.0876315,4.0,-100,0
161,53,0.20329656,4.0,-100,0
161,54,0.13120923,4.0,-100,0
161,55,0.024201249,4.0,-100,0
161,56,0.23232611,4.0,650,0
161,57,1.4963479,4.0,-100,0
161,58,0.1040446,4.0,-100,0
161,59,0.20808573,4.0,-100,0
161,60,0.15227278,4.0,-100,0
161,61,0.17611125,4.0,650,0
161,62,0.53622723,4.0,-100,0
161,63,0.096260403,4.0,-100,0
161,64,0.13924736,4.0,-100,0
161,65,0.1284857,4.0,-100,0
161,66,0.10401873,4.0,650,0
161,67,0.12810907,4.0,-100,0
161,68,0.080168568,4.0,-100,0
161,69,0.056233688,4.0,-100,0
161,70,0.15940882,4.0,-100,0
161,71,0.26403097,4.0,650,0
161,72,0.30421393,4.0,-100,0
161,73,0.19205922,4.0,-100,0
161,74,0.22716099,4.0,-100,0
161,75,0.23213792,4.0,-100,0
161,76,0.28823085,4.0,650,0
161,77,0.32823682,4.0,-100,0
161,78,0.2482997,4.0,-100,0
161,79,0.07211118,4.0,-100,0
161,80,0.18410285,4.0,-100,0
161,81,0.23221502,4.0,650,0
161,82,0.24814998,4.0,-100,0
161,83,0.007845577,4.0,-100,0
161,84,0.056124823,4.0,-100,0
161,85,0.032243134,4.0,-100,0
161,86,0.22391457,4.0,650,0
161,87,0.28011055,4.0,-100,0
161,88,0.15224893,4.0,-100,0
161,89,0.44330325,4.0,-100,0
161,90,0.21605685,4.0,-100,0
161,91,0.024243911,4.0,650,0
161,92,1.4081301,3.0,-200,0
161,93,0.25646477,3.0,-200,0
161,94,0.28804343,3.0,-200,0
161,95,0.28319404,3.0,-200,0
161,96,0.43214898,3.0,1050,0
161,97,1.1919832,4.0,-100,0
161,98,0.19526,4.0,-100,0
161,99,0.12815799,4.0,-100,0
161,100,0.10410011,4.0,-100,0
162,1,1.1543336,1.0,200,0
162,2,1.3770718,4.0,-100,0
162,3,0.73327466,3.0,-200,0
162,4,0.36480931,2.0,100,0
162,5,0.45323744,2.0,100,0
162,6,0.78970132,1.0,200,0
162,7,0.54153331,1.0,200,0
162,8,1.0210159,2.0,100,0
162,9,0.59760662,2.0,100,0
162,10,0.71393445,1.0,200,0
162,11,0.66146984,1.0,-1050,0
162,12,0.62966968,2.0,-650,0
162,13,0.28506515,4.0,-100,0
162,14,0.14959973,3.0,-200,0
162,15,0.18992306,1.0,200,0
162,16,0.24641877,1.0,200,0
162,17,0.75829245,2.0,100,0
162,18,0.29975249,2.0,100,0
162,19,0.67000533,4.0,-100,0
162,20,0.2534005,1.0,200,0
162,21,0.35727324,1.0,200,0
162,22,0.75617819,3.0,-200,0
162,23,0.23009176,1.0,-1050,0
162,24,0.26235645,2.0,100,0
162,25,0.38187026,2.0,100,0
162,26,0.75039103,1.0,200,0
162,27,0.24585827,1.0,200,0
162,28,0.22215566,2.0,-650,0
162,29,0.14139229,2.0,100,0
162,30,0.66142542,4.0,-100,0
162,31,0.24544171,4.0,650,0
162,32,0.80336168,3.0,-200,0
162,33,0.22232682,3.0,1050,0
162,34,1.8293274,1.0,200,0
162,35,0.82114197,3.0,-200,0
162,36,0.26131391,3.0,-200,0
162,37,0.25053092,3.0,-200,0
162,38,0.21308528,3.0,-200,0
162,39,1.4540777,4.0,-100,0
162,40,0.085710257,4.0,-100,0
162,41,0.21224242,2.0,100,0
162,42,0.23009792,2.0,100,0
162,43,0.16605317,1.0,200,0
162,44,0.27702564,1.0,-1050,0
162,45,0.3342086,3.0,1050,0
162,46,0.79718228,4.0,-100,0
162,47,0.35529189,4.0,-100,0
162,48,0.1574885,2.0,100,0
162,49,0.24625506,2.0,-650,0
162,50,0.14141434,1.0,200,0
162,51,0.45261049,3.0,-200,0
162,52,0.25349581,3.0,-200,0
162,53,0.029356531,1.0,200,0
162,54,0.20598522,1.0,200,0
162,55,0.44471978,2.0,100,0
162,56,0.19837654,2.0,100,0
162,57,0.25403718,4.0,650,0
162,58,0.40447554,4.0,-100,0
162,59,0.21927667,3.0,-200,0
162,60,0.23727837,3.0,-200,0
162,61,0.23769039,2.0,100,0
162,62,0.28467776,2.0,100,0
162,63,0.29406875,2.0,-650,0
162,64,0.18698183,1.0,200,0
162,65,0.18900435,1.0,-1050,0
162,66,0.38945819,4.0,-100,0
162,67,0.093606482,4.0,-100,0
162,68,0.029561733,3.0,1050,0
162,69,0.93939603,3.0,-200,0
162,70,0.077462951,2.0,100,0
162,71,0.29780259,2.0,100,0
162,72,0.33395737,1.0,200,0
162,73,0.78995774,3.0,-200,0
162,74,0.31853837,3.0,-200,0
162,75,0.17414746,4.0,-100,0
162,76,0.21490973,4.0,650,0
162,77,0.56156174,2.0,100,0
162,78,0.27737899,2.0,100,0
162,79,0.38952335,2.0,-650,0
162,80,0.2134289,1.0,200,0
162,81,0.87837226,3.0,-200,0
162,82,0.22159776,3.0,1050,0
162,83,0.98129712,4.0,-100,0
162,84,0.64541254,4.0,-100,0
162,85,0.53414215,2.0,100,0
162,86,0.50196725,2.0,100,0
162,87,0.50977854,1.0,200,0
162,88,0.93683862,3.0,-200,0
162,89,0.53442774,3.0,-200,0
162,90,0.48605161,4.0,-100,0
162,91,0.54149797,4.0,-100,0
162,92,0.33254592,2.0,100,0
162,93,0.51750976,2.0,100,0
162,94,0.64595164,3.0,-200,0
162,95,0.52569677,1.0,200,0
162,96,0.64632735,4.0,650,0
162,97,0.87011296,3.0,-200,0
162,98,0.64612669,3.0,1050,0
162,99,1.2353045,2.0,-650,0
162,100,0.46123254,1.0,-1050,0
163,1,1.1077606,2.0,100,0
163,2,0.24512564,1.0,200,0
163,3,0.21133701,3.0,-200,0
163,4,0.20528436,4.0,-100,0
163,5,0.22898276,1.0,200,0
163,6,0.26925195,2.0,100,0
163,7,0.17356719,1.0,200,0
163,8,0.40584874,4.0,-100,0
163,9,0.1413012,1.0,200,0
163,10,0.23756396,2.0,100,0
163,11,0.24585049,1.0,-1050,0
163,12,0.51783394,3.0,-200,0
163,13,0.14424697,2.0,100,0
163,14,0.093916068,4.0,-100,0
163,15,0.19773792,2.0,-650,0
163,16,0.16571376,1.0,200,0
163,17,0.19534875,3.0,-200,0
163,18,0.25396521,1.0,200,0
163,19,0.37896533,2.0,100,0
163,20,0.17942372,1.0,200,0
163,21,0.16564114,2.0,100,0
163,22,0.22183311,1.0,200,0
163,23,0.4446731,2.0,100,0
163,24,0.20626239,1.0,-1050,0
163,25,0.20572912,4.0,-100,0
163,26,0.22114715,3.0,-200,0
163,27,0.36155039,2.0,100,0
163,28,0.29416244,1.0,200,0
163,29,0.18061376,2.0,-650,0
163,30,0.20836984,1.0,200,0
163,31,0.88571706,1.0,200,0
163,32,0.19689571,1.0,200,0
163,33,0.18953859,1.0,-1050,0
163,34,0.26225369,1.0,200,0
163,35,0.67691056,1.0,200,0
163,36,0.43744434,1.0,200,0
163,37,0.20320997,1.0,200,0
163,38,0.11759761,1.0,-1050,0
163,39,0.26971876,1.0,200,0
163,40,0.15854238,1.0,200,0
163,41,0.24531074,1.0,200,0
163,42,0.90068709,1.0,200,0
163,43,0.65132222,1.0,-1050,0
163,44,0.46188575,1.0,200,0
163,45,0.59802902,1.0,200,0
163,46,0.10869969,1.0,200,0
163,47,0.50537918,1.0,200,0
163,48,0.13633551,1.0,-1050,0
163,49,0.86003699,2.0,100,0
163,50,0.17417696,2.0,100,0
163,51,0.63749038,1.0,200,0
163,52,0.26163225,1.0,200,0
163,53,0.2431793,1.0,200,0
163,54,0.3523176,1.0,200,0
163,55,0.35729723,2.0,100,0
163,56,0.24452203,2.0,100,0
163,57,0.36574131,2.0,-650,0
163,58,1.5023449,3.0,1050,0
163,59,0.58186637,3.0,-200,0
163,60,1.138583,4.0,650,0
163,61,2.1072221,3.0,-200,0
163,62,0.65410234,4.0,-100,0
163,63,0.27639026,1.0,-1050,0
163,64,0.23734288,2.0,100,0
163,65,0.27779101,1.0,200,0
163,66,0.27585051,2.0,100,0
163,67,0.3155605,1.0,200,0
163,68,0.25384786,2.0,100,0
163,69,0.21351513,1.0,200,0
163,70,0.20993884,3.0,-200,0
163,71,0.13365264,4.0,-100,0
163,72,0.29345866,1.0,200,0
163,73,0.30067639,1.0,-1050,0
163,74,0.2540174,1.0,200,0
163,75,0.21414143,1.0,200,0
163,76,0.17429302,1.0,200,0
163,77,0.22957762,1.0,200,0
163,78,0.26200472,2.0,100,0
163,79,0.16679812,2.0,-650,0
163,80,0.19207006,1.0,-1050,0
163,81,0.13424815,1.0,200,0
163,82,0.20631264,1.0,200,0
163,83,0.71761577,1.0,200,0
163,84,0.3496007,1.0,200,0
163,85,0.070158343,1.0,-1050,0
163,86,0.29144295,2.0,100,0
163,87,0.7263221,3.0,-200,0
163,88,0.36599157,4.0,-100,0
163,89,1.0309988,4.0,-100,0
163,90,0.6537639,4.0,650,0
163,91,0.46938908,1.0,200,0
163,92,1.0299015,2.0,100,0
163,93,0.41066467,1.0,200,0
163,94,0.50057427,1.0,200,0
163,95,0.3490509,1.0,200,0
163,96,0.16513803,1.0,-1050,0
163,97,0.5258527,3.0,1050,0
163,98,0.50047767,4.0,-100,0
163,99,0.57406966,4.0,-100,0
163,100,0.26534598,4.0,-100,0
164,1,4.2361187,4.0,-100,0
164,2,0.37179868,3.0,-200,0
164,3,1.6802543,2.0,100,0
164,4,1.5684225,1.0,200,0
164,5,0.55204157,2.0,100,0
164,6,0.45623097,1.0,200,0
164,7,1.2482212,1.0,200,0
164,8,1.3204151,2.0,100,0
164,9,0.90403651,3.0,-200,0
164,10,0.5521188,1.0,200,0
164,11,0.34433589,1.0,-1050,0
164,12,0.64033227,2.0,100,0
164,13,0.40774077,2.0,-650,0
164,14,2.7918923,4.0,-100,0
164,15,0.24817274,3.0,-200,0
164,16,0.62427053,2.0,100,0
164,17,0.28820913,1.0,200,0
164,18,0.37588214,2.0,100,0
164,19,0.40816961,1.0,200,0
164,20,0.36815922,1.0,200,0
164,21,0.47202436,1.0,200,0
164,22,0.3442757,1.0,-1050,0
164,23,0.40002744,2.0,100,0
164,24,0.36824115,2.0,100,0
164,25,0.072383108,2.0,-650,0
164,26,0.56804153,4.0,-100,0
164,27,0.40323444,4.0,-100,0
164,28,1.1440521,1.0,200,0
164,29,0.39216299,1.0,200,0
164,30,0.33623489,1.0,200,0
164,31,0.72005581,2.0,100,0
164,32,0.84839105,1.0,200,0
164,33,0.49579736,1.0,-1050,0
164,34,0.4081505,2.0,100,0
164,35,0.11213613,2.0,100,0
164,36,0.52799714,2.0,100,0
164,37,1.7796016,3.0,-200,0
164,38,0.51996002,2.0,-650,0
164,39,0.34418862,1.0,200,0
164,40,0.15204013,1.0,200,0
164,41,0.14433476,1.0,200,0
164,42,1.072441,2.0,100,0
164,43,0.72769361,2.0,100,0
164,44,0.72034112,2.0,100,0
164,45,0.49597916,1.0,200,0
164,46,0.49125735,1.0,-1050,0
164,47,0.46424335,2.0,100,0
164,48,0.33603098,2.0,-650,0
164,49,1.0353449,1.0,200,0
164,50,0.007976189,1.0,200,0
164,51,1.1042528,1.0,200,0
164,52,0.89610232,1.0,200,0
164,53,0.56032345,2.0,100,0
164,54,0.41624602,2.0,100,0
164,55,0.50433406,2.0,100,0
164,56,0.44825595,1.0,-1050,0
164,57,0.35971633,2.0,100,0
164,58,0.52747605,2.0,-650,0
164,59,0.40017923,1.0,200,0
164,60,0.12803647,1.0,200,0
164,61,0.27221929,1.0,200,0
164,62,1.2561967,1.0,200,0
164,63,2.3443179,1.0,-1050,0
164,64,0.048225665,1.0,200,0
164,65,0.40031517,1.0,200,0
164,66,0.51531412,1.0,200,0
164,67,0.7042268,1.0,200,0
164,68,0.18405579,1.0,-1050,0
164,69,0.015955124,1.0,200,0
164,70,0.6483499,1.0,200,0
164,71,0.16794183,1.0,200,0
164,72,0.072320811,2.0,100,0
164,73,0.36017097,2.0,100,0
164,74,0.77142925,2.0,100,0
164,75,0.45624851,2.0,100,0
164,76,0.55998511,2.0,-650,0
164,77,0.67196559,1.0,200,0
164,78,1.0323654,1.0,-1050,0
164,79,0.54731107,1.0,200,0
164,80,1.7522893,1.0,200,0
164,81,0.68011588,3.0,1050,0
164,82,0.96806653,3.0,-200,0
164,83,1.4722803,4.0,650,0
164,84,1.2317899,3.0,-200,0
164,85,0.4802395,3.0,-200,0
164,86,0.071954998,4.0,-100,0
164,87,0.44828842,4.0,-100,0
164,88,0.41133765,3.0,-200,0
164,89,0.38409542,3.0,1050,0
164,90,0.7122436,1.0,200,0
164,91,0.48024029,1.0,200,0
164,92,0.6961805,1.0,-1050,0
164,93,1.0803354,3.0,-200,0
164,94,0.39227759,3.0,-200,0
164,95,0.41626667,3.0,-200,0
164,96,0.37624598,3.0,-200,0
164,97,0.33623123,3.0,1050,0
164,98,1.2083607,4.0,-100,0
164,99,0.89619332,4.0,-100,0
164,100,0.40841472,4.0,650,0
165,1,3.0369043,1.0,200,0
165,2,4.1142237,3.0,-200,0
165,3,0.98144768,1.0,200,0
165,4,2.6304883,1.0,200,0
165,5,1.285415,1.0,200,0
165,6,0.78960469,1.0,-1050,0
165,7,0.34245005,3.0,-200,0
165,8,0.60432238,4.0,-100,0
165,9,0.4309808,2.0,100,0
165,10,0.62996607,3.0,-200,0
165,11,0.29464401,1.0,200,0
165,12,1.3902519,1.0,200,0
165,13,2.1172895,4.0,-100,0
165,14,0.37391174,2.0,100,0
165,15,1.3740748,1.0,200,0
165,16,2.4392791,3.0,-200,0
165,17,0.45339407,1.0,200,0
165,18,0.85467249,4.0,-100,0
165,19,0.27857424,2.0,100,0
165,20,0.83095344,2.0,100,0
165,21,0.55030836,2.0,-650,0
165,22,0.4942222,4.0,-100,0
165,23,0.33485621,3.0,1050,0
165,24,1.431281,1.0,-1050,0
165,25,0.38213124,3.0,-200,0
165,26,0.2941088,1.0,200,0
165,27,0.60672453,4.0,650,0
165,28,1.1823547,3.0,-200,0
165,29,0.54122168,1.0,200,0
165,30,0.87133777,4.0,-100,0
165,31,0.42773158,1.0,200,0
165,32,0.27789509,3.0,-200,0
165,33,0.25505683,1.0,200,0
165,34,0.27894348,2.0,100,0
165,35,0.58197946,2.0,100,0
165,36,0.81420841,2.0,100,0
165,37,0.21438755,2.0,100,0
165,38,0.29468648,2.0,-650,0
165,39,0.71699426,4.0,-100,0
165,40,0.46234524,4.0,-100,0
165,41,0.40684746,3.0,-200,0
165,42,0.3740145,1.0,-1050,0
165,43,0.58975549,3.0,1050,0
165,44,0.85376901,3.0,-200,0
165,45,0.67804344,1.0,200,0
165,46,0.53462176,4.0,-100,0
165,47,0.40610315,2.0,100,0
165,48,0.76718137,2.0,100,0
165,49,0.69463221,3.0,-200,0
165,50,0.81438833,3.0,-200,0
165,51,0.30218729,1.0,200,0
165,52,0.42935538,1.0,200,0
165,53,0.62281602,1.0,200,0
165,54,0.59872871,4.0,650,0
165,55,0.55067079,4.0,-100,0
165,56,0.71004423,1.0,-1050,0
165,57,0.46174421,3.0,-200,0
165,58,0.49483327,2.0,100,0
165,59,0.51821971,2.0,100,0
165,60,0.61388722,2.0,-650,0
165,61,1.4944193,4.0,-100,0
165,62,0.49466535,1.0,200,0
165,63,0.26287177,1.0,200,0
165,64,0.23006021,1.0,200,0
165,65,0.32650444,3.0,1050,0
