participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC,Condition
45,85.86704778000194,"[3.6127770366952183, 0.35802351528192916]",[2.3185085  0.54548644],85.86704778000194,175.73409556000388,182.7770173957284,LV
46,57.63605831702615,"[3.493167931200834, 0.20570467998087627]",[1.41070407e-01 1.00000000e-04],57.63605831702615,119.2721166340523,126.3150384697768,LV
47,158.03469006722375,"[1.3077026909667042, 0.009010733139445488]",[0.10351561 0.04003339],158.03469006722375,320.0693801344475,327.112301970172,LV
48,73.13331255397698,"[0.27514064931711435, 0.7650861716684806]",[0.91297461 0.15694856],73.13331255397698,150.26662510795396,157.30954694367844,LV
49,73.71014435422256,"[0.13501850357580353, 0.0065016000659851615]",[1.70353589 0.30686139],73.71014435422256,151.42028870844513,158.4632105441696,LV
50,104.82319668642866,"[0.7069372995396354, 0.5692895315209237]",[0.65485107 0.10196458],104.82319668642866,213.6463933728573,220.6893152085818,LV
51,133.40136876554115,"[1.2526078149101314, 0.7814184863518355]",[0.43317698 0.10609182],133.40136876554115,270.8027375310823,277.8456593668068,LV
52,99.05200191296848,"[2.3087584797427296, 0.6519483034244579]",[0.17214742 0.02037316],99.05200191296848,202.10400382593696,209.14692566166147,LV
53,122.13871909868033,"[0.6549815778924345, 0.491587719284599]",[1.10801152 0.29170238],122.13871909868033,248.27743819736065,255.32036003308517,LV
54,113.83336791538925,"[0.8062448237541308, 0.12726910014996087]",[0.55658193 0.13004663],113.83336791538925,231.6667358307785,238.70965766650292,LV
55,151.03389134505204,"[0.38978844057775025, 0.18528213546730637]",[0.12497644 0.02667847],151.03389134505204,306.0677826901041,313.11070452582857,LV
56,109.44147550466592,"[1.6222561917717284, 0.8512729154288807]",[1.23480039 0.28275902],109.44147550466592,222.88295100933183,229.92587284505635,LV
57,97.1836658044055,"[2.357415387780073, 0.33212183792791905]",[1.74002217 0.40492066],97.1836658044055,198.367331608811,205.4102534445355,LV
58,102.06471841545957,"[3.8918656605229405, 0.3181118751454172]",[1.3342252  0.33256151],102.06471841545957,208.12943683091916,215.1723586666436,LV
59,98.7041012945591,"[3.288474654740692, 0.9167883982048471]",[0.41726196 0.07688382],98.7041012945591,201.4082025891182,208.45112442484267,LV
60,95.34813146111703,"[2.5490197787504694, 0.4393794359955992]",[1.26181582 0.27817579],95.34813146111703,194.69626292223407,201.73918475795853,LV
61,133.71938735258792,"[1.0163793155969985, 0.0914841402625559]",[0.59110407 0.09523838],133.71938735258792,271.43877470517583,278.4816965409003,LV
62,97.41189074561662,"[3.7111064035017556, 0.9948752035131857]",[0.45824135 0.06775607],97.41189074561662,198.82378149123323,205.8667033269577,LV
63,110.24216732607668,"[2.5094748123206343, 0.02149217376729558]",[1.4126415  0.33610761],110.24216732607668,224.48433465215336,231.52725648787785,LV
64,127.24676672337912,"[3.900097634787395, 0.39296443442524887]",[3.38948179 0.91756094],127.24676672337912,258.49353344675825,265.53645528248273,LV
65,128.68850327793675,"[2.305358245750899, 0.1437751402118769]",[0.15682882 0.02239008],128.68850327793675,261.37700655587355,268.41992839159803,LV
66,80.67338212175906,"[2.3314131245693295, 0.17449698521272503]",[1.50065092 0.2939081 ],80.67338212175906,165.34676424351812,172.3896860792426,LV
67,157.25086756709342,"[0.018951986766235933, 0.17677232240434645]",[0.23922482 0.10745347],157.25086756709342,318.50173513418684,325.54465696991133,LV
68,153.4572939751673,"[4.184467211651757, 0.3188698219090792]",[0.4016239  0.12301987],153.4572939751673,310.9145879503346,317.95750978605906,LV
69,89.87753339020578,"[0.5520412071463335, 0.20821985160468587]",[0.3916037  0.06243761],89.87753339020578,183.7550667804116,190.79798861613605,LV
70,81.94517856223925,"[3.4671379285059043, 0.227281239622785]",[0.72330494 0.11561513],81.94517856223925,167.8903571244785,174.93327896020298,LV
71,63.73293574159701,"[3.0576130141824365, 0.9082422803420427]",[1.95189572 0.37064635],63.73293574159701,131.465871483194,138.50879331891852,LV
72,84.66866057397681,"[2.311370680119473, 0.16705980464374603]",[1.16626292 0.22150763],84.66866057397681,173.33732114795362,180.3802429836781,LV
73,142.7008169450204,"[0.123576243255966, 0.6093328282891559]",[0.23860333 0.04395675],142.7008169450204,289.4016338900408,296.44455572576527,LV
74,152.19544019844338,"[0.7827364524330482, 0.6847836819731072]",[0.26754838 0.10275513],152.19544019844338,308.3908803968868,315.43380223261124,LV
75,80.67052372435565,"[1.152280568896023, 0.3082359880184536]",[0.79725758 0.12480478],80.67052372435565,165.3410474487113,172.38396928443578,LV
76,40.332880992848295,"[1.2910588319022636, 0.1675668492524042]",[0.36621742 0.02312784],40.332880992848295,84.66576198569659,91.70868382142108,LV
77,105.25943132659972,"[0.07148671927087706, 0.6652971870867713]",[1.10399831 0.22668291],105.25943132659972,214.51886265319945,221.5617844889239,LV
78,127.3966277532555,"[0.4288362623730296, 0.9610766203839409]",[0.26817903 0.04621335],127.3966277532555,258.793255506511,265.8361773422355,LV
79,161.28329237323834,"[1.1114663345633653, 0.5552890819399358]",[0.15195987 0.04805742],161.28329237323834,326.5665847464767,333.6095065822012,LV
80,79.89693720645064,"[0.7262290328561694, 0.013625963629820163]",[1.13104308 0.1961015 ],79.89693720645064,163.7938744129013,170.83679624862577,LV
81,36.864924670328456,"[3.146217724880507, 0.04810683030834568]",[1.02765129 0.10806392],36.864924670328456,77.72984934065691,84.77277117638141,LV
82,76.74810559977676,"[4.114586337860651, 0.8438348766843903]",[1.29350633 0.24684923],76.74810559977676,157.49621119955353,164.539133035278,LV
83,82.31367799321242,"[4.212182309635796, 0.009061585822725083]",[0.41452772 0.05477633],82.31367799321242,168.62735598642485,175.67027782214933,LV
84,91.20897781023292,"[2.444914477387439, 0.9609769631474421]",[0.6713444  0.12342372],91.20897781023292,186.41795562046585,193.4608774561903,LV
85,142.58650911787524,"[0.6724064087664395, 0.5622825908888903]",[0.39061859 0.11285359],142.58650911787524,289.1730182357505,296.21594007147496,LV
86,78.59350212942981,"[0.9275619826800542, 0.9324294057539292]",[0.87908847 0.14283912],78.59350212942981,161.18700425885962,168.2299260945841,LV
87,131.44702223647474,"[0.279457666040221, 0.20129456047857383]",[0.52754249 0.06739344],131.44702223647474,266.8940444729495,273.936966308674,LV
88,91.03303808314874,"[2.1807057198618827, 0.42377640234579816]",[1.66808449 0.36530719],91.03303808314874,186.06607616629748,193.108998002022,LV
89,117.79925988604904,"[1.8990194055335956, 0.11057217258410706]",[1.59232565 0.40437407],117.79925988604904,239.5985197720981,246.64144160782257,LV
90,118.2496449557192,"[0.3563266528368624, 0.25872622565142017]",[0.37983487 0.07436382],118.2496449557192,240.4992899114384,247.5422117471629,LV
91,74.88082487751207,"[4.910066716413183, 0.5467684206649674]",[0.39427745 0.04881438],74.88082487751207,153.76164975502414,160.80457159074862,LV
92,32.95402612530429,"[0.2580983268937669, 0.8034904761933634]",[0.77522563 0.05170205],32.95402612530429,69.90805225060858,76.95097408633308,LV
93,86.1674964909373,"[4.7189318892578305, 0.2396336296649481]",[0.69732351 0.12217666],86.1674964909373,176.3349929818746,183.37791481759908,LV
94,50.13501477416317,"[1.3462036707705283, 0.04500555225815425]",[0.72198524 0.07838119],50.13501477416317,104.27002954832632,111.31295138405082,MV
95,144.32270617861226,"[0.22348657633925337, 0.8957071401832473]",[0.33413593 0.08232345],144.32270617861226,292.64541235722453,299.688334192949,MV
96,110.6200215079409,"[0.060241629920175725, 0.14269338489918856]",[0.59232625 0.10915981],110.6200215079409,225.2400430158818,232.2829648516063,MV
97,172.73544479585638,"[0.13663718962327567, 0.27267296242000133]",[0.09069752 0.10324759],172.73544479585638,349.4708895917128,356.51381142743725,MV
98,123.44842308960364,"[1.6317790749977938, 0.4884913405189061]",[0.66460961 0.18422732],123.44842308960364,250.89684617920727,257.93976801493176,MV
99,117.96536514271962,"[1.0577754856232946, 0.39023428230906854]",[0.46464838 0.08816995],117.96536514271962,239.93073028543924,246.97365212116367,MV
100,154.8485452464899,"[1.2981750323214698, 0.4258867286648709]",[2.9094389  0.92464692],154.8485452464899,313.6970904929798,320.74001232870427,MV
101,110.69984279505836,"[1.1199098780551493, 0.728747013629974]",[0.78769666 0.1613932 ],110.69984279505836,225.39968559011675,232.44260742584123,MV
102,108.63472153493149,"[3.3853814402119258, 0.1022748765242013]",[0.08463773 0.0001    ],108.63472153493149,221.26944306986292,228.31236490558743,MV
103,142.8438056855869,"[0.12594429183535913, 0.37747761207656566]",[0.1638804  0.03373844],142.8438056855869,289.6876113711738,296.73053320689826,MV
104,169.48059021443973,"[0.8768060606748396, 0.5648008193346238]",[0.2931372  0.16948047],169.48059021443973,342.96118042887946,350.00410226460394,MV
105,78.84882878060709,"[2.446157814522778, 0.39863365109506277]",[1.22955272 0.22812766],78.84882878060709,161.6976575612142,168.74057939693867,MV
106,138.0089273224816,"[3.1414538756377905, 0.28243506523978934]",[0.07782981 0.00540758],138.0089273224816,280.0178546449632,287.0607764806877,MV
107,154.78371754417734,"[1.6202113204829587, 0.4944363082599349]",[0.42261665 0.14426351],154.78371754417734,313.56743508835467,320.6103569240792,MV
108,118.1167360636464,"[0.9368503323635061, 0.61349479541208]",[0.6120823  0.12060138],118.1167360636464,240.2334721272928,247.27639396301728,MV
109,95.65828427716274,"[4.450426303083972, 0.1644206111877432]",[0.60473244 0.1075371 ],95.65828427716274,195.31656855432547,202.35949039005,MV
110,95.27366803902471,"[0.557211990654848, 0.2752208651612949]",[0.99380521 0.17784965],95.27366803902471,194.54733607804943,201.5902579137739,MV
111,94.0944358200008,"[4.3041447705001135, 0.3635118644376497]",[1.71634321 0.44470969],94.0944358200008,192.1888716400016,199.2317934757261,MV
112,54.34395085015808,"[2.1743710398445115, 0.7044262515679428]",[0.37611447 0.02827393],54.34395085015808,112.68790170031616,119.73082353604065,MV
113,173.23149031522829,"[4.648684584441411, 0.6409722308669613]",[4.9999     0.99947574],173.23149031522829,350.46298063045657,357.50590246618106,MV
114,79.1649147785164,"[2.811262026063244, 0.19534525186545593]",[0.17951189 0.01332715],79.1649147785164,162.3298295570328,169.3727513927573,MV
115,119.85087304442013,"[4.366435653980887, 0.9949314590261114]",[0.20541839 0.0346377 ],119.85087304442013,243.70174608884025,250.74466792456477,MV
116,105.5126378594182,"[0.11288028296660609, 0.06151472453136027]",[0.20800088 0.03013196],105.5126378594182,215.0252757188364,222.06819755456087,MV
117,126.24767991737444,"[0.7497330813230628, 0.7024933837525568]",[0.57406088 0.12025712],126.24767991737444,256.49535983474885,263.53828167047334,MV
118,18.714974406263654,"[0.9073408592016949, 0.593367135338974]",[4.9999     0.13364538],18.714974406263654,41.42994881252731,48.4728706482518,MV
119,124.70526073727716,"[1.699105543282673, 0.3630546354039033]",[0.84990281 0.20465661],124.70526073727716,253.41052147455432,260.45344331027883,MV
120,55.242982106982375,"[1.3504168789996098, 0.4405793601719424]",[1.92534292 0.31090129],55.242982106982375,114.48596421396476,121.52888604968923,MV
121,126.61022481645622,"[2.6750922665419705, 0.934412915036356]",[0.90407971 0.22194916],126.61022481645622,257.22044963291245,264.26337146863693,MV
122,71.14524150071612,"[0.9585850221183546, 0.10718959998405675]",[0.22005776 0.01845916],71.14524150071612,146.29048300143225,153.3334048371567,MV
123,146.0127526719084,"[1.1546811805852495, 0.03356408773706597]",[0.08488887 0.0001    ],146.0127526719084,296.0255053438168,303.0684271795413,MV
124,75.92684995711925,"[0.22930455351377474, 0.6109538175185243]",[1.08605539 0.18393074],75.92684995711925,155.8536999142385,162.89662174996295,MV
125,145.99313711085497,"[3.301881738249866, 0.16324244017758155]",[1.25006524 0.44194012],145.99313711085497,295.98627422170995,303.02919605743443,MV
126,103.56984744649463,"[0.41019386992733486, 0.7827588300976597]",[1.05221751e-01 1.00000000e-04],103.56984744649463,211.1396948929893,218.18261672871375,MV
127,101.4292195361429,"[4.92477269811607, 0.33424776907210607]",[1.29071604 0.28246368],101.4292195361429,206.8584390722858,213.90136090801028,MV
128,139.9309535050005,"[0.9868478899866476, 0.9539626118753739]",[0.57203068 0.13913974],139.9309535050005,283.861907010001,290.9048288457255,MV
129,95.04122158943214,"[3.522908694884382, 0.7074331399049832]",[2.00594612 0.46503118],95.04122158943214,194.08244317886428,201.1253650145888,MV
130,125.42144750033488,"[1.9023961918298324, 0.6987290182238033]",[0.92957022 0.22276109],125.42144750033488,254.84289500066976,261.88581683639427,MV
131,105.90698938639574,"[0.7068806676229863, 0.1546971783058928]",[0.56563439 0.1011132 ],105.90698938639574,215.81397877279147,222.856900608516,MV
132,67.99609250074718,"[3.353065098341373, 0.6408664786406105]",[1.87049273 0.34668613],67.99609250074718,139.99218500149436,147.03510683721885,MV
133,90.5435294899847,"[0.3535732441246022, 0.6463362901196212]",[0.09732063 0.0001    ],90.5435294899847,185.0870589799694,192.1299808156939,MV
134,82.47533706259557,"[1.965689550276028, 0.7694889127535811]",[1.02679772 0.18289475],82.47533706259557,168.95067412519114,175.99359596091563,MV
135,147.67771701413014,"[0.3232183610073251, 0.2904277723471779]",[0.29272268 0.08169396],147.67771701413014,299.3554340282603,306.3983558639848,MV
136,49.25285566229783,"[1.6498879906846804, 0.6872573896677894]",[0.36248247 0.02762575],49.25285566229783,102.50571132459564,109.54863316032016,MV
137,99.50435166408876,"[4.896462440572938, 0.5143934271234047]",[0.09861764 0.00543519],99.50435166408876,203.00870332817755,210.05162516390203,MV
138,106.1144146921112,"[1.3704935432825862, 0.7221174875682176]",[4.9999     0.97894459],106.1144146921112,216.2288293842224,223.27175121994688,MV
139,92.56117089869636,"[0.2903469005613952, 0.9361814274802639]",[0.33735179 0.05176435],92.56117089869636,189.1223417973927,196.1652636331172,MV
140,100.20105868704412,"[0.2537191102781392, 0.38467703731589287]",[0.23183185 0.02979653],100.20105868704412,204.40211737408825,211.4450392098127,MV
141,102.48895328237,"[2.7843778785705795, 0.4564004635758162]",[0.98233798 0.18920761],102.48895328237,208.97790656474,216.02082840046447,MV
142,83.95986979212721,"[3.2966664955803378, 0.6406680310550693]",[0.75883039 0.12692028],83.95986979212721,171.91973958425442,178.9626614199789,MV
143,104.21327588625574,"[3.164417326983453, 0.18571834632973933]",[1.52819302e-01 1.00000000e-04],104.21327588625574,212.4265517725115,219.469473608236,MV
144,133.38401540312378,"[2.210216737044687, 0.021463367996552622]",[0.1763641  0.03476774],133.38401540312378,270.7680308062476,277.81095264197205,MV
145,132.90410703607537,"[1.060906233365276, 0.30219452475409314]",[0.07369195 0.0001    ],132.90410703607537,269.8082140721507,276.8511359078752,MV
146,120.489220064597,"[2.8697725001529166, 0.17603938830811916]",[1.07998687 0.32007184],120.489220064597,244.978440129194,252.0213619649185,MV
147,117.38336174366933,"[2.7841135687803567, 0.256186648288084]",[0.83473796 0.17121182],117.38336174366933,238.76672348733865,245.8096453230631,MV
148,142.50696977411414,"[0.29477882943221023, 0.45420328375332686]",[1.34205618 0.41446651],142.50696977411414,289.0139395482283,296.0568613839528,MV
149,145.5651367225983,"[4.21165627136165, 0.4536842663708873]",[0.97952712 0.26111206],145.5651367225983,295.1302734451966,302.1731952809211,MV
150,81.11743172211405,"[1.1498025983121394, 0.0012283266738040337]",[0.76034299 0.10629274],81.11743172211405,166.2348634442281,173.27778527995258,MV
151,167.3530279570569,"[0.7072149190274629, 0.4848139597043284]",[0.20601111 0.12248348],167.3530279570569,338.7060559141138,345.7489777498383,MV
152,170.5286389397293,"[0.510161974622898, 0.2600659008309624]",[0.20204786 0.14208229],170.5286389397293,345.0572778794586,352.10019971518307,MV
153,55.53250131920187,"[3.5078730029592204, 0.949492898670818]",[0.43997184 0.03975999],55.53250131920187,115.06500263840374,122.10792447412824,MV
154,90.15668333454862,"[3.9890678936705672, 0.33768206010639434]",[0.0895058 0.0001   ],90.15668333454862,184.31336666909723,191.3562885048217,MV
155,99.39184756045026,"[2.0746341154615835, 0.892236139247359]",[0.16353443 0.01901941],99.39184756045026,202.7836951209005,209.826616956625,MV
156,142.32315003324013,"[0.6492581047660049, 0.2521613215076436]",[0.30094046 0.05877447],142.32315003324013,288.64630006648025,295.68922190220474,MV
157,108.14718937587855,"[2.6212295601455162, 0.24195744777153103]",[0.94229046 0.2000796 ],108.14718937587855,220.2943787517571,227.3373005874816,MV
158,108.68894729652672,"[3.7184123581597155, 0.5911388073084691]",[1.92265825 0.49600569],108.68894729652672,221.37789459305344,228.42081642877795,MV
159,76.60214095872614,"[0.8187516320111776, 0.5449318981818282]",[0.68160889 0.0936823 ],76.60214095872614,157.20428191745228,164.24720375317676,MV
160,91.65704593477729,"[0.3069643126606613, 0.44151410182287804]",[1.26279867 0.25422865],91.65704593477729,187.31409186955457,194.35701370527903,MV
161,122.23138713794266,"[4.001750529893312, 0.3215267574383313]",[1.45940473 0.38737154],122.23138713794266,248.46277427588527,255.5056961116098,MV
162,54.89131628085896,"[3.7087892377186757, 0.09628615174412017]",[1.99360704 0.3272233 ],54.89131628085896,113.78263256171792,120.8255543974424,MV
163,171.32189597333718,"[1.5572865171849422, 0.38941858093136356]",[0.59774467 0.46509193],171.32189597333718,346.6437919466744,353.68671378239884,MV
164,35.55877298340758,"[0.315486255988396, 0.42062143756516013]",[4.9999     0.34574325],35.55877298340758,75.11754596681516,82.16046780253964,MV
165,101.40070482527562,"[2.04678281133839, 0.5408037092952058]",[1.64629082 0.37734511],101.40070482527562,206.80140965055125,213.8443314862757,MV
166,101.75309913046613,"[0.5282497746474442, 0.26826417950523745]",[2.22851975 0.59666189],101.75309913046613,207.50619826093225,214.5491200966567,MV
167,90.44402688304076,"[2.437641447161295, 0.8064362570978327]",[1.72619654 0.37407198],90.44402688304076,184.8880537660815,191.930975601806,MV
168,82.3158949328888,"[2.844630328259276, 0.5990897208695101]",[1.34957359 0.2717908 ],82.3158949328888,168.6317898657776,175.67471170150208,MV
169,111.65430811231263,"[1.45381802814004, 0.018151875905071564]",[1.08624498 0.2371458 ],111.65430811231263,227.3086162246253,234.35153806034975,MV
170,157.0591503133784,"[0.27729354295857017, 0.10418927041525751]",[0.0708278  0.00815696],157.0591503133784,318.1183006267568,325.1612224624813,MV
171,40.580161536622775,"[0.546619791460598, 0.29530224464178595]",[0.61541641 0.04079438],40.580161536622775,85.16032307324555,92.20324490897003,MV
172,80.0472001815859,"[3.098281376552281, 0.17776407461442237]",[2.11889504 0.50378043],80.0472001815859,164.0944003631718,171.13732219889627,MV
173,173.286795315824,"[1.1692240730948575, 0.1674019731220679]",[1.000e-04 9.999e-01],173.286795315824,350.573590631648,357.6165124673725,MV
174,141.4641472982975,"[4.1773359771130645, 0.3606304687224337]",[0.57702098 0.18627999],141.4641472982975,286.928294596595,293.97121643231947,MV
175,91.90431436328652,"[3.7967036377468224, 0.20288919520037035]",[1.26515429 0.25309889],91.90431436328652,187.80862872657303,194.85155056229755,MV
176,140.95314628896386,"[1.6150312000657563, 0.41452566590469697]",[0.51751031 0.1348817 ],140.95314628896386,285.90629257792773,292.9492144136522,MV
177,97.59225488523748,"[1.1945170884078904, 0.8571346029690997]",[2.4327766  0.65600192],97.59225488523748,199.18450977047496,206.22743160619945,MV
178,76.16582377013123,"[3.488459316182531, 0.612392325134722]",[1.54914272 0.29994435],76.16582377013123,156.33164754026245,163.37456937598694,MV
179,94.41356157106064,"[2.5958074114390213, 0.8933470087029861]",[0.91867813 0.16906513],94.41356157106064,192.82712314212125,199.8700449778457,MV
180,135.30695500520872,"[0.3818789122219934, 0.07484099581715233]",[0.30362685 0.06837486],135.30695500520872,274.61391001041744,281.6568318461419,MV
181,130.3585949224367,"[1.0461189506954642, 0.8118968768903543]",[0.06363544 0.0001    ],130.3585949224367,264.7171898448734,271.7601116805979,MV
182,80.49586874847886,"[1.985330390372474, 0.6136501903142029]",[1.10240604 0.18873413],80.49586874847886,164.9917374969577,172.0346593326822,MV
183,154.07919274315273,"[0.12888756486528147, 0.8398434792938995]",[0.25773536 0.0716344 ],154.07919274315273,312.15838548630546,319.20130732202995,MV
184,125.6670581110309,"[0.29210014441522925, 0.2650068434979375]",[0.45241244 0.09510033],125.6670581110309,255.3341162220618,262.3770380577863,MV
185,64.89210190263407,"[1.6100956181460158, 0.7838484279449823]",[2.70331072 0.58144085],64.89210190263407,133.7842038052681,140.82712564099262,MV
186,168.48281533795907,"[0.2378245215210853, 0.46374506962088496]",[0.12592269 0.05492494],168.48281533795907,340.96563067591813,348.0085525116426,MV
187,132.69535390392167,"[1.8740014355087165, 0.16804548340691766]",[0.62409278 0.14506662],132.69535390392167,269.39070780784334,276.4336296435678,MV
188,125.7932666837634,"[3.8498934386220283, 0.41189941771451993]",[0.19249986 0.03176865],125.7932666837634,255.5865333675268,262.62945520325127,MV
189,101.98846369842734,"[4.5496881647252305, 0.05791783786775606]",[0.0893032 0.0001   ],101.98846369842734,207.97692739685468,215.0198492325792,MV
190,98.76096622430605,"[2.525153374044138, 0.6219900088918879]",[1.78274637 0.45471609],98.76096622430605,201.5219324486121,208.56485428433655,MV
191,115.91415268452008,"[2.2195552582647764, 0.3323569194868958]",[0.78242895 0.18106976],115.91415268452008,235.82830536904012,242.87122720476464,MV
192,127.13460059027474,"[0.13543632645771816, 0.0571482939896133]",[0.09037081 0.005725  ],127.13460059027474,258.2692011805495,265.312123016274,MV
193,106.63205069849748,"[1.654835694943374, 0.6845121443818423]",[0.38249181 0.05717841],106.63205069849748,217.26410139699493,224.30702323271944,MV
