participant_id,best_nll,best_initial_guess,best_parameters,total_nll,AIC,BIC,Condition
26,45.10400674812326,"[1.1660270257102152, 0.8629949110966593]",[2.42299363 0.31214553],45.10400674812326,94.20801349624652,101.25093533197102,LV
27,29.38593654660367,"[1.3664661373805917, 0.06419190530984743]",[3.80193199 0.0315992 ],29.38593654660367,62.77187309320734,69.81479492893183,LV
28,95.10362771746324,"[4.462271248174515, 0.024982945633013783]",[4.99990000e+00 1.23568605e-03],95.10362771746324,194.20725543492645,201.2501772706509,LV
29,168.2409123545445,"[4.264549841743088, 0.6932394162819241]",[0.9938209  0.12341629],168.2409123545445,340.481824709089,347.52474654481347,LV
30,67.06116063605444,"[3.657542610075764, 0.5735964232688272]",[2.3525509  0.40344851],67.06116063605444,138.12232127210888,145.16524310783336,LV
31,118.43136029999432,"[2.507166278888241, 0.6369988491018189]",[1.47699044 0.9999    ],118.43136029999432,240.86272059998865,247.9056424357131,LV
32,56.7602281282739,"[0.2605987206975973, 0.5774963063976155]",[2.16536906 0.40738537],56.7602281282739,117.5204562565478,124.5633780922723,LV
33,65.21664229640834,"[4.982119676066874, 0.5529569153431904]",[2.85630498 0.03950836],65.21664229640834,134.43328459281668,141.47620642854116,LV
34,62.124335696487655,"[3.036929624370564, 0.30498885087032507]",[2.52203218 0.1600426 ],62.124335696487655,128.24867139297533,135.2915932286998,LV
35,56.726766137789575,"[3.607174970151919, 0.7538319171000799]",[2.33230463 0.48536303],56.726766137789575,117.45353227557916,124.49645411130363,LV
36,33.016751272774805,"[4.576881306232152, 0.7825050546603105]",[2.6085731  0.66379901],33.016751272774805,70.03350254554961,77.07642438127411,LV
37,50.00009907711417,"[3.559945432583684, 0.3080546513355298]",[4.99990000e+00 3.18370395e-03],50.00009907711417,104.00019815422834,111.04311998995284,LV
38,96.50645020796398,"[4.460164735471576, 0.08309737835452051]",[4.99990000e+00 1.23595559e-03],96.50645020796398,197.012900415928,204.05582225165244,LV
39,125.73892423871496,"[1.3784377410630184, 0.8642054550009983]",[1.5042366  0.92026856],125.73892423871496,255.47784847742992,262.5207703131544,LV
40,74.26145709199731,"[2.216516558671702, 0.9757966759463704]",[2.90000518 0.02574653],74.26145709199731,152.52291418399463,159.56583601971911,LV
41,42.47981940227991,"[4.373479101332066, 0.6442064537903498]",[2.61762984 0.18807597],42.47981940227991,88.95963880455982,96.00256064028432,LV
42,64.23615951694529,"[1.751784066991585, 0.1256287048703503]",[2.2945806  0.22954931],64.23615951694529,132.4723190338906,139.51524086961507,LV
43,50.08240042858257,"[2.362105918373906, 0.21191283889000495]",[3.31753799 0.02265182],50.08240042858257,104.16480085716512,111.20772269288965,LV
44,49.99965020202415,"[1.776184320863895, 0.003726648104640514]",[2.64272472 0.3240067 ],49.99965020202415,103.9993004040483,111.0422222397728,LV
45,54.78334768759286,"[2.5358848299140972, 0.09088407497326997]",[4.99990000e+00 2.78092604e-03],54.78334768759286,113.56669537518572,120.60961721091022,LV
46,66.75683600135471,"[3.11476739419878, 0.06554445432207673]",[4.99990000e+00 1.79568494e-03],66.75683600135471,137.51367200270943,144.5565938384339,LV
47,121.52269819927945,"[0.43610543801069046, 0.47749312508399605]",[1.9729892  0.07859364],121.52269819927945,247.0453963985589,254.08831823428332,LV
48,62.86150001632012,"[3.857523822021581, 0.4749278859304385]",[2.02385866 0.80943249],62.86150001632012,129.72300003264024,136.76592186836473,LV
49,57.38565356789944,"[3.622081681533191, 0.6405944008040823]",[2.50752661 0.13578487],57.38565356789944,118.77130713579888,125.81422897152336,LV
50,95.82565488233368,"[0.8059256689261589, 0.5509776889619682]",[1.89760042 0.79885432],95.82565488233368,195.65130976466736,202.69423160039184,LV
51,121.71541242527822,"[4.581615677398238, 0.36083042626801004]",[1.6325077  0.97080267],121.71541242527822,247.43082485055643,254.4737466862809,LV
52,98.07650764955288,"[4.8515409494329385, 0.0323246838694945]",[4.98734003e+00 1.17592047e-03],98.07650764955288,200.15301529910576,207.19593713483025,LV
53,107.83050234386626,"[1.931024849043683, 0.4136066433074711]",[2.17813216 0.04695424],107.83050234386626,219.6610046877325,226.703926523457,LV
54,119.49147801571355,"[2.226573146517481, 0.4780373846222608]",[1.86762071 0.21446294],119.49147801571355,242.98295603142716,250.0258778671516,LV
55,157.85931601654298,"[1.074652796962952, 0.0726585423486661]",[4.99990000e+00 3.54559099e-04],157.85931601654298,319.71863203308595,326.76155386881044,LV
56,79.68144025985444,"[0.38831988002542683, 0.3967716400654602]",[2.26334535 0.19933421],79.68144025985444,163.36288051970888,170.40580235543337,LV
57,71.8404876718631,"[2.453902471845078, 0.34451015730665796]",[2.39755903 0.09634242],71.8404876718631,147.6809753437262,154.7238971794507,LV
58,146.5763625605009,"[2.4327404472221055, 0.9202838864085503]",[1.44202335 0.69318477],146.5763625605009,297.1527251210018,304.1956469567263,LV
59,111.03858929686017,"[3.173769444855193, 0.4708350042319251]",[1.71861978 0.9999    ],111.03858929686017,226.07717859372036,233.1201004294448,LV
60,83.45655683714878,"[3.0051771842185016, 0.2546569918216626]",[1.84949212 0.9999    ],83.45655683714878,170.91311367429756,177.95603551002205,LV
61,173.28679515114425,"[4.937068051107767, 0.7960112947931538]",[0.0001 0.0001],173.28679515114425,350.5735903022885,357.616512138013,LV
62,101.1431683702972,"[4.136156248099284, 0.061419922528559684]",[4.99990000e+00 1.03572872e-03],101.1431683702972,206.2863367405944,213.3292585763189,LV
63,87.61630500930184,"[1.4202662271054332, 0.2634586622098988]",[1.94634158 0.48502858],87.61630500930184,179.23261001860368,186.27553185432816,LV
64,108.78556983024512,"[3.1373359160346084, 0.8759430374528222]",[1.91757199 0.14435923],108.78556983024512,221.57113966049025,228.6140614962147,LV
65,125.82838163398893,"[2.428319179277761, 0.625795810771992]",[1.46876768 0.9999    ],125.82838163398893,255.65676326797785,262.69968510370234,LV
66,68.64455188843783,"[3.19748574454569, 0.8999727702589442]",[2.31660941 0.1849886 ],68.64455188843783,141.28910377687566,148.33202561260015,LV
67,173.28679979453955,"[1.1203466545890322, 0.08091856569369163]",[0.0001 0.0001],173.28679979453955,350.5735995890791,357.6165214248036,LV
68,165.70066165054635,"[4.1034666164849645, 0.19171002824368552]",[4.99990000e+00 2.43107453e-04],165.70066165054635,335.4013233010927,342.4442451368172,LV
69,101.9833442197344,"[3.9163726970084545, 0.04554301490126467]",[4.99990000e+00 1.00657334e-03],101.9833442197344,207.9666884394688,215.00961027519327,LV
70,64.51621475171271,"[3.3089373473375705, 0.8112427789041674]",[2.14448613 0.61143631],64.51621475171271,133.03242950342542,140.0753513391499,LV
71,51.21346258714504,"[1.9247622132857938, 0.1632926836505208]",[3.17716879 0.03429558],51.21346258714504,106.42692517429008,113.46984701001458,LV
72,77.53933566301467,"[4.9120444849003455, 0.4222245061910278]",[2.62966315 0.0577115 ],77.53933566301467,159.07867132602934,166.12159316175382,LV
73,147.62005105634816,"[4.180972151496105, 0.37202417813750505]",[1.28085861 0.5175797 ],147.62005105634816,299.2401021126963,306.2830239484208,LV
74,113.92190218273866,"[0.6089100904556415, 0.7461647125361615]",[1.87503978 0.1268824 ],113.92190218273866,231.84380436547733,238.8867262012018,LV
75,61.87431443250916,"[1.196654321490309, 0.12219357206951117]",[2.40491261 0.82637431],61.87431443250916,127.74862886501832,134.79155070074282,LV
76,31.14220083512126,"[0.1854618498371633, 0.86653107457495]",[4.9999     0.00568732],31.14220083512126,66.28440167024252,73.327323505967,LV
77,92.10847091682672,"[3.594512605145754, 0.41753511403668664]",[2.58673961 0.02667771],92.10847091682672,188.21694183365344,195.25986366937792,LV
78,93.73787729090542,"[1.4404136247309665, 0.7148329343859987]",[1.7485821 0.9999   ],93.73787729090542,191.47575458181083,198.5186764175353,LV
79,158.1637232020725,"[0.9339755167916205, 0.4765565971560946]",[1.17295893 0.1598516 ],158.1637232020725,320.327446404145,327.3703682398695,LV
80,70.5139500522361,"[4.395505312388796, 0.10926044421623399]",[2.40617542 0.21499264],70.5139500522361,145.0279001044722,152.07082194019668,LV
81,55.20216541396808,"[1.3361814631051911, 0.9888864922728015]",[4.99990000e+00 2.78248004e-03],55.20216541396808,114.40433082793616,121.44725266366063,LV
82,65.276551815447,"[4.735769774023586, 0.6869271081050333]",[2.27756329 0.66559743],65.276551815447,134.553103630894,141.59602546661847,LV
83,80.99350585379331,"[1.5475328240448796, 0.7132573619610615]",[1.85354909 0.71453219],80.99350585379331,165.98701170758662,173.0299335433111,LV
84,92.4500165075719,"[1.075049099245749, 0.3831228368769529]",[1.89828183 0.28011071],92.4500165075719,188.9000330151438,195.9429548508683,LV
85,142.4059444747135,"[0.31302636935487305, 0.42410913845575965]",[1.33134044 0.9999    ],142.4059444747135,288.811888949427,295.85481078515147,LV
86,71.58856532487627,"[3.625374842653851, 0.023490600177230987]",[3.53801387 0.01179576],71.58856532487627,147.17713064975254,154.22005248547703,LV
87,173.2868034778494,"[3.986472070993857, 0.07559236176403145]",[0.0001 0.0001],173.2868034778494,350.5736069556988,357.61652879142326,LV
88,73.06495770019212,"[0.24825628050053739, 0.5939296446489839]",[2.27890501 0.28207867],73.06495770019212,150.12991540038425,157.17283723610873,LV
89,106.85789874940149,"[0.9558652497069137, 0.3727132782430109]",[1.71505364 0.49320341],106.85789874940149,217.71579749880297,224.75871933452743,LV
90,114.98573140919234,"[1.3951854840787021, 0.1783272906643589]",[2.7262521  0.01559723],114.98573140919234,233.97146281838468,241.0143846541092,LV
91,77.24951171277097,"[3.890564991777696, 0.3814003949590822]",[2.10610605 0.9999    ],77.24951171277097,158.49902342554194,165.54194526126642,LV
92,31.958588392205105,"[4.571473708606407, 0.660531159056038]",[2.64840649 0.9999    ],31.958588392205105,67.9171767844102,74.9600986201347,LV
93,97.6364792711178,"[2.8011263801167314, 0.002071481072085818]",[3.37449707 0.00875811],97.6364792711178,199.2729585422356,206.3158803779601,LV
94,79.59448979806369,"[4.772003685136118, 0.06457426042446567]",[4.99990000e+00 2.13183342e-03],79.59448979806369,163.18897959612738,170.23190143185187,MV
95,144.9008774574209,"[2.3861804207360686, 0.9045454246894199]",[1.4297115  0.18529084],144.9008774574209,293.8017549148418,300.8446767505663,MV
96,108.07695383443551,"[2.4066388243537267, 0.6360678125627703]",[1.72352451 0.26374576],108.07695383443551,220.15390766887103,227.19682950459557,MV
97,170.01442388067034,"[0.7231943896823656, 0.5016364451662576]",[0.6782545  0.31889144],170.01442388067034,344.02884776134067,351.0717695970652,MV
98,103.18106226018786,"[3.4401429865094553, 0.03504967173690937]",[1.74898973 0.56264807],103.18106226018786,210.3621245203757,217.4050463561002,MV
99,109.07880294927972,"[0.24792909042156872, 0.6158402182201999]",[1.75877162 0.24699979],109.07880294927972,222.15760589855947,229.20052773428395,MV
100,152.2402004969208,"[0.7748669251934472, 0.351767291350281]",[1.50615329 0.06523919],152.2402004969208,308.4804009938416,315.5233228295661,MV
101,84.3182401913051,"[2.68365325464785, 0.7197699204698029]",[2.23599495 0.06864947],84.3182401913051,172.6364803826102,179.67940221833467,MV
102,115.24484696608047,"[0.357516985718644, 0.41636834009551543]",[4.9999000e+00 9.4248254e-04],115.24484696608047,234.48969393216092,241.53261576788543,MV
103,114.72352723254448,"[0.8592360280032927, 0.11918212346182327]",[2.14161996 0.04193537],114.72352723254448,233.44705446508897,240.48997630081345,MV
104,166.02730746002095,"[1.9936779620734517, 0.7952329362012716]",[0.69205552 0.80458613],166.02730746002095,336.0546149200419,343.0975367557664,MV
105,82.13778949868703,"[0.46121992525791355, 0.6233223731173515]",[3.05373072 0.01583641],82.13778949868703,168.27557899737403,175.31850083309854,MV
106,137.87297393796214,"[4.7712102165827535, 0.9669746137956091]",[1.31795265 0.98631214],137.87297393796214,279.7459478759243,286.7888697116488,MV
107,152.01287258811436,"[1.99106061175112, 0.48090947032793063]",[1.01916814 0.54154851],152.01287258811436,308.0257451762287,315.0686670119532,MV
108,111.29770212879296,"[0.3370945557423952, 0.3009088788434824]",[2.69062808 0.01925967],111.29770212879296,226.5954042575859,233.6383260933104,MV
109,76.96777415572004,"[0.3111786066929789, 0.8662501020106396]",[1.58683334 0.96982138],76.96777415572004,157.93554831144007,164.97847014716456,MV
110,89.27760887912355,"[1.2090103671012113, 0.2442223378110425]",[3.43982013 0.00849034],89.27760887912355,182.5552177582471,189.5981395939716,MV
111,81.52148260611737,"[4.926018663206605, 0.28018980331254145]",[1.93749111 0.26718325],81.52148260611737,167.04296521223475,174.08588704795923,MV
112,74.65929309653902,"[1.0647068864804243, 0.3037966691676147]",[4.99990000e+00 2.03733953e-03],74.65929309653902,153.31858619307803,160.36150802880252,MV
113,173.28679589184085,"[0.9538701089503008, 0.7183738452172896]",[0.0001 0.0001],173.28679589184085,350.5735917836817,357.6165136194062,MV
114,74.51378938066499,"[2.4476831598353126, 0.012354072464151511]",[4.99990000e+00 1.84196743e-03],74.51378938066499,153.02757876132998,160.07050059705446,MV
115,76.4445355973647,"[2.749440135006738, 0.4698000149048816]",[2.46032304 0.05914499],76.4445355973647,156.8890711947294,163.9319930304539,MV
116,93.8209640132629,"[4.070393414914875, 0.7289413276950032]",[2.84121452 0.01494969],93.8209640132629,191.6419280265258,198.68484986225027,MV
117,108.77202539308914,"[1.427779569798471, 0.25381647354598935]",[1.60166034 0.42532515],108.77202539308914,221.54405078617827,228.5869726219028,MV
118,56.54061354613162,"[3.580860695002916, 0.559653694199717]",[4.99990000e+00 3.86688605e-03],56.54061354613162,117.08122709226323,124.12414892798772,MV
119,135.7912312617473,"[4.580888894071156, 0.7997094604857207]",[1.12125407 0.9999    ],135.7912312617473,275.5824625234946,282.6253843592191,MV
120,27.60462181592088,"[4.163987734581065, 0.0012570006237596736]",[4.9999     0.01314949],27.60462181592088,59.20924363184176,66.25216546756624,MV
121,133.64186919935153,"[4.046198120738706, 0.988487926775124]",[1.18787184 0.76532353],133.64186919935153,271.28373839870306,278.32666023442755,MV
122,68.83100803497136,"[3.1380396788652174, 0.03537372855954858]",[4.99990000e+00 1.65403646e-03],68.83100803497136,141.66201606994272,148.7049379056672,MV
123,148.5945395874891,"[4.843125186985253, 0.7304717082218027]",[1.4651278  0.08465402],148.5945395874891,301.1890791749782,308.2320010107027,MV
124,80.29903087882681,"[4.919644893623368, 0.5129888872275093]",[3.05574107 0.02436487],80.29903087882681,164.59806175765362,171.6409835933781,MV
125,135.83062882292728,"[0.5396077681378695, 0.22926703475353438]",[1.27556187 0.4704743 ],135.83062882292728,275.66125764585456,282.70417948157905,MV
126,120.4390100261642,"[1.1234441058250118, 0.4074722387938161]",[4.99990000e+00 8.37389565e-04],120.4390100261642,244.8780200523284,251.92094188805288,MV
127,126.964523040345,"[1.1847167060853572, 0.7715420724419849]",[1.92077065 0.0433849 ],126.964523040345,257.92904608069,264.97196791641454,MV
128,108.32867867376312,"[4.265858882017651, 0.24391237570249016]",[4.9999000e+00 1.0793702e-03],108.32867867376312,220.65735734752624,227.70027918325076,MV
129,73.80392236100582,"[4.628593971480342, 0.9102694772082658]",[2.5762761  0.04171189],73.80392236100582,151.60784472201163,158.65076655773612,MV
130,129.6760535224921,"[1.2876273367277409, 0.5725341663193498]",[1.29283896 0.4133912 ],129.6760535224921,263.3521070449842,270.3950288807087,MV
131,104.93125441227632,"[2.4041860077139154, 0.23884201755394652]",[2.31655122 0.05011766],104.93125441227632,213.86250882455263,220.90543066027712,MV
132,40.23321834298704,"[2.6493590908601585, 0.01093381676372278]",[2.13266728 0.49900165],40.23321834298704,84.46643668597407,91.50935852169856,MV
133,104.08345344934904,"[4.32244165109233, 0.1387710204368424]",[4.99990000e+00 9.86221965e-04],104.08345344934904,212.1669068986981,219.2098287344226,MV
134,51.83105856516117,"[3.1428009076717394, 0.2825270770621895]",[2.1127479  0.39339557],51.83105856516117,107.66211713032234,114.70503896604684,MV
135,149.4780507104812,"[3.419887092766057, 0.507154536224913]",[1.2557781  0.43963183],149.4780507104812,302.9561014209624,309.9990232566869,MV
136,56.92167914781722,"[4.035721430781413, 0.5765639662477519]",[4.99990000e+00 2.35619131e-03],56.92167914781722,117.84335829563445,124.88628013135894,MV
137,117.6845444453201,"[2.725428334341373, 0.0074702044816955466]",[4.99990000e+00 8.38300847e-04],117.6845444453201,239.3690888906402,246.41201072636468,MV
138,87.6537098842064,"[4.501016440247648, 0.7738501389556054]",[1.88459766 0.21658049],87.6537098842064,179.3074197684128,186.3503416041373,MV
139,108.94300041248624,"[4.48422109693731, 0.059578593643605814]",[4.99990000e+00 9.64445613e-04],108.94300041248624,221.88600082497248,228.92892266069697,MV
140,83.06865289212266,"[4.638946945745606, 0.311312463620754]",[1.60425762 0.9999    ],83.06865289212266,170.1373057842453,177.1802276199698,MV
141,99.52023439286756,"[2.384439646230137, 0.08286569979035253]",[2.27837504 0.06101161],99.52023439286756,203.04046878573516,210.0833906214596,MV
142,76.96839866185377,"[3.4898018650982525, 0.19336201941602368]",[3.49966538 0.0089913 ],76.96839866185377,157.93679732370754,164.97971915943202,MV
143,125.18168392464588,"[1.2644019340272419, 0.9282328257601867]",[1.35187009 0.9999    ],125.18168392464588,254.36336784929173,261.40628968501625,MV
144,122.95833498092075,"[0.17921472325806176, 0.45779119109185745]",[1.6391193  0.31410588],122.95833498092075,249.9166699618415,256.959591797566,MV
145,132.5086357378809,"[2.8909340694722623, 0.7818808231748949]",[1.49302877 0.27100547],132.5086357378809,269.01727147576173,276.0601933114862,MV
146,122.64035498146644,"[2.755012258279733, 0.44170231240426694]",[1.37503663 0.73573036],122.64035498146644,249.2807099629329,256.32363179865735,MV
147,87.65854963551953,"[3.7249245516032548, 0.7930187100056105]",[1.75722458 0.51716896],87.65854963551953,179.31709927103907,186.36002110676355,MV
148,146.09488805915518,"[0.7153514612001944, 0.2587728683157226]",[4.99990000e+00 4.36244596e-04],146.09488805915518,296.1897761183104,303.23269795403485,MV
149,140.10774601763902,"[0.761189469236704, 0.678759088701048]",[1.34922196 0.1256048 ],140.10774601763902,284.21549203527803,291.2584138710025,MV
150,67.73343900931546,"[1.6036327928138197, 0.24460961691684813]",[2.26821277 0.75844916],67.73343900931546,139.46687801863092,146.5097998543554,MV
151,122.4716068576368,"[3.1956070015373217, 0.4002090327495967]",[1.38236438 0.9999    ],122.4716068576368,248.9432137152736,255.98613555099809,MV
152,167.30998140591052,"[2.538623305016405, 0.3916125480266311]",[0.73402128 0.43810765],167.30998140591052,338.61996281182104,345.6628846475455,MV
153,67.99341957398802,"[0.30262616325838027, 0.6904708074675621]",[1.84473133 0.9999    ],67.99341957398802,139.98683914797604,147.02976098370053,MV
154,93.99836374470138,"[4.5423023875640345, 0.6657434642426441]",[1.59714724 0.89053085],93.99836374470138,191.9967274894028,199.03964932512724,MV
155,94.46808440555618,"[4.619857155261174, 0.3242232909655904]",[4.14690718e+00 2.72201768e-03],94.46808440555618,192.9361688111124,199.97909064683685,MV
156,173.26553467161548,"[4.121468566805476, 0.7325895956406824]",[0.06249529 0.9999    ],173.26553467161548,350.53106934323097,357.57399117895545,MV
157,110.969912424786,"[4.159519091491337, 0.6070324889547285]",[2.50377126 0.02563191],110.969912424786,225.939824849572,232.9827466852965,MV
158,90.22597931752992,"[3.434495671588422, 0.8332242536493553]",[1.89716118 0.28694715],90.22597931752992,184.45195863505984,191.49488047078432,MV
159,92.68082686513397,"[3.256143454634859, 0.00667341587474269]",[4.99990000e+00 1.27834933e-03],92.68082686513397,189.36165373026796,196.4045755659924,MV
160,83.49925789657956,"[0.8360165156052891, 0.5298861275937918]",[1.86906873 0.81450947],83.49925789657956,170.99851579315913,178.0414376288836,MV
161,110.75766850612348,"[2.0444317877116442, 0.5893605299054573]",[1.53075591 0.46695887],110.75766850612348,225.51533701224693,232.55825884797144,MV
162,36.67596189824072,"[0.24588228965977968, 0.3590038426698986]",[2.23586313 0.65773837],36.67596189824072,77.35192379648143,84.39484563220591,MV
163,173.0021139235022,"[0.650108167779898, 0.5916790079834554]",[0.1899934 0.9999   ],173.0021139235022,350.0042278470044,357.0471496827289,MV
164,43.6345655285697,"[3.9380254864802593, 0.7827558805862664]",[4.56816782 0.01019721],43.6345655285697,91.2691310571394,98.3120528928639,MV
165,83.64171942931601,"[0.718145988083879, 0.19411290254403415]",[1.81842515 0.44524094],83.64171942931601,171.28343885863202,178.3263606943565,MV
166,87.61801873813724,"[4.719051950445932, 0.1733691422496229]",[1.9875668  0.13036026],87.61801873813724,179.23603747627448,186.27895931199896,MV
167,84.44894065354568,"[0.7591301123828866, 0.2027484550834193]",[2.14884277 0.07408355],84.44894065354568,172.89788130709135,179.94080314281584,MV
168,70.6673386028218,"[3.7959184407665907, 0.3556675067461787]",[1.92416563 0.50497623],70.6673386028218,145.3346772056436,152.3775990413681,MV
169,93.0341673697337,"[1.6472542346738923, 0.23573863279625132]",[2.14044542 0.08770716],93.0341673697337,190.0683347394674,197.11125657519187,MV
170,158.88345366847537,"[2.9958231141023415, 0.7238145617180283]",[4.99990000e+00 3.85463601e-04],158.88345366847537,321.76690733695074,328.8098291726752,MV
171,38.36772455939366,"[1.5807562884712352, 0.7453717506410715]",[2.1595896 0.9999   ],38.36772455939366,80.73544911878732,87.77837095451181,MV
172,52.89231903788248,"[1.100125032638615, 0.3843269938891763]",[2.68579446 0.07596806],52.89231903788248,109.78463807576496,116.82755991148946,MV
173,173.28679654910107,"[1.540456298003682, 0.4612536175054846]",[0.0001 0.0001],173.28679654910107,350.57359309820214,357.6165149339266,MV
174,173.2867984941918,"[3.3217710511398066, 0.0871962992657553]",[0.0001 0.0001],173.2867984941918,350.5735969883836,357.6165188241081,MV
175,90.44279834419584,"[4.054989405954717, 0.7566867881331023]",[1.9141806  0.46837181],90.44279834419584,184.8855966883917,191.92851852411616,MV
176,128.79986060623278,"[1.9047665518334014, 0.8736306536725927]",[1.54342269 0.70212719],128.79986060623278,261.5997212124656,268.64264304819005,MV
177,66.89542654156566,"[1.4523524289317067, 0.4788406284487901]",[2.20912833 0.19218094],66.89542654156566,137.7908530831313,144.8337749188558,MV
178,59.40926274076368,"[3.4575992863492693, 0.06919326587528718]",[3.14793097 0.02541837],59.40926274076368,122.81852548152736,129.86144731725184,MV
179,86.36763507901505,"[4.527819527580099, 0.6310587388998221]",[2.91696977 0.02594365],86.36763507901505,176.7352701580301,183.77819199375455,MV
180,128.8531730334905,"[3.006812479535505, 0.5738593216694562]",[1.46598428 0.51191469],128.8531730334905,261.706346066981,268.74926790270547,MV
181,139.22764498699183,"[4.928455219730303, 0.12597710336955115]",[4.99990000e+00 5.71027858e-04],139.22764498699183,282.45528997398367,289.4982118097081,MV
182,41.40628386442407,"[3.257413950812104, 0.15541440742835808]",[2.66790577 0.08925072],41.40628386442407,86.81256772884814,93.85548956457262,MV
183,133.92246339331723,"[3.2548673533431094, 0.5557778037269221]",[1.26222737 0.9999    ],133.92246339331723,271.84492678663446,278.88784862235894,MV
184,91.8778031187204,"[1.5496168248046551, 0.2983054718259284]",[1.81911711 0.87931265],91.8778031187204,187.7556062374408,194.7985280731653,MV
185,33.0071033820874,"[2.530041547317701, 0.30673700633468504]",[2.49719342 0.20150542],33.0071033820874,70.0142067641748,77.0571285998993,MV
186,164.4242611402671,"[1.2068470576887118, 0.7694352807566244]",[0.7866734 0.9999   ],164.4242611402671,332.8485222805342,339.8914441162587,MV
187,120.87885393069688,"[4.951263044105428, 0.4712340739269894]",[1.95392454 0.0882507 ],120.87885393069688,245.75770786139375,252.80062969711827,MV
188,115.9134084611565,"[0.63077456256142, 0.6868409224709776]",[1.74622039 0.25839386],115.9134084611565,235.826816922313,242.86973875803747,MV
189,98.54676719328108,"[2.880686880366724, 0.49739878220796624]",[2.00555522 0.24694812],98.54676719328108,201.09353438656217,208.13645622228665,MV
190,66.54128322896094,"[2.722772926006289, 0.016350450761624682]",[2.20259766 0.31301071],66.54128322896094,137.08256645792187,144.12548829364636,MV
191,104.51655623059489,"[4.835732647701987, 0.5688085265885017]",[1.97762188 0.08108615],104.51655623059489,213.03311246118972,220.07603429691423,MV
